Id,Label,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
102,नक्काशी,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0.0010136121273419672,83,0.0,0,0.0
103,काल,0,4,4,4.0,0.0,4.0,2.0,1.5,0.6000000000000001,0.014367816,0.014367816,73,0.0049976887598226685,41,0.5,3,0.49959790094973583
104,रिक्शा,1,0,1,1.0,1.0,0.0,2.0,1.75,0.0,0.0057471264,0.0057471264,74,0.0045576632054272915,26,0.0,0,0.01281628126666244
105,सभा,1,0,1,1.0,1.0,0.0,9.0,4.361111111111111,0.0,0.0057471264,0.0057471264,125,0.003766585092680846,16,0.0,0,0.08996253273169438
106,घर,1,6,7,7.0,1.0,6.0,2.0,1.7083333333333333,172.0,0.022988506,0.022988506,185,0.022061377601712118,9,0.0,0,0.1925463474917095
107,उत्तर,1,0,1,1.0,1.0,0.0,8.0,5.138888888888889,0.0,0.0057471264,0.0057471264,181,0.002843291187592721,16,0.0,0,0.1020057803774271
108,जोधपुर,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,0.0010136121273419672,84,0.0,0,0.0
109,संग्रह,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0.0010136121273419672,85,0.0,0,0.0
110,कल्पना,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0.0010136121273419672,86,0.0,0,0.0
111,पानी,0,1,1,2.0,0.0,2.0,1.0,1.0,0.0,0.0057471264,0.0057471264,78,0.00694711147089194,30,0.0,0,0.004000105857396876
112,शस्त्रों,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0.0010136121273419672,87,0.0,0,0.0
113,पत्ती,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0.0010136121273419672,88,0.0,0,0.0
114,अनुभव,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,0.0010136121273419672,89,0.0,0,0.0
115,प्रकृति,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0.0010136121273419672,90,0.0,0,0.0
116,बापू,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,0.0010136121273419672,91,0.0,0,0.0
117,सुंदरता,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0.0010136121273419672,92,0.0,0,0.0
118,शीश,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.0010136121273419672,93,0.0,0,0.0
119,विकास,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,0.0010136121273419672,94,0.0,0,0.0
120,आदर्श,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,0.0010136121273419672,95,0.0,0,0.0
121,संसार,1,0,1,1.0,1.0,0.0,4.0,2.5416666666666665,0.0,0.0057471264,0.0057471264,154,0.003848904380522082,9,0.0,0,0.08650541932356233
122,नमूने,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,0.0010136121273419672,96,0.0,0,0.0
123,कला,0,9,9,9.0,0.0,9.0,5.0,3.0277777777777777,360.0,0.028735632,0.028735632,193,0.016391888771775463,16,0.0,0,0.5968641203627648
124,फूलों,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,0.0010136121273419672,97,0.0,0,0.0
125,मानव,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0010136121273419672,98,0.0,0,0.0
126,प्रजातियों,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,0.0010136121273419672,99,0.0,0,0.0
127,मरुस्थल,1,0,1,2.0,2.0,0.0,2.0,1.5,0.0,0.0057471264,0.0057471264,115,0.005354145960582174,67,0.0,0,0.006545944218180252
128,परिवहन,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,0.0010136121273419672,100,0.0,0,0.0
129,दर्शन,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,0.0010136121273419672,101,0.0,0,0.0
130,उद्योगों,1,0,1,1.0,1.0,0.0,9.0,4.361111111111111,0.0,0.0057471264,0.0057471264,125,0.003766585092680846,16,0.0,0,0.08996253273169438
131,प्रशासन,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,0.0010136121273419672,102,0.0,0,0.0
132,भुजिया,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,0.0010136121273419672,103,0.0,0,0.0
133,महाराजा,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,0.0010136121273419672,104,0.0,0,0.0
134,केन्द्र,1,0,1,1.0,1.0,0.0,4.0,3.2916666666666665,0.0,0.0057471264,0.0057471264,185,0.003781355184091847,9,0.0,0,0.028902707385579943
135,पार्कों,1,0,1,1.0,1.0,0.0,8.0,5.138888888888889,0.0,0.0057471264,0.0057471264,181,0.002843291187592721,16,0.0,0,0.1020057803774271
136,तरह,1,0,1,1.0,1.0,0.0,2.0,1.5,0.0,0.0057471264,0.0057471264,110,0.005354145960582174,105,0.0,0,0.006545944218180252
137,लाल,0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0057471264,0.0057471264,97,0.00694711147089194,48,0.0,0,0.004000105857396876
138,पत्थर,0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0057471264,0.0057471264,98,0.00694711147089194,45,0.0,0,0.004000105857396876
139,अड्डा,1,1,2,2.0,1.0,1.0,1.0,1.0,0.0,0.0057471264,0.0057471264,99,0.0021472348866730237,14,0.0,0,0.007377511164230652
140,नीले,1,0,1,1.0,1.0,0.0,2.0,1.5,0.0,0.0057471264,0.0057471264,100,0.005354145960582174,38,0.0,0,0.006545944218180252
141,मंदिरों,1,0,1,1.0,1.0,0.0,3.0,2.6666666666666665,0.0,0.0057471264,0.0057471264,185,0.003695057027282348,9,0.0,0,0.05176745044181102
142,कस्बे,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,0.0010136121273419672,106,0.0,0,0.0
143,गुंबदों,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,0.0010136121273419672,107,0.0,0,0.0
144,सेवा,1,0,1,1.0,1.0,0.0,9.0,4.361111111111111,0.0,0.0057471264,0.0057471264,125,0.003766585092680846,16,0.0,0,0.08996253273169438
145,पर्व,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,0.0010136121273419672,108,0.0,0,0.0
146,विभाग,0,6,6,6.0,0.0,6.0,6.0,3.6944444444444446,71.83333333333336,0.020114943,0.020114943,193,0.0097186284151416,16,0.0,0,0.5873837606825427
147,शताब्दी,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,0.0010136121273419672,109,0.0,0,0.0
148,दिल्ली,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,0.0010136121273419672,110,0.0,0,0.0
149,आयुधों,1,0,1,1.0,1.0,0.0,2.0,1.5,0.0,0.0057471264,0.0057471264,178,0.005354145960582174,111,0.0,0,0.006545944218180252
150,मुगल,1,0,1,1.0,1.0,0.0,2.0,1.5,0.0,0.0057471264,0.0057471264,110,0.005354145960582174,105,0.0,0,0.006545944218180252
151,पार,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,0.0010136121273419672,112,0.0,0,0.0
152,मिश्रण,1,0,1,1.0,1.0,0.0,9.0,4.361111111111111,0.0,0.0057471264,0.0057471264,125,0.003766585092680846,16,0.0,0,0.08996253273169438
153,समझा,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.0010136121273419672,113,0.0,0,0.0
154,विहार,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,0.0010136121273419672,114,0.0,0,0.0
155,खरीददारी,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,0.0010136121273419672,115,0.0,0,0.0
156,श्रेणी,0,2,2,2.0,0.0,2.0,1.0,1.0,1.0,0.00862069,0.00862069,110,0.010133042491511469,105,0.0,0,0.009591589510164046
157,ओर,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,0.0010136121273419672,116,0.0,0,0.0
158,फरवरी,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,0.0010136121273419672,117,0.0,0,0.0
159,हिन्दू,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,0.0010136121273419672,118,0.0,0,0.0
160,उदयपुर,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,0.0010136121273419672,119,0.0,0,0.0
161,दिन,0,5,5,5.0,0.0,5.0,2.0,1.375,1.35,0.01724138,0.01724138,73,0.006065130331334432,41,0.4,4,0.5899369889565358
162,बालू,1,1,2,3.0,1.0,2.0,1.0,1.0,1.0,0.00862069,0.00862069,115,0.010133042491511469,67,0.0,0,0.009591589510164046
163,नक्शे,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,0.0010136121273419672,120,0.0,0,0.0
164,भवन,2,4,6,6.0,2.0,4.0,3.0,2.3333333333333335,75.5,0.01724138,0.01724138,185,0.016150323523933228,9,0.0,0,0.09612601563084484
165,कार्य,0,15,15,15.0,0.0,15.0,8.0,3.388888888888889,399.0,0.04597701,0.04597701,125,0.04808004161678766,16,0.0,0,0.35684313221629843
166,सामग्री,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,0.0010136121273419672,121,0.0,0,0.0
167,धारा,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118,0.0010136121273419672,122,0.0,0,0.0
168,सोहन,1,0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0057471264,0.0057471264,119,0.00694711147089194,53,0.0,0,0.004000105857396876
169,महलों,1,0,1,1.0,1.0,0.0,4.0,3.2916666666666665,0.0,0.0057471264,0.0057471264,185,0.003781355184091847,9,0.0,0,0.028902707385579943
170,गलियारों,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0.0010136121273419672,123,0.0,0,0.0
171,लेखकों,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,0.0010136121273419672,124,0.0,0,0.0
172,शैली,1,0,1,1.0,1.0,0.0,9.0,4.361111111111111,0.0,0.0057471264,0.0057471264,125,0.003766585092680846,16,0.0,0,0.08996253273169438
173,पूर्वजों,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,0.0010136121273419672,125,0.0,0,0.0
174,लकड़ी,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,0.0010136121273419672,126,0.0,0,0.0
175,शहरों,1,0,1,1.0,1.0,0.0,4.0,2.5416666666666665,0.0,0.0057471264,0.0057471264,154,0.003848904380522082,9,0.0,0,0.08650541932356233
176,हस्तकला,2,0,2,2.0,2.0,0.0,6.0,3.111111111111111,152.0,0.00862069,0.00862069,125,0.004801485326724739,16,0.0,0,0.15154248612838464
177,वुड,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,0.0010136121273419672,127,0.0,0,0.0
178,शिल्प,1,2,3,3.0,1.0,2.0,7.0,3.1944444444444446,315.5,0.011494253,0.011494253,125,0.007879439690190176,16,0.0,0,0.15435279967633572
179,कंगन,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,0.0010136121273419672,128,0.0,0,0.0
180,वस्त्रों,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,0.0010136121273419672,129,0.0,0,0.0
181,जैसलमेर,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,0.0010136121273419672,130,0.0,0,0.0
182,तीर्थंकर,0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0057471264,0.0057471264,156,0.00694711147089194,131,0.0,0,0.004000105857396876
183,मिठाइयां,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,0.0010136121273419672,132,0.0,0,0.0
184,उदयपुर,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,0.0010136121273419672,133,0.0,0,0.0
185,प्रांगण,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,0.0010136121273419672,134,0.0,0,0.0
186,यात्रा,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,0.0010136121273419672,135,0.0,0,0.0
187,जनता,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,0.0010136121273419672,136,0.0,0,0.0
188,नाम,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.0010136121273419672,137,0.0,0,0.0
189,जूते,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,0.0010136121273419672,138,0.0,0,0.0
190,जैसलमेर,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,0.0010136121273419672,139,0.0,0,0.0
191,सितंबर,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137,0.0010136121273419672,140,0.0,0,0.0
192,प्रजनन,1,0,1,1.0,1.0,0.0,9.0,4.361111111111111,0.0,0.0057471264,0.0057471264,125,0.003766585092680846,16,0.0,0,0.08996253273169438
193,अप्रैल,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,0.0010136121273419672,141,0.0,0,0.0
194,रंग,0,2,2,2.0,0.0,2.0,1.0,1.0,1.0,0.00862069,0.00862069,100,0.010133042491511469,38,0.0,0,0.009591589510164046
195,चांदी,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,0.0010136121273419672,142,0.0,0,0.0
196,चोटी,2,1,3,3.0,2.0,1.0,1.0,1.0,0.0,0.00862069,0.00862069,50,0.003981376378361433,60,1.0,1,0.012357130893398202
197,जनवरी,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,0.0010136121273419672,143,0.0,0,0.0
198,जैन,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,0.0010136121273419672,144,0.0,0,0.0
199,आतिथ्य,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,0.0010136121273419672,145,0.0,0,0.0
200,दलों,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,0.0010136121273419672,146,0.0,0,0.0
201,उदाहरण,1,0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0057471264,0.0057471264,32,0.00694711147089194,37,0.0,0,0.004000105857396876
202,मंजिल,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,0.0010136121273419672,147,0.0,0,0.0
203,आधुनिकता,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,0.0010136121273419672,148,0.0,0,0.0
204,पर्वों,4,0,4,4.0,4.0,0.0,5.0,3.388888888888889,46.53333333333336,0.014367816,0.014367816,193,0.006433288078070514,16,0.16666666666666666,1,0.5250507294752917
205,सरकार,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,0.0010136121273419672,149,0.0,0,0.0
206,सरदार,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,0.0010136121273419672,150,0.0,0,0.0
207,क्षेत्र,3,5,8,8.0,3.0,5.0,7.0,4.166666666666667,221.33333333333337,0.02586207,0.02586207,181,0.017129465089032167,16,0.03571428571428571,1,0.5240807033858121
208,राजस्थानी,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,0.0010136121273419672,151,0.0,0,0.0
209,रानी,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,0.0010136121273419672,152,0.0,0,0.0
210,प्रसिद्ध,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0010136121273419672,153,0.0,0,0.0
211,मध्य,4,0,4,4.0,4.0,0.0,5.0,3.388888888888889,46.53333333333336,0.014367816,0.014367816,193,0.006433288078070514,16,0.16666666666666666,1,0.5250507294752917
212,उद्यानों,1,0,1,1.0,1.0,0.0,4.0,2.5416666666666665,0.0,0.0057471264,0.0057471264,154,0.003848904380522082,9,0.0,0,0.08650541932356233
213,पसंद,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,0.0010136121273419672,154,0.0,0,0.0
214,हवेली,2,0,2,2.0,2.0,0.0,3.0,2.5833333333333335,9.5,0.00862069,0.00862069,185,0.0064879721990897254,9,0.0,0,0.06679798539132278
215,किले,1,0,1,1.0,1.0,0.0,3.0,2.6666666666666665,0.0,0.0057471264,0.0057471264,185,0.003695057027282348,9,0.0,0,0.05176745044181102
216,बस,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,0.0010136121273419672,155,0.0,0,0.0
217,चित्रकला,1,0,1,1.0,1.0,0.0,6.0,4.0,0.0,0.0057471264,0.0057471264,193,0.0025668574567682765,16,0.0,0,0.11448925040565543
218,भरतपुर,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,0.0010136121273419672,156,0.0,0,0.0
219,स्थान,0,14,14,14.0,0.0,14.0,3.0,1.5833333333333333,221.0,0.04310345,0.04310345,154,0.04625649769090606,9,0.0,0,0.33928927907805295
