Sentence , Sentance ,id, Relations Weight
S2 , S46 ,1,1
S2 , S53 ,2,1
S3 , S4 ,3,1
S3 , S5 ,4,1
S3 , S12 ,5,1
S3 , S22 ,6,1
S3 , S31 ,7,2
S3 , S32 ,8,1
S3 , S37 ,9,1
S3 , S45 ,10,1
S3 , S46 ,11,1
S3 , S50 ,12,1
S3 , S52 ,13,2
S3 , S53 ,14,1
S3 , S54 ,15,1
S3 , S67 ,16,1
S3 , S69 ,17,1
S3 , S78 ,18,2
S3 , S82 ,19,1
S3 , S86 ,20,1
S3 , S94 ,21,1
S4 , S6 ,22,1
S4 , S13 ,23,1
S4 , S17 ,24,1
S4 , S18 ,25,1
S4 , S21 ,26,1
S4 , S29 ,27,1
S4 , S31 ,28,1
S4 , S50 ,29,4
S4 , S57 ,30,1
S4 , S62 ,31,1
S4 , S65 ,32,1
S4 , S71 ,33,1
S4 , S76 ,34,1
S4 , S77 ,35,1
S4 , S78 ,36,1
S4 , S80 ,37,1
S4 , S89 ,38,1
S5 , S6 ,39,1
S5 , S21 ,40,1
S5 , S45 ,41,1
S5 , S50 ,42,1
S5 , S71 ,43,1
S5 , S76 ,44,1
S6 , S12 ,45,1
S6 , S15 ,46,1
S6 , S16 ,47,1
S6 , S21 ,48,1
S6 , S22 ,49,1
S6 , S31 ,50,3
S6 , S37 ,51,1
S6 , S44 ,52,1
S6 , S45 ,53,1
S6 , S46 ,54,1
S6 , S48 ,55,1
S6 , S49 ,56,1
S6 , S50 ,57,1
S6 , S53 ,58,2
S6 , S54 ,59,1
S6 , S57 ,60,1
S6 , S58 ,61,1
S6 , S60 ,62,1
S6 , S61 ,63,2
S6 , S62 ,64,1
S6 , S65 ,65,1
S6 , S67 ,66,1
S6 , S74 ,67,1
S6 , S76 ,68,1
S6 , S77 ,69,2
S6 , S78 ,70,2
S6 , S79 ,71,1
S6 , S81 ,72,1
S6 , S82 ,73,1
S6 , S86 ,74,3
S6 , S87 ,75,2
S6 , S89 ,76,2
S6 , S92 ,77,1
S6 , S94 ,78,1
S6 , S97 ,79,2
S7 , S8 ,80,1
S7 , S9 ,81,1
S7 , S12 ,82,1
S7 , S13 ,83,1
S7 , S22 ,84,1
S7 , S31 ,85,1
S7 , S36 ,86,1
S7 , S37 ,87,1
S7 , S45 ,88,1
S7 , S46 ,89,1
S7 , S48 ,90,1
S7 , S49 ,91,1
S7 , S53 ,92,1
S7 , S54 ,93,1
S7 , S60 ,94,1
S7 , S63 ,95,2
S7 , S67 ,96,1
S7 , S71 ,97,1
S7 , S78 ,98,2
S7 , S79 ,99,1
S7 , S82 ,100,1
S7 , S88 ,101,1
S7 , S94 ,102,1
S8 , S21 ,103,1
S8 , S22 ,104,1
S8 , S27 ,105,1
S8 , S28 ,106,1
S8 , S30 ,107,1
S8 , S46 ,108,1
S8 , S50 ,109,1
S8 , S53 ,110,1
S8 , S82 ,111,1
S9 , S10 ,112,1
S9 , S21 ,113,1
S9 , S22 ,114,2
S9 , S27 ,115,1
S9 , S28 ,116,1
S9 , S31 ,117,1
S9 , S46 ,118,1
S9 , S48 ,119,1
S9 , S49 ,120,1
S9 , S53 ,121,1
S9 , S54 ,122,1
S9 , S71 ,123,1
S9 , S78 ,124,1
S9 , S79 ,125,1
S9 , S82 ,126,1
S9 , S94 ,127,1
S10 , S31 ,128,1
S10 , S44 ,129,2
S10 , S48 ,130,1
S10 , S49 ,131,1
S10 , S54 ,132,1
S10 , S71 ,133,1
S10 , S76 ,134,2
S10 , S78 ,135,1
S10 , S79 ,136,1
S10 , S94 ,137,1
S10 , S98 ,138,2
S11 , S98 ,139,1
S12 , S17 ,140,1
S12 , S21 ,141,1
S12 , S22 ,142,2
S12 , S27 ,143,2
S12 , S28 ,144,1
S12 , S37 ,145,1
S12 , S46 ,146,1
S12 , S52 ,147,4
S12 , S53 ,148,1
S12 , S69 ,149,2
S12 , S80 ,150,1
S12 , S82 ,151,2
S12 , S98 ,152,1
S13 , S21 ,153,1
S13 , S28 ,154,2
S13 , S30 ,155,1
S13 , S31 ,156,1
S13 , S44 ,157,1
S13 , S45 ,158,1
