Sentence , Sentance ,id, Relations Weight
S1 , S2 ,1,2
S1 , S5 ,2,1
S1 , S8 ,3,1
S1 , S15 ,4,2
S1 , S18 ,5,2
S1 , S24 ,6,1
S1 , S40 ,7,1
S1 , S57 ,8,1
S1 , S64 ,9,2
S1 , S77 ,10,1
S1 , S78 ,11,2
S1 , S87 ,12,2
S1 , S88 ,13,2
S1 , S91 ,14,2
S1 , S94 ,15,1
S2 , S3 ,16,1
S2 , S6 ,17,1
S2 , S8 ,18,1
S2 , S10 ,19,2
S2 , S11 ,20,1
S2 , S12 ,21,1
S2 , S13 ,22,3
S2 , S14 ,23,1
S2 , S15 ,24,3
S2 , S16 ,25,1
S2 , S17 ,26,2
S2 , S18 ,27,2
S2 , S21 ,28,1
S2 , S23 ,29,4
S2 , S24 ,30,1
S2 , S25 ,31,1
S2 , S27 ,32,2
S2 , S28 ,33,1
S2 , S29 ,34,1
S2 , S30 ,35,2
S2 , S31 ,36,1
S2 , S32 ,37,2
S2 , S33 ,38,3
S2 , S34 ,39,1
S2 , S35 ,40,1
S2 , S36 ,41,1
S2 , S39 ,42,1
S2 , S40 ,43,2
S2 , S41 ,44,2
S2 , S44 ,45,3
S2 , S45 ,46,2
S2 , S46 ,47,2
S2 , S47 ,48,5
S2 , S48 ,49,3
S2 , S49 ,50,2
S2 , S50 ,51,1
S2 , S51 ,52,1
S2 , S53 ,53,2
S2 , S54 ,54,2
S2 , S55 ,55,1
S2 , S56 ,56,3
S2 , S58 ,57,1
S2 , S60 ,58,1
S2 , S62 ,59,2
S2 , S63 ,60,1
S2 , S64 ,61,2
S2 , S66 ,62,1
S2 , S67 ,63,1
S2 , S68 ,64,2
S2 , S70 ,65,1
S2 , S71 ,66,1
S2 , S72 ,67,3
S2 , S76 ,68,1
S2 , S77 ,69,1
S2 , S78 ,70,4
S2 , S80 ,71,1
S2 , S81 ,72,1
S2 , S83 ,73,2
S2 , S85 ,74,1
S2 , S86 ,75,1
S2 , S87 ,76,2
S2 , S88 ,77,2
S2 , S89 ,78,4
S2 , S90 ,79,1
S2 , S91 ,80,2
S2 , S95 ,81,2
S2 , S98 ,82,1
S3 , S12 ,83,1
S3 , S15 ,84,1
S3 , S18 ,85,1
S3 , S64 ,86,1
S3 , S78 ,87,1
S3 , S87 ,88,1
S3 , S88 ,89,1
S3 , S91 ,90,1
S4 , S19 ,91,1
S4 , S84 ,92,1
S5 , S7 ,93,3
S5 , S8 ,94,1
S5 , S11 ,95,1
S5 , S12 ,96,2
S5 , S18 ,97,1
S5 , S20 ,98,4
S5 , S26 ,99,1
S5 , S62 ,100,3
S5 , S63 ,101,3
S5 , S67 ,102,1
S5 , S68 ,103,1
S5 , S70 ,104,4
S5 , S76 ,105,1
S5 , S84 ,106,1
S5 , S87 ,107,1
S5 , S88 ,108,5
S5 , S90 ,109,3
S5 , S92 ,110,2
S5 , S93 ,111,3
S5 , S95 ,112,2
S6 , S7 ,113,1
S6 , S13 ,114,1
S6 , S17 ,115,1
S6 , S24 ,116,1
S6 , S25 ,117,1
S6 , S28 ,118,1
S6 , S29 ,119,1
S6 , S33 ,120,1
S6 , S36 ,121,1
S6 , S41 ,122,1
S6 , S48 ,123,1
S6 , S56 ,124,1
S6 , S66 ,125,1
S6 , S71 ,126,1
S6 , S72 ,127,1
S6 , S78 ,128,1
S6 , S81 ,129,1
S6 , S89 ,130,1
S6 , S97 ,131,1
S6 , S98 ,132,1
S7 , S8 ,133,1
S7 , S9 ,134,1
S7 , S13 ,135,2
S7 , S18 ,136,2
S7 , S20 ,137,3
S7 , S22 ,138,1
S7 , S24 ,139,1
S7 , S27 ,140,2
S7 , S53 ,141,1
S7 , S59 ,142,1
S7 , S63 ,143,3
S7 , S66 ,144,1
S7 , S68 ,145,1
S7 , S70 ,146,3
S7 , S71 ,147,1
S7 , S87 ,148,4
S7 , S88 ,149,2
S7 , S90 ,150,2
S7 , S93 ,151,2
S8 , S11 ,152,1
S8 , S13 ,153,1
S8 , S17 ,154,1
S8 , S20 ,155,1
S8 , S24 ,156,1
S8 , S25 ,157,1
S8 , S29 ,158,1
S8 , S36 ,159,1
S8 , S41 ,160,1
S8 , S56 ,161,1
S8 , S63 ,162,1
S8 , S66 ,163,1
S8 , S70 ,164,1
S8 , S71 ,165,1
S8 , S72 ,166,1
S8 , S81 ,167,1
S8 , S89 ,168,1
S8 , S98 ,169,1
S10 , S16 ,170,1
S10 , S40 ,171,1
S10 , S67 ,172,1
S10 , S77 ,173,1
S11 , S13 ,174,1
S11 , S19 ,175,1
S11 , S20 ,176,1
S11 , S27 ,177,1
S11 , S29 ,178,1
S11 , S37 ,179,1
S11 , S38 ,180,1
S11 , S44 ,181,2
S11 , S45 ,182,1
S11 , S47 ,183,1
S11 , S48 ,184,1
S11 , S50 ,185,1
S11 , S57 ,186,1
S11 , S60 ,187,1
S11 , S63 ,188,1
S11 , S70 ,189,1
S11 , S79 ,190,1
S11 , S96 ,191,2
S11 , S97 ,192,1
S11 , S98 ,193,1
S12 , S13 ,194,1
S12 , S17 ,195,1
S12 , S20 ,196,1
S12 , S23 ,197,1
S12 , S24 ,198,3
S12 , S25 ,199,1
S12 , S29 ,200,1
S12 , S33 ,201,1
S12 , S36 ,202,1
S12 , S40 ,203,1
S12 , S41 ,204,1
S12 , S42 ,205,1
S12 , S48 ,206,1
S12 , S53 ,207,1
S12 , S56 ,208,1
S12 , S60 ,209,1
S12 , S62 ,210,1
S12 , S63 ,211,1
S12 , S66 ,212,1
S12 , S70 ,213,1
S12 , S71 ,214,2
S12 , S72 ,215,1
S12 , S77 ,216,1
S12 , S81 ,217,1
S12 , S87 ,218,1
S12 , S89 ,219,2
S12 , S90 ,220,1
S12 , S94 ,221,1
S12 , S95 ,222,1
S12 , S98 ,223,1
S13 , S14 ,224,1
S13 , S15 ,225,2
S13 , S16 ,226,1
S13 , S17 ,227,1
S13 , S18 ,228,2
S13 , S21 ,229,1
S13 , S23 ,230,4
S13 , S27 ,231,2
S13 , S28 ,232,1
