id,Label
1,vitamina
2,anaja
3,ahara
4,shuru
5,patti
6,anupata
7,ehasasa
8,arambha
9,kama
10,loga
11,vyakti
12,kshamata
13,mukha
14,rakta
15,utaka
16,paira
17,dudha
18,tela
19,{hathahatha}
20,koshika
21,chehara
22,lala
23,avastha
24,phala
25,gatividhi
26,karya
27,muli
28,upachara
29,ishara
30,padartha
31,chadara
32,bistara
33,upaya
34,matra
35,samaya
36,nirmana
37,anusarana
38,karela
39,shikhara
40,namaka
41,roga
42,vishva
43,makkhana
44,{masalamasala}
45,tantra
46,dana
47,kami
48,mansa
49,pida?a
50,mahina
51,saptaha
52,bhojana
53,chihna
54,pani
55,{angaanga}
56,bhaga
57,sharira
58,dina
59,angura
60,parinama
61,prakasha
62,badha
63,mansapeshi
64,nrityu
65,vistara
66,shoragula
67,udasi
68,ankha
69,pitta
70,bakari
71,apacha
72,pratisthapana
73,dhabba
74,hridaya
75,prayoga
76,vani
77,avashyakata
78,rasayanika
79,karana
80,phali
81,papita
82,paristhiti
83,visha
84,drishti
85,akalana
86,anta
87,akara
88,chamaka
89,peta
90,rahata
91,vishrama
92,hava
93,gala
94,asani
95,pravaha
96,aushadhi
97,jaituna
98,utpadana
99,uttejana
100,pratahkala
101,urja
102,piliya
103,yakrita
104,vikriti
105,karbohaidreta
106,makada?i
107,kela
108,kshati
109,avega
110,sira
111,gajara
112,gaisa
113,ghanta
114,dhupa
115,ghi
116,thakka
117,chamada?a
118,tvacha
119,kapa
120,chaya
121,sharkara
122,chetavani
123,vahika
124,ada?u
125,janasankhya
126,jibha
127,jivana
128,ubalana
129,visheshata
130,tamatara
131,shaili
132,tanava
133,vyayama
134,sabji
135,tana
136,jvara
137,sansa
138,avadhi
139,dala
140,dimaga?
141,jau
142,dopahara
143,vahika
144,shira
145,svachchhata
146,{vyanjanavyanjana}
147,taraha
148,rasa
149,badama
150,sanchaya
151,punaravritti
152,bala
153,rogi
154,bhukha
155,boja
156,nahim
157,madira
158,gharshana
159,malai
160,anta
161,vajana
162,muli
163,ka?pha?i
164,varsha
165,upavasa
166,koshthabaddhata
167,shreni
168,sankramana
169,dhamani
170,santara
171,seba
172,viphalata
173,udara
174,michali
175,ulati
176,chakotara
177,vasa
178,chukandara
179,baghara
180,nashapati
181,durbalata
182,nibu
183,panira
184,vatavarana
185,pachana
186,pava
187,phalahara
188,upadansha
189,dekhabhala
190,salada
191,kuposhana
192,karyakrama
193,bara
194,sanrachana
195,kilo
196,protina
197,prayogashala
198,sira
199,litara
200,paraheja
201,vikasa
202,upabhoga
203,poshana
204,niyama
205,sahana
206,unmulana
207,pratikriya
208,gada?bada?i
209,bala
210,aunsa
211,avartana
212,roka
213,adhakapari
214,anannasa
215,enima
216,rasa
217,ancha
218,kala
219,apurti
220,chida?chida?apana
221,saphai
222,harmona
223,lakshana
224,pravaha
225,prakopa
226,hala
227,shakahari
228,subaha
229,divara
230,ora
231,kolina
232,adhivrikka
233,tarapha
234,kuchha
