Id,Label,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Authority,Hub,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
1,S1,3.0,1.6989247311827957,118.23268881455101,3,0,30,30,30.0,0.0,30.0,0.012959866,0.012959866,0.01383466129299389,0,0.1839080459770115,80,0.34660062980876594
2,S2,3.0,1.924731182795699,1.4183899349693314,7,1,11,12,12.0,1.0,11.0,0.0054347827,0.0054347827,0.005796576422099082,0,0.7272727272727273,48,0.2547407431793988
3,S3,2.0,1.4301075268817205,95.49113782864487,7,1,52,53,53.0,1.0,52.0,0.022575252,0.022575252,0.02071617525257239,0,0.4404934687953556,607,0.9269706566847303
4,S4,3.0,1.903225806451613,2.0966276659271097,7,2,12,14,14.0,2.0,12.0,0.006270903,0.006270903,0.006490585073565413,0,0.6813186813186813,62,0.297962455541578
5,S5,3.0,1.967741935483871,0.2613235294117647,3,0,9,9,9.0,0.0,9.0,0.004180602,0.004180602,0.004713104043694373,0,0.8611111111111112,31,0.2019807709151593
6,S6,2.0,1.3333333333333333,212.40975233376872,7,4,58,62,62.0,4.0,58.0,0.026337793,0.026337793,0.024445347747233902,0,0.3638286620835537,688,1.0
7,S7,3.0,1.8279569892473118,13.587875149416949,7,2,18,20,20.0,2.0,18.0,0.008779264,0.008779264,0.008737218909921362,0,0.5789473684210527,110,0.3568260951874098
8,S8,3.0,1.989247311827957,1.558409941056236,0,0,11,11,11.0,0.0,11.0,0.0050167223,0.0050167223,0.005411405289550296,0,0.6545454545454545,36,0.21620320246519853
9,S9,2.0,1.6559139784946237,28.523408724896058,2,3,29,32,32.0,3.0,29.0,0.013795987,0.013795987,0.013007883460721046,0,0.5463709677419355,271,0.5911908327391595
10,S10,2.0,1.4301075268817205,107.53046919872816,7,5,48,53,53.0,5.0,48.0,0.022575252,0.022575252,0.02082958527283758,0,0.4223512336719884,582,0.9098457890230373
11,S11,3.0,1.935483870967742,0.9787449369179749,3,3,8,11,11.0,3.0,8.0,0.0050167223,0.0050167223,0.005438908694774044,0,0.7272727272727273,40,0.24123949128927152
