Id,Label,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Authority,Hub,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
1,S1,3.0,1.9887640449438202,0.9360667653038437,2,0,16,16,16.0,0.0,16.0,0.010651629,0.010651629,0.009773219818038914,0,0.8916666666666667,107,0.45400924221767586
2,S2,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0016393442256540716,1,0.0,0,0.0
3,S3,3.0,1.9550561797752808,3.3388088451735682,2,1,13,14,14.0,1.0,13.0,0.009398496,0.009398496,0.008737780363047749,0,0.8241758241758241,75,0.42408606239829133
4,S4,3.0,2.0898876404494384,17.852732656491717,2,0,12,12,12.0,0.0,12.0,0.008145363,0.008145363,0.008001710378378732,0,0.7121212121212122,47,0.3665926892482064
5,S5,3.0,1.9101123595505618,3.3388088451735682,2,1,14,15,15.0,1.0,14.0,0.010025063,0.010025063,0.009331249173603891,0,0.8476190476190476,89,0.4467730014480353
6,S6,3.0,1.4606741573033708,736.2951356918151,1,2,47,49,49.0,2.0,47.0,0.03132832,0.03132832,0.03676503173634046,0,0.16666666666666666,196,0.6869473303609968
7,S7,4.0,2.7191011235955056,0.0,1,0,1,1,1.0,0.0,1.0,0.0012531328,0.0012531328,0.0022328130362102147,0,0.0,0,0.022686939049743768
8,S8,3.0,2.3258426966292136,0.0,8,0,1,1,1.0,0.0,1.0,0.0012531328,0.0012531328,0.0021541030553650234,0,0.0,0,0.037781243818886624
9,S9,4.0,2.7191011235955056,0.0,1,0,1,1,1.0,0.0,1.0,0.0012531328,0.0012531328,0.0022328130362102147,0,0.0,0,0.022686939049743768
10,S10,3.0,1.9438202247191012,7.20254421809895,2,1,14,15,15.0,1.0,14.0,0.010025063,0.010025063,0.009502101776230997,0,0.6,63,0.4205899199957763
11,S11,3.0,1.9213483146067416,15.078254054396698,3,0,17,17,17.0,0.0,17.0,0.011278195,0.011278195,0.010880597638124424,0,0.5514705882352942,75,0.3772479145934302
12,S12,3.0,2.0224719101123596,2.622153795315004,8,1,7,8,8.0,1.0,7.0,0.0056390977,0.0056390977,0.005883414932905955,0,0.5714285714285714,16,0.2081817416169485
13,S13,3.0,1.696629213483146,272.0476537149085,8,1,33,34,34.0,1.0,33.0,0.021929825,0.021929825,0.023988655724345522,0,0.2549019607843137,143,0.5051278090799972
14,S14,3.0,1.7865168539325842,45.469589805145986,3,3,20,23,23.0,3.0,20.0,0.015037594,0.015037594,0.014523099883297943,0,0.3715415019762846,94,0.38736714362286473
15,S15,3.0,1.9213483146067416,48.003985647442214,2,1,19,20,20.0,1.0,19.0,0.013157895,0.013157895,0.012716293368533355,0,0.5368421052631579,102,0.4835300534673873
16,S16,4.0,2.3146067415730336,0.730934230934231,2,2,2,4,4.0,2.0,2.0,0.003132832,0.003132832,0.003911177466145509,0,0.5,3,0.07615733971330131
17,S17,4.0,2.449438202247191,0.0,1,1,0,1,1.0,1.0,0.0,0.0012531328,0.0012531328,0.002277319662724277,0,0.0,0,0.02653553328300617
18,S18,3.0,1.8764044943820224,5.064052860149227,2,2,13,15,15.0,2.0,13.0,0.010025063,0.010025063,0.00942519265860103,0,0.6761904761904762,71,0.45007436580104143
19,S19,3.0,1.5168539325842696,142.50792786242164,2,8,41,49,49.0,8.0,41.0,0.03132832,0.03132832,0.027860647424727956,0,0.36139455782312924,425,0.9515229948155107
20,S20,3.0,2.303370786516854,0.4861111111111111,3,0,4,4,4.0,0.0,4.0,0.003132832,0.003132832,0.003938385884104534,0,0.3333333333333333,2,0.062349174411073474
21,S21,3.0,2.202247191011236,0.45968239284613005,1,1,3,4,4.0,1.0,3.0,0.003132832,0.003132832,0.003962411809264491,0,0.8333333333333334,5,0.09018309901774016
22,S22,3.0,1.8764044943820224,5.064052860149227,2,3,12,15,15.0,3.0,12.0,0.010025063,0.010025063,0.009425192658601029,0,0.6761904761904762,71,0.45007436580104143
23,S23,3.0,1.7640449438202248,72.26724604123555,2,4,19,23,23.0,4.0,19.0,0.015037594,0.015037594,0.01441726840828498,0,0.5652173913043478,143,0.5601988268486635
24,S24,4.0,2.5280898876404496,0.045454545454545456,8,1,2,3,3.0,1.0,2.0,0.0025062656,0.0025062656,0.003368572692066095,0,0.6666666666666666,2,0.05915399363540384
25,S25,3.0,2.056179775280899,14.81967093119296,3,1,12,13,13.0,1.0,12.0,0.00877193,0.00877193,0.008821834213457926,0,0.4230769230769231,33,0.2570903216930534
26,S26,3.0,2.044943820224719,7.205614804984834,3,2,13,15,15.0,2.0,13.0,0.010025063,0.010025063,0.00947648769086352,0,0.5142857142857142,54,0.3384562779999722
27,S27,3.0,1.8764044943820224,22.533152087530475,8,3,20,23,23.0,3.0,20.0,0.015037594,0.015037594,0.013825039591652858,0,0.5098814229249012,129,0.5332544522477815
28,S28,3.0,1.9662921348314606,3.155055035542973,3,2,10,12,12.0,2.0,10.0,0.008145363,0.008145363,0.008005634143799028,0,0.5909090909090909,39,0.27525907602800403
29,S29,3.0,2.1797752808988764,1.4977082858661805,1,2,3,5,5.0,2.0,3.0,0.0037593986,0.0037593986,0.00465717233656141,0,0.4,4,0.07993196552627009
30,S30,3.0,1.5842696629213484,58.20549315792596,2,13,27,40,40.0,13.0,27.0,0.025689224,0.025689224,0.022920046869583093,0,0.47435897435897434,370,0.8404226831577176
31,S31,3.0,1.9662921348314606,3.155055035542973,3,2,10,12,12.0,2.0,10.0,0.008145363,0.008145363,0.008005634143799028,0,0.5909090909090909,39,0.27525907602800403
32,S32,3.0,1.7640449438202248,52.70997413631039,3,12,12,24,24.0,12.0,12.0,0.01566416,0.01566416,0.015083967436348345,0,0.34057971014492755,94,0.405546024690219
33,S33,3.0,2.258426966292135,0.0621260929590428,2,0,4,4,4.0,0.0,4.0,0.003132832,0.003132832,0.0036427422228395064,0,0.6666666666666666,4,0.13703918387252734
34,S34,3.0,2.056179775280899,7.029363494278939,3,2,12,14,14.0,2.0,12.0,0.009398496,0.009398496,0.00911506175587891,0,0.4725274725274725,43,0.29795360360756856
35,S35,4.0,2.449438202247191,0.0,1,1,0,1,1.0,1.0,0.0,0.0012531328,0.0012531328,0.002277319662724277,0,0.0,0,0.02653553328300617
36,S36,3.0,2.0898876404494384,1.6698644442344732,3,2,9,11,11.0,2.0,9.0,0.007518797,0.007518797,0.007367658706728822,0,0.5818181818181818,32,0.2487235427449979
37,S37,3.0,2.044943820224719,0.5171560315575046,2,2,11,13,13.0,2.0,11.0,0.00877193,0.00877193,0.00818442175542721,0,0.8846153846153846,69,0.40301380147588434
38,S38,3.0,1.7303370786516854,235.6996662496483,1,11,18,29,29.0,11.0,18.0,0.018796992,0.018796992,0.020250730051145412,0,0.45320197044334976,184,0.6015251247686791
39,S39,3.0,2.0224719101123596,0.5721010865025594,2,6,9,15,15.0,6.0,9.0,0.010025063,0.010025063,0.009229223046314006,0,0.9047619047619048,95,0.43648005950967766
40,S40,3.0,1.9101123595505618,24.139826998855327,2,4,10,14,14.0,4.0,10.0,0.009398496,0.009398496,0.009235924751968464,0,0.7032967032967034,64,0.4159948440154342
41,S41,3.0,1.9775280898876404,1.5922762767401775,2,3,9,12,12.0,3.0,9.0,0.008145363,0.008145363,0.0076959641921890065,0,0.7878787878787878,52,0.3909203721656371
