Id,Label,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Authority,Hub,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
0,gavarnara,6.0,3.1739130434782608,0.0,132,1,0,1,1.0,1.0,0.0,0.003478261,0.003478261,0.0026420556469693482,0,0.0,0,0.005026315925925418
1,smAraka,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,1,0.0,0,0.0
2,jalamArgoM,8.0,4.848101265822785,0.0,128,1,0,1,1.0,1.0,0.0,0.003478261,0.003478261,0.002407235365707248,2,0.0,0,0.0038713393906593804
3,bhaNDAra,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,3,0.0,0,0.0
4,mArga,7.0,3.8607594936708862,155.0,128,1,2,3,3.0,1.0,2.0,0.006956522,0.006956522,0.006045113552461092,2,0.0,0,0.017176324932163946
5,shikShA,1.0,1.0,0.0,2,0,1,1,1.0,0.0,1.0,0.003478261,0.003478261,0.00474583486527308,4,0.0,0,0.0015513495029228692
6,shreNI,8.0,4.443037974683544,270.0000000000001,128,2,2,4,4.0,2.0,2.0,0.008695652,0.008695652,0.00796825392985303,2,0.0,0,0.015529951243696181
7,bhUmikA,0.0,0.0,0.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,5,0.0,0,0.0
8,pairoM,0.0,0.0,0.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,6,0.0,0,0.0
9,samaya,2.0,1.3333333333333333,0.75,167,0,4,4,4.0,0.0,4.0,0.008695652,0.008695652,0.003751172813019515,7,0.5,3,0.0277712444714378
10,vyaMgya,0.0,0.0,0.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,8,0.0,0,0.0
11,logoM,0.0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,9,0.0,0,0.0
12,mastI,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,10,0.0,0,0.0
13,nAgaura,7.0,3.8607594936708862,0.0,82,1,0,1,1.0,1.0,0.0,0.003478261,0.003478261,0.0018918124273840159,2,0.0,0,0.0448100991226362
14,javAharalAla_neharU,0.0,0.0,0.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,11,0.0,0,0.0
15,jAnavara,1.0,1.0,0.0,126,0,1,1,1.0,0.0,1.0,0.003478261,0.003478261,0.00474583486527308,12,0.0,0,0.0015513495029228692
16,U.nTagA.DI,0.0,0.0,0.0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,13,0.0,0,0.0
17,rAma,0.0,0.0,0.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,14,0.0,0,0.0
18,sthala,6.0,2.4936708860759493,434.3317460317457,102,4,20,24,25.0,4.0,21.0,0.041739132,0.041739132,0.01974716589844597,2,0.2015810276679842,51,1.0
19,yAtriyoM,7.0,2.8260869565217392,0.0,125,1,0,1,1.0,1.0,0.0,0.003478261,0.003478261,0.0026214771513946014,0,0.0,0,0.011516143546262281
20,uttara,0.0,0.0,0.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,15,0.0,0,0.0
21,jAlI,0.0,0.0,0.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,16,0.0,0,0.0
22,vyakti,6.0,1.8695652173913044,222.0,125,0,14,14,14.0,0.0,14.0,0.026086956,0.026086956,0.03154765832666486,0,0.0,0,0.04659758472654342
23,bIkAnera,7.0,3.8607594936708862,0.0,82,1,0,1,1.0,1.0,0.0,0.003478261,0.003478261,0.0018918124273840159,2,0.0,0,0.0448100991226362
24,rUpa,1.0,1.0,28.0,203,0,8,8,8.0,0.0,8.0,0.015652174,0.015652174,0.01998913807634577,17,0.0,0,0.018585262882538107
25,vyaktitvoM,0.0,0.0,0.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,18,0.0,0,0.0
26,hoTala,7.0,3.8860759493670884,0.0,72,1,0,1,1.0,1.0,0.0,0.003478261,0.003478261,0.0017106000371290538,2,0.0,0,0.039326843960242275
27,ga.Daba.DiyoM,2.0,1.875,0.0,203,1,0,1,1.0,1.0,0.0,0.003478261,0.003478261,0.002840421963888994,17,0.0,0,0.006017429178026285
28,saMginI,0.0,0.0,0.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,19,0.0,0,0.0
29,namaka,0.0,0.0,0.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,20,0.0,0,0.0
30,sapane,0.0,0.0,0.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,21,0.0,0,0.0
31,nakkAshI,10.0,6.2405063291139244,0.0,128,1,0,1,1.0,1.0,0.0,0.003478261,0.003478261,0.002380836946252767,2,0.0,0,0.006135923407306955
32,kAla,2.0,1.3333333333333333,0.75,167,0,4,4,4.0,0.0,4.0,0.008695652,0.008695652,0.003751172813019515,7,0.5,3,0.0277712444714378
33,nivAsa,6.0,2.8987341772151898,655.9388888888886,72,4,4,8,8.0,4.0,4.0,0.015652174,0.015652174,0.009631118256962798,2,0.10714285714285714,3,0.37236685645153383
34,AdhAra,0.0,0.0,0.0,17,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,22,0.0,0,0.0
35,saMsthApaka,0.0,0.0,0.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,23,0.0,0,0.0
36,Apa,0.0,0.0,0.0,19,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,24,0.0,0,0.0
37,taraha,9.0,5.430379746835443,0.0,128,1,0,1,1.0,1.0,0.0,0.003478261,0.003478261,0.002382975188666264,2,0.0,0,0.004516044565861771
38,visheShatA,2.0,1.3333333333333333,0.0,121,2,3,5,5.0,2.0,3.0,0.006956522,0.006956522,0.003973499399133766,25,1.0,3,0.009017365732618214
39,kArIgara,7.0,2.8260869565217392,0.0,125,1,0,1,1.0,1.0,0.0,0.003478261,0.003478261,0.0026214771513946014,0,0.0,0,0.011516143546262281
40,anubhava,0.0,0.0,0.0,20,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,26,0.0,0,0.0
41,gAMdhI,0.0,0.0,0.0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,27,0.0,0,0.0
42,kaTorI,0.0,0.0,0.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,28,0.0,0,0.0
43,ashvamedha,1.0,1.0,0.0,107,1,0,1,1.0,1.0,0.0,0.003478261,0.003478261,0.00474583486527308,29,0.0,0,0.0015513495029228692
44,sudhAra,0.0,0.0,0.0,23,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,30,0.0,0,0.0
45,saMskRRiti,0.0,0.0,0.0,24,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,31,0.0,0,0.0
46,kasbe,0.0,0.0,0.0,25,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,32,0.0,0,0.0
47,saMgrahAlaya,6.0,3.1265822784810124,4.938888888888888,102,4,0,4,4.0,4.0,0.0,0.008695652,0.008695652,0.0035992502536007854,2,0.5,3,0.34989436653330913
48,soma,0.0,0.0,0.0,26,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,33,0.0,0,0.0
49,gRRiha,7.0,3.759493670886076,377.0,72,1,3,4,4.0,1.0,3.0,0.008695652,0.008695652,0.0076227326215408345,2,0.0,0,0.04702323655747562
50,musalamAnoM,0.0,0.0,0.0,27,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,34,0.0,0,0.0
51,dAvata,0.0,0.0,0.0,28,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,35,0.0,0,0.0
52,smRRitiyoM,0.0,0.0,0.0,29,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,36,0.0,0,0.0
53,sudhAraka,7.0,2.8260869565217392,0.0,125,1,0,1,1.0,1.0,0.0,0.003478261,0.003478261,0.0026214771513946014,0,0.0,0,0.011516143546262281
54,pashcima,0.0,0.0,0.0,30,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,37,0.0,0,0.0
55,samAdhi,1.0,1.0,0.0,46,1,0,1,1.0,1.0,0.0,0.003478261,0.003478261,0.00474583486527308,38,0.0,0,0.0015513495029228692
56,vyApAra,0.0,0.0,0.0,31,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,39,0.0,0,0.0
57,cAMdI,0.0,0.0,0.0,32,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,40,0.0,0,0.0
58,janavarI,0.0,0.0,0.0,33,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,41,0.0,0,0.0
59,jaina,1.0,1.0,0.0,204,1,0,1,1.0,1.0,0.0,0.003478261,0.003478261,0.00474583486527308,42,0.0,0,0.0015513495029228692
60,khIMcatA,0.0,0.0,0.0,34,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,43,0.0,0,0.0
61,kamala,9.0,4.89873417721519,0.0,103,0,1,1,2.0,0.0,2.0,0.003478261,0.003478261,0.001523310258271548,2,0.0,0,0.009372602474331004
62,sapheda,0.0,0.0,0.0,35,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,44,0.0,0,0.0
63,ghATI,6.0,3.1265822784810124,4.938888888888888,102,4,0,4,4.0,4.0,0.0,0.008695652,0.008695652,0.0035992502536007854,2,0.5,3,0.34989436653330913
64,madhya,8.0,4.493670886075949,114.99999999999989,128,2,0,2,2.0,2.0,0.0,0.0052173915,0.0052173915,0.0038767738170444677,2,0.0,0,0.011518201181104604
65,ajamera,7.0,3.8607594936708862,0.0,82,1,0,1,1.0,1.0,0.0,0.003478261,0.003478261,0.0018918124273840159,2,0.0,0,0.0448100991226362
66,akabara,6.0,3.1739130434782608,0.0,132,1,0,1,1.0,1.0,0.0,0.003478261,0.003478261,0.0026420556469693482,0,0.0,0,0.005026315925925418
67,pradesha,5.0,2.329113924050633,1515.4166666666654,102,2,23,25,27.0,2.0,25.0,0.04347826,0.04347826,0.021988896994160782,2,0.06521739130434782,18,0.8771388721808664
68,puShkara,8.0,4.405063291139241,162.95238095238088,103,1,3,4,7.0,1.0,6.0,0.008695652,0.008695652,0.005232560679868491,2,0.3333333333333333,2,0.03152590758774151
69,prArthanA,0.0,0.0,0.0,36,0,0,0,0.0,0.0,0.0,0.0,0.0,6.784410185543174E-4,45,0.0,0,0.0
