id;Label
0;sabhyatA
1;ghu.DasavArI
2;kharIdA
3;jile
4;jharanoM
5;visheShaGYoM
6;ghaTanA
7;takhtA
8;sAla
9;kaiMpa
10;dala
11;pIle
12;khoja
13;manuShya
14;svarNa
15;yuddha
16;carca
17;vilaMba
18;baiMgalora
19;khAdyapadArtha
20;jIvana
21;suMdaratA
22;mArga
23;mumbaI
24;taraNatAla
25;kullU
26;mushkiloM
27;naTavara
28;tAja
29;kI.De
30;nahIM
31;TaiksI
32;saptAha
33;paryaTakoM
34;rAjasthAna
35;kAryakramoM
36;bAjAra
37;ghAsa
38;prashaMsakoM
39;galatI
40;mahInoM
41;desha
42;paricaya
43;lAiseMsa
44;U.nTa
45;khela
46;san
47;caraNa
48;krAMti
49;avadhi
50;jAnakArI
51;bhAga
52;kathAoM
53;pUrvaja
54;samaya
55;daurAna
56;prabhAva
57;maiksiko
58;yUropa
59;galiyoM
60;jaMgala
61;u.DAna
62;tejI
63;saMgamaramara
64;bhUlane
65;bhraShTAcAra
66;cauka
67;kaiMpa
68;icchA
69;dIrghA
70;cunAva
71;madirA
72;saMgha
73;yAdagAra
74;jhalaka
75;kriyAe.n
76;ci.DiyA
77;rAShTrapati
78;dArshanikoM
79;jamIna
80;gAiDa
81;yAtriyoM
82;RRiNoM
83;dvIpa
84;coTiyoM
85;pasaMda
86;gItoM
87;aMgrejoM
88;bIkAnera
89;bhAga
90;gopeshvara
91;jalapAna
92;jhopa.DI
93;pirAmiDoM
94;jvAlAmukhI
95;cinha
96;logoM
97;nAma
98;sAtha
99;darshakoM
100;saMgraha
101;Aja
102;sampatti
103;shimalA
104;AkarShaNa
105;pahu.ncI
106;govA
107;hoTaloM
108;mUla
109;sTeDiyama
110;avyavasthA
111;rAjadUtAvAsa
112;darjanoM
113;Ashraya
114;ca.DhAI
115;chAtrAvAsa
116;vishvavidyAlayoM
117;matabheda
118;sthAna
119;saMgaThana
120;paka.DanA
121;ghATiyoM
122;vANI
123;uttarI
124;sinemA
125;bhI.Da
126;saMgraha
127;cAla
128;taraha
129;pravesha
130;anubhava
131;prakRRiti
132;dharmashAlA
133;kShitija
134;dIvAroM
135;mAtrA
136;asthiratA
137;tathya
138;kalA
139;phUloM
140;sunanA
141;caMDIga.Dha
142;AkAra
143;prajA
144;nirNaya
145;marusthala
146;masAle
147;cIna
148;puShkara
149;rAjAoM
150;shAsana
151;vividhatA
152;gA.DI
153;udyAna
154;dharma
155;lAla
156;dhanyavAda
157;utpatti
158;saMskRRiti
159;.DhalAna
160;keka
161;maMdiroM
162;jaisalamera
163;viShAdoM
164;gaNita
165;rAphTiMga
166;jhalaka
167;nadiyoM
168;pahu.ncanA
169;beMta
170;U.ncAI
171;bAra
172;gunAha
173;makAna
174;sAgara
175;garIbI
176;savArI
177;klaboM
178;phITa
179;ora
180;duniyA
181;savAroM
182;pratiyogitA
183;myAna
184;sarAyoM
185;reta
186;AsAma
187;khela
188;imArata
189;mAikronesiyA
190;vyApAra
191;rUpa
192;mahaloM
193;ca.DhAI
194;mITara
195;seMTImITara
196;DhaMga
197;Treka
198;saMparka
199;virAma
200;arthavyavasthA
201;nagarI
202;shilpa
203;Ashcarya
204;samaya
205;tela
206;jIpa
207;sAhasoM
208;itihAsa
209;tarapha
210;paudhe
211;machalI
212;lAhaula
213;yAtrAe.n
214;paripatha
215;dina
216;siMdha
217;samAvesha
218;himAcala
219;apraila
220;anveShaNa
221;jodhapura
222;suvidhA
223;pAlA
224;khIMca
225;prAcInatA
226;udAharaNoM
227;yUesa
228;paridhi
229;mA.ngate
230;nirmANa
231;maidAna
232;sarakAra
233;venejuelA
234;kShetra
235;phAyade
236;gheratI
237;machuvAroM
238;taiyArI
239;himAlaya
240;samrATa
241;pUrva
242;RRitu
243;dharma
244;adhikAMsha
245;kile
246;skI
247;adhikAroM
248;pITha
249;varShA
250;guNA
251;lauTegA
252;saMgIta
253;kerala
254;bhArata
255;jIvoM
256;mishraNa
257;AbhUShaNa
258;rAjya
259;paraMparAoM
260;mahAsAgaroM
261;makabare
262;bhAga
263;pahacAnate
264;dina
265;gA.nva
266;satkAra
267;bhagavAna
268;pradUShaNa
269;dRRishya
270;pradAna
271;shAsakoM
272;kinAre
273;TIloM
274;tanAva
275;akTUbara
276;niyaMtraNa
277;kAMga.DA
278;sevA
279;tAroM
280;sthApatya
281;gho.De
282;sadI
283;graha
284;sahAyatA
285;miTTI
286;samanvaya
287;hAra
288;krikeTa
289;Adarsha
290;vikalpa
291;sardiyoM
292;rAjadhAnI
293;moTara
294;adhikAra
295;IsA
296;kImatoM
297;pratiyogI
298;parvata
299;logoM
300;satkAra
301;mikI
302;AnaMda
303;upamahAdvIpa
304;kimI
305;sthAna
306;kashmIra
307;nivAsiyoM
308;avakAsha
309;barpha
310;garmiyoM
311;ro.Da
312;kAlIna
313;svAdhInatA
314;vyAyAma
315;akharoTa
