Id,Label,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Authority,Hub,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
1,S1,4.0,2.4597701149425286,91.79572253864251,4,0,5,5,5.0,0.0,5.0,0.005291005,0.005291005,0.007618208600788648,0,0.1,1,0.0726587688646613
2,S2,3.0,1.793103448275862,139.3790095358279,6,0,27,27,27.0,0.0,27.0,0.024691358,0.024691358,0.022295071242120972,0,0.33618233618233617,118,0.8035559600372317
3,S3,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0016703785828331786,1,0.0,0,0.0
4,S4,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0016703785828331786,2,0.0,0,0.0
5,S5,4.0,2.310344827586207,12.480913589702189,4,0,8,8,8.0,0.0,8.0,0.007936508,0.007936508,0.00803187116361512,0,0.39285714285714285,11,0.1885077204281443
6,S6,4.0,2.0804597701149423,57.701722273523814,4,1,15,16,16.0,1.0,15.0,0.014991182,0.014991182,0.015006187119271914,0,0.31666666666666665,38,0.2926274655888807
7,S7,4.0,2.3448275862068964,9.159900803216932,4,1,8,9,9.0,1.0,8.0,0.008818342,0.008818342,0.009221563967870638,0,0.5555555555555556,20,0.15944582753872408
8,S8,3.0,1.7471264367816093,404.64995711177966,8,1,28,29,29.0,1.0,28.0,0.026455026,0.026455026,0.026904128515605207,0,0.18226600985221675,74,0.6175186462529361
9,S9,4.0,2.2988505747126435,22.40036491071708,4,2,5,7,7.0,2.0,5.0,0.0070546735,0.0070546735,0.008174128731686466,0,0.3333333333333333,7,0.1338971293740665
10,S10,3.0,1.9310344827586208,72.41640945463298,5,1,21,22,22.0,1.0,21.0,0.020282187,0.020282187,0.018229446083723497,0,0.38961038961038963,90,0.7249838613933022
11,S11,3.0,1.839080459770115,66.87981393661222,5,1,24,25,25.0,1.0,24.0,0.02292769,0.02292769,0.020082497794549802,0,0.42333333333333334,127,0.8419913227993591
12,S12,4.0,2.574712643678161,1.085961410687577,4,2,2,4,4.0,2.0,2.0,0.004409171,0.004409171,0.004810407788719032,0,0.16666666666666666,1,0.08946164550155933
13,S13,3.0,1.7586206896551724,173.87850024651345,5,4,25,29,29.0,4.0,25.0,0.026455026,0.026455026,0.023768233827932504,0,0.39655172413793105,161,0.9136776985464069
14,S14,4.0,1.9655172413793103,63.72144480747265,6,4,14,18,18.0,4.0,14.0,0.01675485,0.01675485,0.015283002786759457,0,0.5098039215686274,78,0.6422464620344492
15,S15,3.0,1.6896551724137931,186.71486849317074,5,7,26,33,33.0,7.0,26.0,0.029982364,0.029982364,0.026632184653665004,0,0.3768939393939394,199,1.0
16,S16,4.0,2.32183908045977,17.2987447445184,4,5,4,9,9.0,5.0,4.0,0.008818342,0.008818342,0.009516389268521046,0,0.5277777777777778,19,0.159284020940793
17,S17,3.0,2.0804597701149423,40.798404826872655,5,5,10,15,15.0,5.0,10.0,0.014109347,0.014109347,0.013178877909804333,0,0.4,42,0.4553117274523374
18,S18,4.0,2.0344827586206895,69.44792224405025,5,6,8,14,14.0,6.0,8.0,0.013227513,0.013227513,0.012778452368293877,0,0.27472527472527475,25,0.40573978294735596
19,S19,4.0,2.6551724137931036,0.0,8,1,1,2,2.0,1.0,1.0,0.0026455026,0.0026455026,0.0032799741007344648,0,1.0,1,0.053266439578252625
20,S20,4.0,2.6666666666666665,0.34298245614035083,4,1,1,2,2.0,1.0,1.0,0.0026455026,0.0026455026,0.0033806062169749896,0,0.0,0,0.052944587873490045
21,S21,3.0,1.9195402298850575,139.4846193072054,8,2,19,21,21.0,2.0,19.0,0.019400353,0.019400353,0.01910054310210425,0,0.2904761904761905,61,0.5004554155100496
22,S22,4.0,2.4482758620689653,45.13857305634575,8,2,5,7,7.0,2.0,5.0,0.0070546735,0.0070546735,0.008563043926519607,0,0.2857142857142857,6,0.11719266664695573
23,S23,4.0,1.9310344827586208,152.73696183487925,8,4,15,19,19.0,4.0,15.0,0.017636685,0.017636685,0.017797308554972635,0,0.24561403508771928,42,0.4886711835527229
24,S24,0.0,0.0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0016703785828331786,3,0.0,0,0.0
25,S25,4.0,2.4942528735632186,0.17099976950671505,6,1,6,7,7.0,1.0,6.0,0.0070546735,0.0070546735,0.006516253410706854,0,0.8571428571428571,18,0.3069277920340683
26,S26,3.0,2.0229885057471266,51.264725106858265,8,4,8,12,12.0,4.0,8.0,0.011463845,0.011463845,0.01158829537496585,0,0.4090909090909091,27,0.36832067872758073
27,S27,4.0,2.4597701149425286,1.3810375323493764,8,1,4,5,5.0,1.0,4.0,0.005291005,0.005291005,0.005609073807410677,0,0.7,7,0.1143529350012942
28,S28,3.0,2.1379310344827585,23.68169217242087,4,1,10,11,11.0,1.0,10.0,0.01058201,0.01058201,0.010340692917683301,0,0.32727272727272727,18,0.2964231639565791
29,S29,4.0,2.264367816091954,15.331749862778457,8,3,5,8,8.0,3.0,5.0,0.007936508,0.007936508,0.008253149510956046,0,0.42857142857142855,12,0.18538174828469445
30,S30,4.0,2.3333333333333335,1.014842038348984,6,2,7,9,9.0,2.0,7.0,0.008818342,0.008818342,0.00801528000924385,0,0.6944444444444444,25,0.36739917125223587
31,S31,3.0,2.2528735632183907,4.127745979510686,4,1,6,7,7.0,1.0,6.0,0.0070546735,0.0070546735,0.006838509164081438,0,0.5714285714285714,12,0.24380768436224978
32,S32,5.0,3.1379310344827585,0.0,8,1,1,2,2.0,1.0,1.0,0.0026455026,0.0026455026,0.0037970988898398676,0,1.0,1,0.01389626688437624
33,S33,4.0,2.0689655172413794,22.684247095116735,4,3,10,13,13.0,3.0,10.0,0.012345679,0.012345679,0.0120281517383918,0,0.44871794871794873,35,0.3111863352832856
34,S34,4.0,2.32183908045977,5.558755930151853,8,3,2,5,5.0,3.0,2.0,0.005291005,0.005291005,0.005865711040131366,0,0.3,3,0.12337583562467684
35,S35,4.0,2.6436781609195403,0.125,8,3,0,3,3.0,3.0,0.0,0.0035273368,0.0035273368,0.004060736633353528,0,0.6666666666666666,2,0.07265406412134677
36,S36,0.0,0.0,0.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0016703785828331786,4,0.0,0,0.0
37,S37,5.0,2.9195402298850577,8.42899378429038,5,0,2,2,2.0,0.0,2.0,0.0026455026,0.0026455026,0.00432366407671967,0,0.0,0,0.0300598159528787
38,S38,4.0,2.3448275862068964,80.25227567337615,5,4,4,8,8.0,4.0,4.0,0.007936508,0.007936508,0.008610876344519184,0,0.32142857142857145,9,0.29519822033430193
39,S39,4.0,1.9540229885057472,145.41017262332983,6,9,9,18,18.0,9.0,9.0,0.01675485,0.01675485,0.01630241651351276,0,0.2549019607843137,39,0.5411348900706754
40,S40,5.0,3.310344827586207,1.317471091000503,5,2,0,2,2.0,2.0,0.0,0.0026455026,0.0026455026,0.004422550100257759,0,0.0,0,0.01770824116581061
41,S41,3.0,2.0229885057471266,49.95459506493118,4,7,8,15,15.0,7.0,8.0,0.014109347,0.014109347,0.013199091920395057,0,0.37142857142857144,39,0.45579192549483366
42,S42,4.0,2.839080459770115,0.0,4,0,1,1,1.0,0.0,1.0,0.0017636684,0.0017636684,0.0025103898150526283,0,0.0,0,0.030184613961193475
43,S43,3.0,1.9195402298850575,65.72767881027099,4,10,7,17,17.0,10.0,7.0,0.015873017,0.015873017,0.015407268802604554,0,0.3161764705882353,43,0.3705639819289764
44,S44,3.0,1.8505747126436782,370.2143895780227,4,18,7,25,25.0,18.0,7.0,0.02292769,0.02292769,0.024702586924776157,0,0.22333333333333333,67,0.555035609734412
