Id,Label,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Authority,Hub,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
1,Khaadya,7.0,4.571428571428571,559.0,13,5,7,12,12.0,5.0,7.0,0.02173913,0.02173913,0.027363805470601264,0,0.0,0,0.08138643186535732
2,eeshvara,8.0,4.488095238095238,0.0,45,1,0,1,1.0,1.0,0.0,0.0054347827,0.0054347827,0.0035565647699126873,0,0.0,0,0.15930262473243523
3,saamanjasya,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0012412081103822896,1,0.0,0,0.0
4,shuroo,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0012412081103822896,2,0.0,0,0.0
5,dara,0.0,0.0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0012412081103822896,3,0.0,0,0.0
6,sanvedanaa,2.0,1.5,3.0,80,1,2,3,3.0,1.0,2.0,0.008152174,0.008152174,0.008795979020234112,4,0.0,0,0.016895556748731493
7,virodha,6.0,3.5833333333333335,395.0,105,2,0,2,2.0,2.0,0.0,0.008152174,0.008152174,0.0069665614003463034,0,0.0,0,0.21090797977693487
8,anusandhaana,1.0,1.0,0.0,3,1,1,2,2.0,1.0,1.0,0.0054347827,0.0054347827,0.00827472073588186,5,0.0,0,0.00402044230874905
9,khoja,1.0,1.0,0.0,3,1,1,2,2.0,1.0,1.0,0.0054347827,0.0054347827,0.00827472073588186,5,0.0,0,0.00402044230874905
10,loga,8.0,4.0,149.7612554112554,45,2,4,6,6.0,2.0,4.0,0.013586956,0.013586956,0.011462393856689224,0,0.16666666666666666,1,0.30776082020393547
11,vyakti,7.0,3.5,1002.3238095238097,45,9,18,27,27.0,9.0,18.0,0.051630434,0.051630434,0.04903069751832956,0,0.026143790849673203,4,0.791984640983564
12,rakta,0.0,0.0,0.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0012412081103822896,6,0.0,0,0.0
13,ootaka,0.0,0.0,0.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0012412081103822896,7,0.0,0,0.0
14,eesaa_maseeha,0.0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0012412081103822896,8,0.0,0,0.0
15,eesaaee,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0012412081103822896,9,0.0,0,0.0
16,{haathahaathaa},0.0,0.0,0.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0012412081103822896,10,0.0,0,0.0
17,maadhyama,0.0,0.0,0.0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0012412081103822896,11,0.0,0,0.0
18,faayadaa,0.0,0.0,0.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0012412081103822896,12,0.0,0,0.0
19,haddee,0.0,0.0,0.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0012412081103822896,13,0.0,0,0.0
20,avasthaa,5.0,2.7142857142857144,2039.2703463203466,12,12,20,32,32.0,12.0,20.0,0.05706522,0.05706522,0.05650496768104206,0,0.010526315789473684,2,1.0
21,aanta,6.0,3.2738095238095237,514.4422077922073,78,4,0,4,4.0,4.0,0.0,0.013586956,0.013586956,0.010846957411312882,0,0.16666666666666666,1,0.35510537156666894
22,fala,8.0,5.226190476190476,0.0,78,1,0,1,1.0,1.0,0.0,0.0054347827,0.0054347827,0.004302670194204426,0,0.0,0,0.017862042669161506
23,padaartha,8.0,5.535714285714286,83.0,13,1,2,3,3.0,1.0,2.0,0.008152174,0.008152174,0.008798926033252975,0,0.0,0,0.03257893274285326
24,jaanavara,7.0,3.2857142857142856,466.5926406926408,45,1,5,6,6.0,1.0,5.0,0.016304348,0.016304348,0.013260373918449371,0,0.0,0,0.30347616455155846
25,bhoomikaa,0.0,0.0,0.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0012412081103822896,14,0.0,0,0.0
26,nuskhaa,0.0,0.0,0.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0012412081103822896,15,0.0,0,0.0
27,maatraa,8.0,4.785714285714286,0.0,85,2,0,2,2.0,2.0,0.0,0.008152174,0.008152174,0.0050404982886956395,0,1.0,1,0.20163044297506658
28,purusha,6.0,3.2738095238095237,709.089393939394,45,3,5,8,8.0,3.0,5.0,0.016304348,0.016304348,0.013244897258961157,0,0.3,3,0.37249245801239955
29,kaanoona,0.0,0.0,0.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0012412081103822896,16,0.0,0,0.0
30,nathunaa,0.0,0.0,0.0,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0012412081103822896,17,0.0,0,0.0
31,khushee,6.0,3.6785714285714284,24.2,13,2,0,2,2.0,2.0,0.0,0.008152174,0.008152174,0.006368924125283031,0,0.0,0,0.21643811947417943
32,praarthanaa,8.0,5.607142857142857,0.0,12,0,1,1,1.0,0.0,1.0,0.0054347827,0.0054347827,0.0048076554601354515,0,0.0,0,0.012559864559050272
33,dharma,1.0,1.0,3.0,91,3,1,4,4.0,3.0,1.0,0.010869565,0.010869565,0.015872232915522897,18,0.0,0,0.016423089300851384
34,pareekshaa,0.0,0.0,0.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0012412081103822896,19,0.0,0,0.0
