id,Label
1,vitamina
2,ahara
3,bhagavana
4,jnana
5,anubhava
6,shodha
7,arambha
8,kama
9,loga
10,vyakti
11,pita
12,kshamata
13,danta
14,dugdha
15,madhyama
16,haddi
17,avastha
18,phala
19,karya
20,upachara
21,padartha
22,tarika
23,matra
24,samaya
25,rachana
26,anusarana
27,madhumeha
28,patti
29,abhimanyu
30,roga
31,tantra
32,shvasana_tantra
33,abhava
34,atikramana
35,mansa
36,kaha
37,prakriya
38,tuta
39,pida?a
40,saptaha
41,pradana
42,prapti
43,kahana
44,yuga
45,yoddha
46,krishi
47,bhojana
48,upayoga
49,jala
50,bhaga
51,sharira
52,dina
53,sthana
54,parinama
55,prakasha
56,anda
57,mana
58,mansapeshi
59,surya
60,yuddha
61,mata
62,sannyasi
63,garmi
64,utkrishtata
65,ka?abu
66,sambhavana
67,durghatana
68,hridaya
69,sujana
70,avashyakata
71,tulana
72,vishvasa
73,stri
74,pita
75,ghatana
76,artha
77,lakshya
78,abhyasa
79,snana
80,karana
81,patni
82,sudhara
83,agamana
84,janma
85,sima
86,upakarana
87,avasara
88,paristhiti
89,unra
90,drishtikona
91,putra
92,kaushala
93,manushya
94,varga
95,ananda
96,vishrama
97,alu
98,pratiksha
99,sahayata
100,hava
101,chikitsaka
102,prabhava
103,santana
104,aushadhi
105,pratikriya
106,utpada
107,utpadana
108,uddhara
109,marammata
110,phasala
111,shiksha
112,samasya
113,urja
114,bija
115, kahani
116, galati
117, chamatkara
118, yantra
119, suraksha
120, karbohaidreta
121, vivarana
122, machhali
123, arjuna
124, {balabala}
125, garbha
126, hani
127, avega
128, khatara
129, kheta
130, maila
131, gandha
132, mahattva
133, shalya_chikitsaka
134, pakada?
135, tvacha
136, chaya
137, jivana
138, jivanu
139, dhanga
140, shivira
141, tanava
142, vyayama
143, taranga
144, sabji
145, jvara
146, tapamana
147, virata
148, visheshajnata
149, mastishka
150, sanshaya
151, shatru
152, sthana
153, nami
154, tantrika
155, svachchhata
156, nidra
157, nirnaya
158, kainsara
159, papada?i
160, guna
161, pipa
162, prakara
163, prakriti
164, pravritti
165, udaharana
166, bachcha
167, vriddhi
168, vidyuta
169, bija
170, rogi
171, nahim
172, kukkuta
173, sharaba
174, mahabharata
175, vajana
176, yoga
177, nata
178, sainika
179, ka?pha?i
180, sala
181, sankramana
182, sangitakara
183, sachai
184, sardi
185, bharata
186, svasthya
187, adhikara
188, mara
189, thakana
190, chakravyuha
191, vasa
192, nirvaha
193, dabalaroti
194, sahana
195, anurakshana
196, shabda
197, sadi
198, urvaraka
199, karyakrama
200, jalana
201, ghava
202, bara
203, protina
204, vijnana
205, samana
206, prayoga
207, poshana
208, uba
209, tatva
210, niyama
211, jala
212, srota
213, hatha
214, vikasa
215, pakada?
216, bhaga
217, khanija
218, pahachana
219, jatilata
220, roka
221, jarmana
222, dharana
223, yogi
224, edsa
225, ora
226, kuchha
