Id,Label,Eccentricity,Closeness Centrality,Betweenness Centrality,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
169,sattA,10.0,4.264150943396227,333.25,3,2,5,5.0,3.0,2.0,0.009146341,0.009146341,87,0.0077270101046258,2,0.0,0,0.03247395556609037
170,hissA,10.0,4.2075471698113205,186.39999999999998,3,7,10,10.0,3.0,7.0,0.013719512,0.013719512,80,0.006379249244638808,2,0.32142857142857145,9,0.14182581765834287
171,devAlaya,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,88,6.16349845874057E-4,91,0.0,0,0.0
172,kAryakrama,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,89,6.16349845874057E-4,92,0.0,0,0.0
173,kasboM,8.0,4.962264150943396,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,12,0.0021569231486020662,2,0.0,0,0.008470815385469276
174,spena,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,90,6.16349845874057E-4,93,0.0,0,0.0
175,saralatA,4.0,2.0,0.3529411764705882,3,0,3,3.0,3.0,0.0,0.0060975607,0.0060975607,47,0.0025993473299006447,0,0.3333333333333333,1,0.33545418818764644
176,AsTreliyA,1.0,1.0,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,91,0.004281137147257648,34,0.0,0,0.002173954419619484
177,kharcoM,3.0,2.026315789473684,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,45,0.0023068410491180235,6,0.0,0,0.0925682487826093
178,nadiyoM,8.0,4.679245283018868,196.0,2,0,2,4.0,4.0,0.0,0.0045731706,0.0045731706,12,0.004132716351335589,2,0.0,0,0.011809378278487428
179,khojate,3.0,2.026315789473684,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,45,0.0023068410491180235,6,0.0,0,0.0925682487826093
180,prAraMbha,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,92,6.16349845874057E-4,94,0.0,0,0.0
181,eMDIja,2.0,1.5,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,93,0.0032990347053572983,55,0.0,0,0.0031151048849071094
182,samUhoM,4.0,2.3125,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,150,0.002226520832392929,10,0.0,0,0.01642442100908536
183,kahA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,94,6.16349845874057E-4,95,0.0,0,0.0
184,vivAda,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,95,6.16349845874057E-4,96,0.0,0,0.0
185,samajhA,12.0,6.0754716981132075,0.25,2,0,2,2.0,2.0,0.0,0.0045731706,0.0045731706,87,0.003212203275593226,2,0.0,0,0.015045369980194389
186,sadasyoM,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,96,6.16349845874057E-4,97,0.0,0,0.0
187,bahasa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,97,6.16349845874057E-4,98,0.0,0,0.0
188,mAtRRibhUmi,7.0,4.0754716981132075,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,12,0.002097026574247745,2,0.0,0,0.023231844116319168
189,tarapha,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,98,6.16349845874057E-4,99,0.0,0,0.0
190,saMsAra,7.0,4.0754716981132075,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,12,0.002097026574247745,2,0.0,0,0.023231844116319168
191,jagaha,6.0,3.0943396226415096,852.0,0,13,13,13.0,0.0,13.0,0.021341464,0.021341464,12,0.022466061205164315,2,0.0,0,0.09880038368408023
192,ghaTaka,11.0,5.132075471698113,0.4,3,0,3,3.0,3.0,0.0,0.0060975607,0.0060975607,80,0.0025890026122377878,2,0.6666666666666666,2,0.06648913169455459
193,cakkara,3.0,2.026315789473684,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,45,0.0023068410491180235,6,0.0,0,0.0925682487826093
194,paise,2.0,1.6666666666666667,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,156,0.002971667224723849,25,0.0,0,0.004123532261647785
195,stara,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,99,6.16349845874057E-4,100,0.0,0,0.0
196,samAja,4.0,2.3125,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,150,0.002226520832392929,10,0.0,0,0.01642442100908536
197,ghara,8.0,4.886792452830188,3.0,1,2,3,4.0,1.0,3.0,0.0060975607,0.0060975607,12,0.005105869221738934,2,0.3333333333333333,1,0.02208268716404361
198,kArya,2.0,1.0526315789473684,701.0,0,36,36,36.0,0.0,36.0,0.056402437,0.056402437,45,0.07046699436427968,6,0.0,0,0.5579329919126634
199,vAtAvaraNa,1.0,1.0,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,147,0.004281137147257648,101,0.0,0,0.002173954419619484
200,avasthA,3.0,1.3043478260869565,77.99999999999999,0,18,18,18.0,0.0,18.0,0.028963415,0.028963415,47,0.014422424439048545,0,0.0,0,0.74258864771372
201,vipakSha,5.0,2.6875,2.5,3,0,3,3.0,3.0,0.0,0.0060975607,0.0060975607,150,0.005513156480997178,10,0.0,0,0.01723961095304628
202,tarIkoM,3.0,2.026315789473684,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,45,0.0023068410491180235,6,0.0,0,0.0925682487826093
203,amejana,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,100,6.16349845874057E-4,102,0.0,0,0.0
204,aMta,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,101,6.16349845874057E-4,103,0.0,0,0.0
205,prabhAva,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,102,6.16349845874057E-4,104,0.0,0,0.0
206,prajAtaMtra,9.0,3.9245283018867925,20.5,2,0,2,2.0,2.0,0.0,0.0045731706,0.0045731706,79,0.0029419084618453224,2,0.0,0,0.020926491790712643
207,saMbaMdha,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,103,6.16349845874057E-4,105,0.0,0,0.0
208,AkarShaNa,12.0,6.0754716981132075,0.25,2,0,2,2.0,2.0,0.0,0.0045731706,0.0045731706,87,0.003212203275593226,2,0.0,0,0.015045369980194389
209,AshA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,104,6.16349845874057E-4,106,0.0,0,0.0
210,mIla,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,105,6.16349845874057E-4,107,0.0,0,0.0
211,nirdayatA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,106,6.16349845874057E-4,108,0.0,0,0.0
212,mAdhyama,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,107,6.16349845874057E-4,109,0.0,0,0.0
213,shilpa,3.0,2.026315789473684,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,45,0.0023068410491180235,6,0.0,0,0.0925682487826093
214,dhAraNa,3.0,2.026315789473684,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,45,0.0023068410491180235,6,0.0,0,0.0925682487826093
215,yAda,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,108,6.16349845874057E-4,110,0.0,0,0.0
216,tela,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,109,6.16349845874057E-4,111,0.0,0,0.0
217,pakShiyoM,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,110,6.16349845874057E-4,112,0.0,0,0.0
218,sUraja,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,111,6.16349845874057E-4,113,0.0,0,0.0
219,maMtrI,5.0,3.8125,0.0,0,1,1,2.0,0.0,2.0,0.0030487804,0.0030487804,150,0.0026112198323953928,10,0.0,0,0.0037147460612911285
220,khatare,4.0,2.0,0.3529411764705882,3,0,3,3.0,3.0,0.0,0.0060975607,0.0060975607,47,0.0025993473299006447,0,0.3333333333333333,1,0.33545418818764644
221,samajhaute,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,112,6.16349845874057E-4,114,0.0,0,0.0
222,yAtrAoM,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,113,6.16349845874057E-4,115,0.0,0,0.0
223,nAma,4.0,3.652173913043478,0.0,0,1,1,1.0,0.0,1.0,0.0030487804,0.0030487804,47,0.001960006000220616,0,0.0,0,0.007929386474614008
224,hAni,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,114,6.16349845874057E-4,116,0.0,0,0.0
225,vyApAra,3.0,2.026315789473684,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,45,0.0023068410491180235,6,0.0,0,0.0925682487826093
226,tAnAshAhI,3.0,2.026315789473684,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,45,0.0023068410491180235,6,0.0,0,0.0925682487826093
227,loga,4.0,2.3125,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,150,0.002226520832392929,10,0.0,0,0.01642442100908536
228,nAgarikoM,2.0,1.75,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,162,0.002807983484407124,18,0.0,0,0.005201408320245395
229,suvidhA,4.0,2.0,0.3529411764705882,3,0,3,3.0,3.0,0.0,0.0060975607,0.0060975607,47,0.0025993473299006447,0,0.3333333333333333,1,0.33545418818764644
230,umra,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,115,6.16349845874057E-4,117,0.0,0,0.0
231,maMDala,4.0,2.0,26.0,1,2,3,3.0,1.0,2.0,0.0060975607,0.0060975607,150,0.0058263310558560885,10,0.0,0,0.02397721394143802
232,dvIpa,8.0,3.8867924528301887,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,79,0.0016782031651249544,2,0.0,0,0.020672602006733407
233,barpha,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,116,6.16349845874057E-4,118,0.0,0,0.0
234,deshAMtara,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,117,6.16349845874057E-4,119,0.0,0,0.0
235,saMbaMdha,4.0,2.0,0.3529411764705882,3,0,3,3.0,3.0,0.0,0.0060975607,0.0060975607,47,0.0025993473299006447,0,0.3333333333333333,1,0.33545418818764644
236,sarakAra,4.0,2.875,15.0,2,0,2,3.0,3.0,0.0,0.0045731706,0.0045731706,150,0.004648314214441786,10,0.0,0,0.008476189033474949
237,sIla,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,118,6.16349845874057E-4,120,0.0,0,0.0
238,kShetra,9.0,3.4716981132075473,402.16666666666674,2,6,8,8.0,2.0,6.0,0.013719512,0.013719512,79,0.007803183069166939,2,0.03571428571428571,1,0.12324975704975805
239,lAbha,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,119,6.16349845874057E-4,121,0.0,0,0.0
240,AdhAra,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,120,6.16349845874057E-4,122,0.0,0,0.0
241,sahayogiyoM,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,121,6.16349845874057E-4,123,0.0,0,0.0
242,rAjA,2.0,1.5,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,11,0.0032990347053572983,16,0.0,0,0.0031151048849071094
243,bAMTate,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,122,6.16349845874057E-4,124,0.0,0,0.0
244,mausama,2.0,1.2857142857142858,0.6000000000000001,5,0,5,5.0,5.0,0.0,0.009146341,0.009146341,135,0.003109814264155658,20,0.7,7,0.13484700201373323
245,dakShiNa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,123,6.16349845874057E-4,125,0.0,0,0.0
246,U.ncAI,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,124,6.16349845874057E-4,126,0.0,0,0.0
247,akTUbara,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,125,6.16349845874057E-4,127,0.0,0,0.0
248,maI,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,126,6.16349845874057E-4,128,0.0,0,0.0
249,adhikAra,9.0,3.547169811320755,466.5,2,3,5,5.0,2.0,3.0,0.009146341,0.009146341,79,0.006974475149591579,2,0.1,1,0.04019504754065444
250,bhAratIyoM,2.0,1.75,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,162,0.002807983484407124,18,0.0,0,0.005201408320245395
251,anusaraNa,4.0,2.9473684210526314,0.0,2,1,3,3.0,2.0,1.0,0.0045731706,0.0045731706,45,0.0026976329567228678,6,1.0,1,0.022192883294113
252,prashaMsA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,127,6.16349845874057E-4,129,0.0,0,0.0
253,vAmapaMthI,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,128,6.16349845874057E-4,130,0.0,0,0.0
254,AnaMda,1.0,1.0,0.0,2,1,3,3.0,2.0,1.0,0.0045731706,0.0045731706,36,0.002432322851470208,46,1.0,1,0.005746363031301964
255,vAmapaMthI,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,129,6.16349845874057E-4,131,0.0,0,0.0
256,sthiratA,4.0,2.0,0.3529411764705882,3,0,3,3.0,3.0,0.0,0.0060975607,0.0060975607,47,0.0025993473299006447,0,0.3333333333333333,1,0.33545418818764644
257,paryaTana,3.0,2.026315789473684,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,45,0.0023068410491180235,6,0.0,0,0.0925682487826093
258,pUrva,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,130,6.16349845874057E-4,132,0.0,0,0.0
259,sukha,1.0,1.0,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,67,0.004281137147257648,73,0.0,0,0.002173954419619484
260,davAiyoM,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,131,6.16349845874057E-4,133,0.0,0,0.0
261,kShetra,9.0,3.7735849056603774,42.16666666666665,0,6,6,6.0,0.0,6.0,0.010670732,0.010670732,79,0.006595502893632768,2,0.0,0,0.0732147154363245
262,pracAra,3.0,2.026315789473684,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,45,0.0023068410491180235,6,0.0,0,0.0925682487826093
263,apekShA,3.0,2.026315789473684,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,45,0.0023068410491180235,6,0.0,0,0.0925682487826093
264,virodhI,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,132,6.16349845874057E-4,134,0.0,0,0.0
265,mahAsAgara,11.0,7.39622641509434,52.0,1,1,2,2.0,1.0,1.0,0.0045731706,0.0045731706,12,0.004893686596592906,2,0.0,0,0.006010988781503885
266,lakShya,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,133,6.16349845874057E-4,135,0.0,0,0.0
267,rAjadrohoM,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,134,6.16349845874057E-4,136,0.0,0,0.0
268,parvata,1.0,1.0,1.0,0,2,2,2.0,0.0,2.0,0.0045731706,0.0045731706,93,0.006245342031058346,55,0.0,0,0.0047680546569397
269,kAla,2.0,1.2857142857142858,0.6000000000000001,0,5,5,5.0,0.0,5.0,0.009146341,0.009146341,135,0.0031098142641556572,20,0.7,7,0.13484700201373323
270,sammAna,1.0,1.0,0.0,0,1,1,1.0,0.0,1.0,0.0030487804,0.0030487804,82,0.004281137147257648,86,0.0,0,0.002173954419619484
271,dina,2.0,1.2857142857142858,0.6000000000000001,0,5,5,5.0,0.0,5.0,0.009146341,0.009146341,135,0.0031098142641556572,20,0.7,7,0.13484700201373323
272,giraphtArI,3.0,2.026315789473684,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,45,0.0023068410491180235,6,0.0,0,0.0925682487826093
273,sharIra,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,136,6.16349845874057E-4,137,0.0,0,0.0
274,gaMtavyoM,7.0,4.0754716981132075,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,12,0.002097026574247745,2,0.0,0,0.023231844116319168
275,ghoShaNA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,137,6.16349845874057E-4,138,0.0,0,0.0
276,ampAyara,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,138,6.16349845874057E-4,139,0.0,0,0.0
277,sainika,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,139,6.16349845874057E-4,140,0.0,0,0.0
278,taTa,7.0,3.849056603773585,287.0,1,2,3,4.0,1.0,3.0,0.0060975607,0.0060975607,12,0.005815904071868798,2,0.0,0,0.030692318773813218
279,dRRishya,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,140,6.16349845874057E-4,141,0.0,0,0.0
280,amerikA,2.0,1.5,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,42,0.0032990347053572983,50,0.0,0,0.0031151048849071094
281,lAkha,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,141,6.16349845874057E-4,142,0.0,0,0.0
282,sImA,7.0,4.0754716981132075,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,12,0.002097026574247745,2,0.0,0,0.023231844116319168
283,paraMparAoM,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,142,6.16349845874057E-4,143,0.0,0,0.0
284,gurilloM,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,143,6.16349845874057E-4,144,0.0,0,0.0
285,vIratA,4.0,2.0,0.3529411764705882,3,0,3,3.0,3.0,0.0,0.0060975607,0.0060975607,47,0.0025993473299006447,0,0.3333333333333333,1,0.33545418818764644
286,camatkAra,0.0,0.0,0.0,1,1,2,2.0,1.0,1.0,0.0030487804,0.0030487804,144,0.0010776173386886244,145,0.0,0,0.002173954419619484
287,saMskRRiti,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,145,6.16349845874057E-4,146,0.0,0,0.0
288,kendra,7.0,4.0754716981132075,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,12,0.002097026574247745,2,0.0,0,0.023231844116319168
289,shatAbdI,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,146,6.16349845874057E-4,147,0.0,0,0.0
290,sahayoga,3.0,2.026315789473684,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,45,0.0023068410491180235,6,0.0,0,0.0925682487826093
291,havA,1.0,1.0,0.0,0,1,1,1.0,0.0,1.0,0.0030487804,0.0030487804,147,0.004281137147257648,101,0.0,0,0.002173954419619484
292,dabAva,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,148,6.16349845874057E-4,148,0.0,0,0.0
293,brAjIla,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,149,6.16349845874057E-4,149,0.0,0,0.0
294,nAyakatva,7.0,4.0754716981132075,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,12,0.002097026574247745,2,0.0,0,0.023231844116319168
295,vikalpa,3.0,2.026315789473684,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,45,0.0023068410491180235,6,0.0,0,0.0925682487826093
296,pArTI,4.0,2.125,5.5,1,1,2,2.0,1.0,1.0,0.0045731706,0.0045731706,150,0.0038018958149199653,10,0.0,0,0.022092608415891304
297,viShaya,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,151,6.16349845874057E-4,150,0.0,0,0.0
298,vana,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,152,6.16349845874057E-4,151,0.0,0,0.0
299,svatva,10.0,4.509433962264151,0.0,1,1,2,2.0,1.0,1.0,0.0045731706,0.0045731706,79,0.003165523923855166,2,1.0,1,0.015393238284869949
300,krishciyana,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,153,6.16349845874057E-4,152,0.0,0,0.0
301,matalaba,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,154,6.16349845874057E-4,153,0.0,0,0.0
302,mUlya,2.0,1.6666666666666667,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,156,0.002971667224723849,25,0.0,0,0.004123532261647785
303,mUla,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,155,6.16349845874057E-4,154,0.0,0,0.0
304,paisA,1.0,1.0,3.0,0,3,3,3.0,0.0,3.0,0.0060975607,0.0060975607,156,0.008209546914859044,25,0.0,0,0.007805558901640363
305,AtmahatyA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,157,6.16349845874057E-4,155,0.0,0,0.0
306,upadrava,3.0,2.026315789473684,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,45,0.0023068410491180235,6,0.0,0,0.0925682487826093
307,shAMti,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,158,6.16349845874057E-4,156,0.0,0,0.0
308,ghATa,8.0,4.830188679245283,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,12,0.0022747131594433702,2,0.0,0,0.008109525958837308
309,svataMtratA,4.0,2.0,0.3529411764705882,3,0,3,3.0,3.0,0.0,0.0060975607,0.0060975607,47,0.0025993473299006447,0,0.3333333333333333,1,0.33545418818764644
310,sImA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,159,6.16349845874057E-4,157,0.0,0,0.0
311,vyApAriyoM,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,160,6.16349845874057E-4,158,0.0,0,0.0
312,sthAnoM,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,161,6.16349845874057E-4,159,0.0,0,0.0
313,aphrIkA,2.0,1.5,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,42,0.0032990347053572983,50,0.0,0,0.0031151048849071094
314,nivAsI,1.0,1.0,6.0,0,4,4,4.0,0.0,4.0,0.0076219514,0.0076219514,162,0.010173751798659744,18,0.0,0,0.011310375745643789
315,siddhAMta,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,163,6.16349845874057E-4,160,0.0,0,0.0
316,garva,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,164,6.16349845874057E-4,161,0.0,0,0.0
317,grIShma,2.0,1.2857142857142858,0.6000000000000001,5,0,5,5.0,5.0,0.0,0.009146341,0.009146341,135,0.003109814264155658,20,0.7,7,0.13484700201373323
318,pA.nca,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,165,6.16349845874057E-4,162,0.0,0,0.0
319,sainika,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,166,6.16349845874057E-4,163,0.0,0,0.0
320,daladala,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,167,6.16349845874057E-4,0,0.0,0,0.0
321,sthalAkRRiti,4.0,2.1739130434782608,0.0,2,0,2,2.0,2.0,0.0,0.0045731706,0.0045731706,47,0.0019120578937132223,0,1.0,1,0.23993667688898
322,aTalAMTika,12.0,8.377358490566039,0.0,1,0,1,1.0,1.0,0.0,0.0030487804,0.0030487804,12,0.0027105004997037595,2,0.0,0,0.0033676463833901675
323,itihAsa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,168,6.16349845874057E-4,0,0.0,0,0.0
