Id,Label,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Authority,Hub,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
1,vitamina,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.237231933228197E-4,0,0.0,0,0.0
2,anaja,7.0,4.174698795180723,165.0,57,3,3,6,6.0,3.0,3.0,0.0052151238,0.0052151238,0.006298785240507117,1,0.3333333333333333,1,0.045171853883562804
3,ahara,6.0,3.2048192771084336,3380.5986552659288,57,17,22,39,39.0,17.0,22.0,0.029986963,0.029986963,0.03808635623332527,1,0.017316017316017316,4,0.2677066711100421
4,arambha,7.0,4.192771084337349,0.0,69,0,1,1,1.0,0.0,1.0,0.0026075619,0.0026075619,0.00221853260825377,1,0.0,0,0.04434648631659075
5,anupata,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,8.237231933228197E-4,2,0.0,0,0.0
6,anubhava,6.0,3.3734939759036147,422.2099085463449,59,1,3,4,4.0,1.0,3.0,0.006518905,0.006518905,0.005964082894010526,1,0.0,0,0.06540625370778558
7,anumati,0.0,0.0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,8.237231933228197E-4,3,0.0,0,0.0
8,arambha,7.0,4.192771084337349,0.0,69,0,1,1,1.0,0.0,1.0,0.0026075619,0.0026075619,0.00221853260825377,1,0.0,0,0.04434648631659075
9,kama,5.0,2.4698795180722892,3756.112335446328,32,24,35,59,59.0,24.0,35.0,0.048239894,0.048239894,0.04472063841533684,1,0.06031746031746032,38,1.0
10,loka,8.0,5.265060240963855,165.0,67,0,3,3,3.0,0.0,3.0,0.0052151238,0.0052151238,0.006145932522996464,1,0.3333333333333333,1,0.013461048449941683
11,lauha,0.0,0.0,0.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,8.237231933228197E-4,4,0.0,0,0.0
12,kshamata,6.0,3.355421686746988,75.16684981684979,12,3,6,9,9.0,3.0,6.0,0.009126467,0.009126467,0.007138326601624764,1,0.4,6,0.15812555227197514
13,rakta,0.0,0.0,0.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,8.237231933228197E-4,5,0.0,0,0.0
14,utaka,0.0,0.0,0.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,8.237231933228197E-4,6,0.0,0,0.0
15,tatva,7.0,4.22289156626506,165.0,11,2,0,2,2.0,2.0,0.0,0.003911343,0.003911343,0.004422301160225214,1,0.0,0,0.017644972117065297
16,dudha,8.0,4.433734939759036,0.14285714285714285,12,3,2,5,5.0,3.0,2.0,0.0052151238,0.0052151238,0.004129019577419513,1,0.6666666666666666,2,0.04924143604351317
17,takata,6.0,3.0843373493975905,1363.2370052861852,12,4,6,10,10.0,4.0,6.0,0.0104302475,0.0104302475,0.008279122895777757,1,0.3333333333333333,7,0.1978438062132807
