id,Label
1,atyachara
2,ahara
3,ishvara
4,talamela
5,prarambha
6,garanti
7,anubhava
8,yada
9,anumati
10,anunaya
11,arambha
12,sambandhi
13,kama
14,jana
15,vyakti
16,pita
17,rakta
18,paropakara
19,utaka
20,koshika
21,sadhana
22,matha
23,chehara
24,avastha
25,phala
26,mitra
27,upachara
28,padartha
29,tarika?a
30,matra
31,adami
32,samaya
33,chija?
34,buddhimana
35,kana
36,nirasha
37,praphullata
38,dhanarashi
39,madhumeha
40,munhasa
41,lekha
42,kashta
43,roga
44,jaldi
45,tantra
46,galata
47,kaha
48,kriya
49,kala
50,saubhagya
51,saptaha
52,pradana
53,bodha
54,visheshajna
55,bhojana
56,angura
57,prayoga
58,shrinkhala
59,chihna
60,jala
61,{sisina}
62,sharira
63,dina
64,shalyachikitsa
65,parinama
66,nrityu
67,abhava
68,arthi
69,ajnanata
70,kandha
71,ankha
72,dosha
73,vilakshanata
74,apacha
75,vilamba
76,attharaha
77,santa
78,nyayalaya
79,adhikata
80,adhyaya
81,sanstha
82,thanda
83,adhara
84,vartamana
85,sambhavana
86,durghatana
87,hridaya
88,adhyayana
89,apeksha
90,vishvasa
91,kshama
92,mahila
93,jigara
94,ghatana
95,tatparya
96,uddeshya
97,jukava
98,vichara
99,karana
100,patni
101,navayuvaka
102,unra
103,drishti
104,lakshya
105,socha
106,kathinai
107,astitva
108,hani
109,sankhya
110,aja
111,bhaya
112,akriti
113,dakshata
114,karmachari
115,adarsha
116,manadanda
117,samuha
118,batachita
119,utpatti
120,disha
121,sahayata
122,vayu
123,gardana
124,chikitsaka
125,manga
126,pravaha
127,aushadhi
128,tippani
129,prayasa
130,upasthiti
131,sunavai
132,lakshana
133,shahara
134,stana
135,samasya
136,kahani
137,kanapati
138,janata
139,pitha
140,yantra
141,suraksha
142,phephada?a
143,danda
144,vikara
145,bachata
146,vivarana
147,balika
148,kela
149,‘khatara
150,kharcha
151,samaja
152,mahattva
153,gala
154,goli
155,granthi
156,tvacha
157,chaya
158,chiku
159,sharkara
160,chetavani
161,prastutikarana
162,duniya
163,janasankhya
164,jibha
165,jancha
166,jivana
167,bhavishyavani
168,bhavishyavakta
169,tambaku
170,tapamana
171,shrinkhala
172,avadhi
173,phunsi
174,dimaga?
175,dimaga?
176,dauda?
177,dharana
178,ardrata
179,nidana
180,avasada
181,kainsara
182,arbuda
183,parikshana
184,anupasthiti
185,sekanda
186,mamala
187,prakara
188,prakriti
189,prakriti
190,prachara
191,prabandha
192,pramana
193,prerana
194,bahana
195,rogi
196,bhumika
197,mulakata
198,svanga
199,khana
200,nahim
201,mata
202,madira
203,marahama
204,massa
205,minata
206,lekhaka
207,lekhana
208,vargikarana
209,varshom
210,vakya
211,vibhajana
212,kabja
213,shreni
214,satha
215,raksha
216,seba
217,sthiti
218,svasthya
219,adhikara
220,amashaya
221,shastragara
222,chakotara
223,vasa
224,duri
225,bicha
226,nashapati
227,kamaja?ori
228,nibu
229,purvanumana
230,phalahara
231,yatharthavada
232,lasika
233,prabandhana
234,sandigdhata
235,sahabhagita
236,sankhyiki
237,svikara
238,gati
239,mulyankana
240,junda
241,bara
242,vibhaga
243,bambai
244,sarakara
245,darjana
246,vijnana
247,samana
248,darshana
249,gathana
250,prayoga
251,‘gada?bada?
252,tathya
253,mamala
254,ashvasana
255,sambhoga
256,malashaya
257,niyama
258,sahana
259,varga
260,vadi
261,dashaka
262,janamata
263,nritaka
264,gada?bada?i
265,tippani
266,pata
267,margadarshana
268,bala
269,vikasa
270,amariki
271,do
272,tina
273,pancha
274,atha
275,dasa
276,pandraha
277,paintisa
278,chalisa
279,pahachana
280,mala
281,jatilata
282,ghava
283,ka?imata
284,atthanabe
285,satha
286,anannasa
287,raktachapa
288,asvikara
289,jancha
290,parikshana
291,upeksha
292,kala
293,bhaga
294,aparadha
295,rogavijnani
296,mausama
297,dabava
298,jagaha
299,kaksha
300,ora
301,yaham
302,dikhavata
303,samaya
304,ankha
305,sanketaka
306,anuprayoga
307,sanchita
308,starcha
