Id,Label,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Authority,Hub,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
1,Vitaamina,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,0,0.0,0,0.0
2,aahaara,3.0,1.4375,106.0,1,9,10,19,19.0,9.0,10.0,0.0247191,0.0247191,0.035240076845541,1,0.022222222222222223,1,0.049337265122018366
3,saamanjasya,0.0,0.0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,2,0.0,0,0.0
4,praaranbha,0.0,0.0,0.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,3,0.0,0,0.0
5,dara,0.0,0.0,0.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,4,0.0,0,0.0
6,yaada,0.0,0.0,0.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,5,0.0,0,0.0
7,anubhava,5.0,3.264367816091954,118.0690476190476,68,2,2,4,4.0,2.0,2.0,0.011235955,0.011235955,0.010594076169877079,6,0.16666666666666666,1,0.06275872249611508
8,kaama,5.0,2.367816091954023,2159.297385947387,6,21,26,47,47.0,21.0,26.0,0.06516854,0.06516854,0.08090258152314228,6,0.007936507936507936,3,0.4071732861485429
9,loga,2.0,1.6666666666666667,0.5,7,1,3,4,4.0,1.0,3.0,0.008988764,0.008988764,0.009827246191981555,7,0.6666666666666666,2,0.022506896846780904
10,vyakti,1.0,1.0,33.5,7,9,9,18,18.0,9.0,9.0,0.02247191,0.02247191,0.030316736787100694,7,0.05555555555555555,2,0.04044292194194412
11,shakti,6.0,3.574712643678161,200.13333333333333,37,3,5,8,8.0,3.0,5.0,0.013483146,0.013483146,0.012852767307116422,6,0.0,0,0.08147739808870201
12,rakta,5.0,3.625,0.0,1,1,0,1,1.0,1.0,0.0,0.004494382,0.004494382,0.004766695484404446,1,0.0,0,0.00379735092717916
13,{ghataaghataana},0.0,0.0,0.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,8,0.0,0,0.0
14,gunaa,6.0,3.3563218390804597,0.0,6,1,1,2,2.0,1.0,1.0,0.004494382,0.004494382,0.003624636331922258,6,0.0,0,0.06561020147022548
15,ootaka,0.0,0.0,0.0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,9,0.0,0,0.0
16,doodha,0.0,0.0,0.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,10,0.0,0,0.0
17,faayadaa,0.0,0.0,0.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,11,0.0,0,0.0
18,laala,0.0,0.0,0.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,12,0.0,0,0.0
19,avasthaa,5.0,2.310344827586207,1237.684865134865,37,22,24,46,46.0,22.0,24.0,0.062921345,0.062921345,0.05170242062851511,6,0.07692307692307693,27,1.0
20,aanta,6.0,3.264367816091954,86.0,37,3,0,3,3.0,3.0,0.0,0.008988764,0.008988764,0.007124126322037344,6,0.3333333333333333,1,0.25278617395064534
21,mitra,6.0,3.2873563218390807,0.0,37,2,2,4,4.0,2.0,2.0,0.006741573,0.006741573,0.004414404306345785,6,1.0,1,0.24740623054731417
22,padaartha,3.0,1.875,53.0,1,3,4,7,7.0,3.0,4.0,0.011235955,0.011235955,0.015262176386992846,1,0.0,0,0.0233459062365304
23,jaanavara,7.0,3.9080459770114944,86.0,37,1,2,3,3.0,1.0,2.0,0.006741573,0.006741573,0.006112063322478738,6,0.0,0,0.05030388664155839
24,bhoomikaa,0.0,0.0,0.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,13,0.0,0,0.0
25,maatraa,6.0,3.32183908045977,129.0833333333334,17,3,3,6,6.0,3.0,3.0,0.011235955,0.011235955,0.01006364290374369,6,0.0,0,0.08085637513145343
26,namaka,4.0,2.375,0.0,1,1,1,2,2.0,1.0,1.0,0.004494382,0.004494382,0.004163888230823294,1,0.0,0,0.013639658269551434
27,taiyaaree,0.0,0.0,0.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,14,0.0,0,0.0
28,roga,6.0,3.1379310344827585,201.06666666666666,15,5,5,10,10.0,5.0,5.0,0.013483146,0.013483146,0.011999057418205467,6,0.1,1,0.2705361352774242
29,sheeghrataa,6.0,3.2873563218390807,0.0,37,2,2,4,4.0,2.0,2.0,0.006741573,0.006741573,0.004414404306345785,6,1.0,1,0.24740623054731417
30,tantra,0.0,0.0,0.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,15,0.0,0,0.0
31,kamee,7.0,4.310344827586207,0.0,17,1,1,2,2.0,1.0,1.0,0.004494382,0.004494382,0.003308018543729509,6,0.0,0,0.013334677674635188
32,darda,6.0,4.252873563218391,0.0,68,0,1,1,1.0,0.0,1.0,0.004494382,0.004494382,0.0034204963204769287,6,0.0,0,0.011568524849224777
33,maheenaa,7.0,4.896551724137931,0.0,68,1,1,2,2.0,1.0,1.0,0.004494382,0.004494382,0.0039029162563937016,6,0.0,0,0.005053209516412812
34,saptaaha,6.0,3.9080459770114944,86.0,68,2,2,4,4.0,2.0,2.0,0.006741573,0.006741573,0.006431008505237274,6,0.0,0,0.02080475384988799
35,kahaa,7.0,4.2298850574712645,171.0,18,1,2,3,3.0,1.0,2.0,0.008988764,0.008988764,0.011814579427800382,6,0.0,0,0.017515328128295392
36,visheshagna,2.0,1.8888888888888888,0.0,7,1,1,2,2.0,1.0,1.0,0.004494382,0.004494382,0.004032501889362923,7,0.0,0,0.011730390881374482
37,shrama,6.0,3.3333333333333335,86.0,6,2,2,4,4.0,2.0,2.0,0.006741573,0.006741573,0.007230730248942028,6,0.0,0,0.06893797209550104
38,khaanaa,4.0,2.375,0.0,1,1,1,2,2.0,1.0,1.0,0.004494382,0.004494382,0.004163888230823294,1,0.0,0,0.013639658269551434
39,upayoga,6.0,3.3563218390804597,0.0,6,1,1,2,2.0,1.0,1.0,0.004494382,0.004494382,0.003624636331922258,6,0.0,0,0.06561020147022548
40,nishkarsha,0.0,0.0,0.0,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,16,0.0,0,0.0
41,gruha,0.0,0.0,0.0,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,17,0.0,0,0.0
42,paanee,0.0,0.0,0.0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,18,0.0,0,0.0
43,eeandhana,4.0,2.8125,0.0,1,1,1,2,2.0,1.0,1.0,0.004494382,0.004494382,0.00441443850943962,1,0.0,0,0.007116327636306415
44,aanga,8.0,5.264367816091954,0.0,6,1,0,1,1.0,1.0,0.0,0.004494382,0.004494382,0.004605412608879921,6,0.0,0,0.0041974815756953094
45,bhaaga,6.0,3.310344827586207,170.0,6,2,1,3,3.0,2.0,1.0,0.006741573,0.006741573,0.007060458262670802,6,0.0,0,0.06980768304592079
46,shareera,0.0,0.0,0.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,19,0.0,0,0.0
47,kshetra,7.0,4.275862068965517,86.0,6,0,2,2,2.0,0.0,2.0,0.006741573,0.006741573,0.008088942714393912,6,0.0,0,0.014554985254071518
48,raatri,6.0,3.67816091954023,0.0,68,1,2,3,3.0,1.0,2.0,0.006741573,0.006741573,0.004913686868737012,6,1.0,1,0.05565515528044848
49,graama,0.0,0.0,0.0,23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,20,0.0,0,0.0
50,mrutyu,6.0,3.0114942528735633,67.2799284049284,37,3,3,6,6.0,3.0,3.0,0.011235955,0.011235955,0.007943592815893154,6,0.5,3,0.32110236174214724
51,arthee,2.0,1.8888888888888888,0.0,7,1,1,2,2.0,1.0,1.0,0.004494382,0.004494382,0.004032501889362923,7,0.0,0,0.011730390881374482
52,maa?,0.0,0.0,0.0,24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,21,0.0,0,0.0
53,aa?kha,0.0,0.0,0.0,25,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,22,0.0,0,0.0
54,aashcharya,0.0,0.0,0.0,26,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,23,0.0,0,0.0
55,mahatva,6.0,3.2873563218390807,0.0,37,2,2,4,4.0,2.0,2.0,0.006741573,0.006741573,0.004414404306345785,6,1.0,1,0.24740623054731417
56,pratibandha,0.0,0.0,0.0,27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,24,0.0,0,0.0
57,adhikataa,6.0,3.1494252873563218,57.29999999999998,17,3,3,6,6.0,3.0,3.0,0.008988764,0.008988764,0.006552832171943917,6,0.3333333333333333,1,0.2607409082219494
58,hrudaya,0.0,0.0,0.0,28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,25,0.0,0,0.0
59,aavashyakataa,6.0,3.264367816091954,23.32099567099567,37,3,3,6,6.0,3.0,3.0,0.008988764,0.008988764,0.0065035343920411956,6,0.3333333333333333,1,0.25826351111478835
60,apekshaa,5.0,2.4827586206896552,564.4514402264404,37,4,0,4,4.0,4.0,0.0,0.011235955,0.011235955,0.008958580045832077,6,0.16666666666666666,1,0.32387371258501374
61,vishvaasa,0.0,0.0,0.0,29,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,26,0.0,0,0.0
62,dhvansa,6.0,3.2873563218390807,0.0,37,2,0,2,2.0,2.0,0.0,0.006741573,0.006741573,0.004414404306345785,6,1.0,1,0.24740623054731417
63,kaarana,0.0,0.0,0.0,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,27,0.0,0,0.0
64,aadata,0.0,0.0,0.0,31,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,28,0.0,0,0.0
65,kaarana,0.0,0.0,0.0,32,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,29,0.0,0,0.0
66,sudhaara,0.0,0.0,0.0,33,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,30,0.0,0,0.0
67,avadhi,5.0,2.735632183908046,612.7937229437225,68,6,2,8,8.0,6.0,2.0,0.015730336,0.015730336,0.01352937913832122,6,0.13333333333333333,2,0.15387135716923978
68,paristhiti,6.0,3.1724137931034484,0.0,37,2,3,5,5.0,2.0,3.0,0.008988764,0.008988764,0.00615477411664103,6,1.0,3,0.2949395729570366
69,vaignaanika,2.0,1.8888888888888888,0.0,7,1,1,2,2.0,1.0,1.0,0.004494382,0.004494382,0.004032501889362923,7,0.0,0,0.011730390881374482
70,drushti,6.0,3.1839080459770117,69.70000000000002,37,3,1,4,4.0,3.0,1.0,0.008988764,0.008988764,0.00659901408617892,6,0.3333333333333333,1,0.2606122218085305
71,aakalana,6.0,3.3563218390804597,0.0,6,1,1,2,2.0,1.0,1.0,0.004494382,0.004494382,0.003624636331922258,6,0.0,0,0.06561020147022548
72,aaankada?aa,0.0,0.0,0.0,34,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,31,0.0,0,0.0
73,aadesha,8.0,5.218390804597701,0.0,18,0,1,1,1.0,0.0,1.0,0.004494382,0.004494382,0.004514019957773705,6,0.0,0,0.005122715851577538
74,maanava,8.0,4.896551724137931,0.0,37,1,1,2,2.0,1.0,1.0,0.004494382,0.004494382,0.00376707933670853,6,0.0,0,0.00811923584130067
75,aaraama,5.0,3.1494252873563218,83.8690476190476,68,2,0,2,2.0,2.0,0.0,0.006741573,0.006741573,0.005875541974267809,6,0.0,0,0.07717872631945029
76,bhraaanti,0.0,0.0,0.0,35,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,32,0.0,0,0.0
77,sahaayataa,6.0,3.3563218390804597,0.0,6,1,1,2,2.0,1.0,1.0,0.004494382,0.004494382,0.003624636331922258,6,0.0,0,0.06561020147022548
78,vaayu,0.0,0.0,0.0,36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,33,0.0,0,0.0
79,chikitsaka,2.0,1.8888888888888888,0.0,7,1,1,2,2.0,1.0,1.0,0.004494382,0.004494382,0.004032501889362923,7,0.0,0,0.011730390881374482
80,prabhaava,7.0,4.252873563218391,0.0,37,0,1,1,1.0,0.0,1.0,0.004494382,0.004494382,0.003188463774979951,6,0.0,0,0.03233592578501307
81,jeevana,6.0,2.942528735632184,240.9465950715951,37,6,2,8,8.0,6.0,2.0,0.015730336,0.015730336,0.01228459693749522,6,0.3333333333333333,5,0.3652812637614922
82,maa?ga,6.0,3.4482758620689653,6.610256410256402,37,1,2,3,3.0,1.0,2.0,0.006741573,0.006741573,0.004916975765635239,6,0.0,0,0.07571069076310856
83,aasaanee,6.0,3.2873563218390807,0.0,37,2,2,4,4.0,2.0,2.0,0.006741573,0.006741573,0.004414404306345785,6,1.0,1,0.24740623054731417
84,prathaa,0.0,0.0,0.0,38,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,34,0.0,0,0.0
85,davaa,0.0,0.0,0.0,39,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,35,0.0,0,0.0
86,pratikriyaa,6.0,3.3563218390804597,0.0,6,1,0,1,1.0,1.0,0.0,0.004494382,0.004494382,0.003624636331922258,6,0.0,0,0.06561020147022548
87,prayatna,6.0,3.3563218390804597,0.0,6,1,1,2,2.0,1.0,1.0,0.004494382,0.004494382,0.003624636331922258,6,0.0,0,0.06561020147022548
88,upabhoga,6.0,3.3448275862068964,0.0,6,2,0,2,2.0,2.0,0.0,0.006741573,0.006741573,0.006304419238253194,6,1.0,1,0.07884250293849218
89,samasyaa,0.0,0.0,0.0,40,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,36,0.0,0,0.0
90,subaha,5.0,3.0,7.201923076923074,68,2,2,4,4.0,2.0,2.0,0.008988764,0.008988764,0.006615164663197766,6,0.6666666666666666,2,0.09766075723834697
91,oorjaa,7.0,4.563218390804598,0.0,37,1,1,2,2.0,1.0,1.0,0.004494382,0.004494382,0.003354200457964513,6,0.0,0,0.013205991261216346
92,ausata,0.0,0.0,0.0,41,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,37,0.0,0,0.0
93,truti,0.0,0.0,0.0,42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,38,0.0,0,0.0
94,chamatkaara,0.0,0.0,0.0,43,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,39,0.0,0,0.0
95,yakruta,0.0,0.0,0.0,44,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,40,0.0,0,0.0
96,naashtaa,4.0,2.375,0.0,1,1,1,2,2.0,1.0,1.0,0.004494382,0.004494382,0.004163888230823294,1,0.0,0,0.013639658269551434
97,kaarbohaaidreta,0.0,0.0,0.0,45,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,41,0.0,0,0.0
98,lada?kee,0.0,0.0,0.0,46,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,42,0.0,0,0.0
99,dibbaa,0.0,0.0,0.0,47,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,43,0.0,0,0.0
100,hraasa,0.0,0.0,0.0,48,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,44,0.0,0,0.0
101,khataraa,6.0,3.2873563218390807,0.0,37,2,2,4,4.0,2.0,2.0,0.006741573,0.006741573,0.004414404306345785,6,1.0,1,0.24740623054731417
102,{khaanakhaanaa},0.0,0.0,0.0,49,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,45,0.0,0,0.0
103,kharcha,6.0,3.3448275862068964,0.0,6,1,2,3,3.0,1.0,2.0,0.006741573,0.006741573,0.006304419238253194,6,1.0,1,0.07884250293849218
104,eshiyaa,0.0,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,46,0.0,0,0.0
105,tvachaa,0.0,0.0,0.0,51,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,47,0.0,0,0.0
106,chaavala,4.0,2.25,15.0,1,2,0,2,2.0,2.0,0.0,0.006741573,0.006741573,0.008074806623252623,1,0.0,0,0.01618342014245647
107,cheenee,4.0,2.25,0.0,1,2,2,4,4.0,2.0,2.0,0.006741573,0.006741573,0.007237438199636081,1,1.0,1,0.020067119904209445
108,nalikaa,0.0,0.0,0.0,52,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,48,0.0,0,0.0
109,mukti,6.0,3.2873563218390807,0.0,37,2,2,4,4.0,2.0,2.0,0.006741573,0.006741573,0.004414404306345785,6,1.0,1,0.24740623054731417
110,jeebha,4.0,2.8125,0.0,1,1,0,1,1.0,1.0,0.0,0.004494382,0.004494382,0.00441443850943962,1,0.0,0,0.007116327636306415
111,jalayaana,0.0,0.0,0.0,53,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0011695906781313773,49,0.0,0,0.0
112,vidhi,6.0,3.3448275862068964,0.0,6,1,2,3,3.0,1.0,2.0,0.006741573,0.006741573,0.006304419238253194,6,1.0,1,0.07884250293849218
