Id,Label,Source,Target,Weight,In-Degree,Out-Degree,Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Authority,Hub,PageRank,Component ID,Clustering Coefficient
388,,50,25,1,0,0,0,0.0,0.0,0.0,277,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,272,0.0
389,,50,33,1,0,0,0,0.0,0.0,0.0,278,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,273,0.0
390,,50,45,1,0,0,0,0.0,0.0,0.0,279,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,274,0.0
391,,50,59,1,0,0,0,0.0,0.0,0.0,280,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,275,0.0
392,,50,73,1,0,0,0,0.0,0.0,0.0,281,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,276,0.0
393,,50,121,1,0,0,0,0.0,0.0,0.0,282,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,277,0.0
394,,50,146,1,0,0,0,0.0,0.0,0.0,283,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,278,0.0
395,,50,179,1,0,0,0,0.0,0.0,0.0,284,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,279,0.0
396,,50,194,1,0,0,0,0.0,0.0,0.0,285,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,280,0.0
397,,50,266,1,0,0,0,0.0,0.0,0.0,286,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,281,0.0
398,,50,267,1,0,0,0,0.0,0.0,0.0,287,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,282,0.0
399,,50,278,1,0,0,0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,283,0.0
400,,50,311,1,0,0,0,0.0,0.0,0.0,289,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,284,0.0
401,,50,336,1,0,0,0,0.0,0.0,0.0,290,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,285,0.0
402,,52,229,1,0,0,0,0.0,0.0,0.0,291,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,286,0.0
403,,68,65,1,0,0,0,0.0,0.0,0.0,292,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,287,0.0
404,,68,75,1,0,0,0,0.0,0.0,0.0,293,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,288,0.0
405,,68,113,1,0,0,0,0.0,0.0,0.0,294,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,289,0.0
406,,68,213,1,0,0,0,0.0,0.0,0.0,295,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,290,0.0
407,,76,32,1,0,0,0,0.0,0.0,0.0,296,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,291,0.0
408,,76,168,1,0,0,0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,292,0.0
409,,76,243,1,0,0,0,0.0,0.0,0.0,298,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,293,0.0
410,,79,170,1,0,0,0,0.0,0.0,0.0,299,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,294,0.0
411,,79,277,1,0,0,0,0.0,0.0,0.0,300,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,295,0.0
412,,79,283,1,0,0,0,0.0,0.0,0.0,301,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,296,0.0
413,,79,291,1,0,0,0,0.0,0.0,0.0,302,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,297,0.0
414,,79,325,1,0,0,0,0.0,0.0,0.0,303,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,298,0.0
415,,80,83,1,0,0,0,0.0,0.0,0.0,304,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,299,0.0
416,,94,247,1,0,0,0,0.0,0.0,0.0,305,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,300,0.0
417,,94,256,1,0,0,0,0.0,0.0,0.0,306,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,301,0.0
418,,103,7,1,0,0,0,0.0,0.0,0.0,307,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,302,0.0
419,,103,9,1,0,0,0,0.0,0.0,0.0,308,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,303,0.0
420,,103,25,1,0,0,0,0.0,0.0,0.0,309,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,304,0.0
421,,103,33,1,0,0,0,0.0,0.0,0.0,310,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,305,0.0
422,,103,45,1,0,0,0,0.0,0.0,0.0,311,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,306,0.0
423,,103,59,1,0,0,0,0.0,0.0,0.0,312,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,307,0.0
424,,103,73,1,0,0,0,0.0,0.0,0.0,313,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,308,0.0
425,,103,121,1,0,0,0,0.0,0.0,0.0,314,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,309,0.0
426,,103,146,1,0,0,0,0.0,0.0,0.0,315,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,310,0.0
427,,103,155,1,0,0,0,0.0,0.0,0.0,316,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,311,0.0
428,,103,179,1,0,0,0,0.0,0.0,0.0,317,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,312,0.0
429,,103,194,1,0,0,0,0.0,0.0,0.0,318,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,313,0.0
430,,103,266,1,0,0,0,0.0,0.0,0.0,319,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,314,0.0
431,,103,267,1,0,0,0,0.0,0.0,0.0,320,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,315,0.0
432,,103,278,1,0,0,0,0.0,0.0,0.0,321,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,316,0.0
433,,103,311,1,0,0,0,0.0,0.0,0.0,322,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,317,0.0
434,,103,336,1,0,0,0,0.0,0.0,0.0,323,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,318,0.0
435,,120,37,1,0,0,0,0.0,0.0,0.0,324,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,319,0.0
436,,120,176,1,0,0,0,0.0,0.0,0.0,325,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,320,0.0
437,,120,275,1,0,0,0,0.0,0.0,0.0,326,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,321,0.0
438,,131,37,1,0,0,0,0.0,0.0,0.0,327,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,322,0.0
439,,131,50,1,0,0,0,0.0,0.0,0.0,328,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,323,0.0
440,,131,107,1,0,0,0,0.0,0.0,0.0,329,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,324,0.0
441,,131,176,1,0,0,0,0.0,0.0,0.0,330,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,325,0.0
442,,131,257,1,0,0,0,0.0,0.0,0.0,331,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,326,0.0
443,,131,275,1,0,0,0,0.0,0.0,0.0,332,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,327,0.0
444,,135,29,1,0,0,0,0.0,0.0,0.0,333,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,328,0.0
445,,135,123,1,0,0,0,0.0,0.0,0.0,334,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,329,0.0
446,,135,135,1,0,0,0,0.0,0.0,0.0,335,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,330,0.0
447,,135,207,1,0,0,0,0.0,0.0,0.0,336,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,331,0.0
448,,135,253,1,0,0,0,0.0,0.0,0.0,337,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,332,0.0
449,,135,306,1,0,0,0,0.0,0.0,0.0,338,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,333,0.0
450,,135,313,1,0,0,0,0.0,0.0,0.0,339,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,334,0.0
451,,135,333,1,0,0,0,0.0,0.0,0.0,340,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,335,0.0
452,,137,80,2,0,0,0,0.0,0.0,0.0,341,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,336,0.0
453,,137,292,2,0,0,0,0.0,0.0,0.0,342,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,337,0.0
454,,139,139,1,0,0,0,0.0,0.0,0.0,343,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,338,0.0
455,,150,18,1,0,0,0,0.0,0.0,0.0,344,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,339,0.0
456,,157,113,1,0,0,0,0.0,0.0,0.0,345,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,340,0.0
457,,157,213,1,0,0,0,0.0,0.0,0.0,346,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,341,0.0
458,,162,58,1,0,0,0,0.0,0.0,0.0,347,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,342,0.0
459,,162,66,1,0,0,0,0.0,0.0,0.0,348,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,343,0.0
460,,162,79,1,0,0,0,0.0,0.0,0.0,349,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,344,0.0
461,,162,99,1,0,0,0,0.0,0.0,0.0,350,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,345,0.0
462,,162,124,1,0,0,0,0.0,0.0,0.0,351,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,346,0.0
463,,162,131,1,0,0,0,0.0,0.0,0.0,352,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,347,0.0
464,,162,141,1,0,0,0,0.0,0.0,0.0,353,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,348,0.0
465,,162,186,1,0,0,0,0.0,0.0,0.0,354,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,349,0.0
466,,162,196,1,0,0,0,0.0,0.0,0.0,355,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,350,0.0
467,,162,216,1,0,0,0,0.0,0.0,0.0,356,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,351,0.0
468,,162,242,1,0,0,0,0.0,0.0,0.0,357,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,352,0.0
469,,162,295,1,0,0,0,0.0,0.0,0.0,358,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,353,0.0
470,,162,296,1,0,0,0,0.0,0.0,0.0,359,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,354,0.0
471,,162,320,1,0,0,0,0.0,0.0,0.0,360,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,355,0.0
472,,164,301,1,0,0,0,0.0,0.0,0.0,361,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,356,0.0
473,,178,27,1,0,0,0,0.0,0.0,0.0,362,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,357,0.0
474,,178,170,1,0,0,0,0.0,0.0,0.0,363,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,358,0.0
475,,178,277,1,0,0,0,0.0,0.0,0.0,364,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,359,0.0
476,,178,283,1,0,0,0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,360,0.0
477,,178,291,1,0,0,0,0.0,0.0,0.0,366,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,361,0.0
478,,178,325,1,0,0,0,0.0,0.0,0.0,367,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,362,0.0
479,,182,247,1,0,0,0,0.0,0.0,0.0,368,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,363,0.0
480,,182,256,1,0,0,0,0.0,0.0,0.0,369,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,364,0.0
481,,200,160,2,0,0,0,0.0,0.0,0.0,370,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,365,0.0
482,,205,58,1,0,0,0,0.0,0.0,0.0,371,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,366,0.0
483,,205,66,1,0,0,0,0.0,0.0,0.0,372,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,367,0.0
484,,205,79,1,0,0,0,0.0,0.0,0.0,373,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,368,0.0
485,,205,99,1,0,0,0,0.0,0.0,0.0,374,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,369,0.0
486,,205,124,1,0,0,0,0.0,0.0,0.0,375,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,370,0.0
487,,205,131,1,0,0,0,0.0,0.0,0.0,376,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,371,0.0
488,,205,141,1,0,0,0,0.0,0.0,0.0,377,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,372,0.0
489,,205,186,1,0,0,0,0.0,0.0,0.0,378,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,373,0.0
490,,205,196,1,0,0,0,0.0,0.0,0.0,379,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,374,0.0
491,,205,216,1,0,0,0,0.0,0.0,0.0,380,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,375,0.0
492,,205,242,1,0,0,0,0.0,0.0,0.0,381,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,376,0.0
493,,205,295,1,0,0,0,0.0,0.0,0.0,382,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,377,0.0
494,,205,296,1,0,0,0,0.0,0.0,0.0,383,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,378,0.0
495,,205,320,1,0,0,0,0.0,0.0,0.0,384,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,379,0.0
496,,206,209,1,0,0,0,0.0,0.0,0.0,385,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,380,0.0
497,,207,130,1,0,0,0,0.0,0.0,0.0,386,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,381,0.0
498,,230,148,1,0,0,0,0.0,0.0,0.0,387,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,382,0.0
499,,230,280,1,0,0,0,0.0,0.0,0.0,388,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,383,0.0
500,,246,327,1,0,0,0,0.0,0.0,0.0,389,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,384,0.0
501,,247,27,1,0,0,0,0.0,0.0,0.0,390,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,385,0.0
502,,247,170,1,0,0,0,0.0,0.0,0.0,391,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,386,0.0
503,,247,277,1,0,0,0,0.0,0.0,0.0,392,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,387,0.0
504,,247,283,1,0,0,0,0.0,0.0,0.0,393,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,388,0.0
505,,247,291,1,0,0,0,0.0,0.0,0.0,394,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,389,0.0
506,,247,325,1,0,0,0,0.0,0.0,0.0,395,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,390,0.0
507,,253,42,1,0,0,0,0.0,0.0,0.0,396,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,391,0.0
508,,253,44,1,0,0,0,0.0,0.0,0.0,397,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,392,0.0
509,,270,191,1,0,0,0,0.0,0.0,0.0,398,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,393,0.0
510,,270,321,1,0,0,0,0.0,0.0,0.0,399,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,394,0.0
511,,277,0,1,0,0,0,0.0,0.0,0.0,400,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,395,0.0
512,,277,23,1,0,0,0,0.0,0.0,0.0,401,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,396,0.0
513,,277,39,1,0,0,0,0.0,0.0,0.0,402,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,397,0.0
514,,277,69,1,0,0,0,0.0,0.0,0.0,403,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,398,0.0
515,,277,240,1,0,0,0,0.0,0.0,0.0,404,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,399,0.0
516,,277,273,2,0,0,0,0.0,0.0,0.0,405,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,400,0.0
517,,283,70,1,0,0,0,0.0,0.0,0.0,406,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,401,0.0
518,,283,160,1,0,0,0,0.0,0.0,0.0,407,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,402,0.0
519,,283,170,1,0,0,0,0.0,0.0,0.0,408,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,403,0.0
520,,283,277,1,0,0,0,0.0,0.0,0.0,409,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,404,0.0
521,,283,283,1,0,0,0,0.0,0.0,0.0,410,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,405,0.0
522,,283,291,1,0,0,0,0.0,0.0,0.0,411,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,406,0.0
523,,283,325,1,0,0,0,0.0,0.0,0.0,412,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,407,0.0
524,,283,326,1,0,0,0,0.0,0.0,0.0,413,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,408,0.0
525,,284,250,1,0,0,0,0.0,0.0,0.0,414,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,409,0.0
526,,285,285,1,0,0,0,0.0,0.0,0.0,415,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,410,0.0
527,,287,29,1,0,0,0,0.0,0.0,0.0,416,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,411,0.0
528,,287,135,1,0,0,0,0.0,0.0,0.0,417,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,412,0.0
529,,287,207,1,0,0,0,0.0,0.0,0.0,418,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,413,0.0
530,,287,253,1,0,0,0,0.0,0.0,0.0,419,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,414,0.0
531,,287,306,1,0,0,0,0.0,0.0,0.0,420,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,415,0.0
532,,287,313,1,0,0,0,0.0,0.0,0.0,421,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,416,0.0
533,,287,333,1,0,0,0,0.0,0.0,0.0,422,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,417,0.0
534,,289,19,1,0,0,0,0.0,0.0,0.0,423,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,418,0.0
535,,289,26,1,0,0,0,0.0,0.0,0.0,424,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,419,0.0
536,,289,78,1,0,0,0,0.0,0.0,0.0,425,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,420,0.0
537,,289,106,1,0,0,0,0.0,0.0,0.0,426,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,421,0.0
538,,289,241,1,0,0,0,0.0,0.0,0.0,427,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,422,0.0
539,,289,271,1,0,0,0,0.0,0.0,0.0,428,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,423,0.0
540,,295,80,2,0,0,0,0.0,0.0,0.0,429,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,424,0.0
541,,298,155,1,0,0,0,0.0,0.0,0.0,430,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,425,0.0
542,,299,80,2,0,0,0,0.0,0.0,0.0,431,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,426,0.0
543,,299,292,2,0,0,0,0.0,0.0,0.0,432,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,427,0.0
544,,301,301,1,0,0,0,0.0,0.0,0.0,433,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,428,0.0
545,,305,129,1,0,0,0,0.0,0.0,0.0,434,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,429,0.0
546,,308,169,1,0,0,0,0.0,0.0,0.0,435,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,430,0.0
547,,309,217,1,0,0,0,0.0,0.0,0.0,436,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,431,0.0
548,,315,77,1,0,0,0,0.0,0.0,0.0,437,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,432,0.0
549,,315,105,1,0,0,0,0.0,0.0,0.0,438,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,433,0.0
550,,316,329,1,0,0,0,0.0,0.0,0.0,439,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,434,0.0
551,,321,183,1,0,0,0,0.0,0.0,0.0,440,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,435,0.0
552,,326,58,1,0,0,0,0.0,0.0,0.0,441,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,436,0.0
553,,326,66,1,0,0,0,0.0,0.0,0.0,442,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,437,0.0
554,,326,79,1,0,0,0,0.0,0.0,0.0,443,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,438,0.0
555,,326,99,1,0,0,0,0.0,0.0,0.0,444,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,439,0.0
556,,326,124,1,0,0,0,0.0,0.0,0.0,445,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,440,0.0
557,,326,131,1,0,0,0,0.0,0.0,0.0,446,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,441,0.0
558,,326,141,1,0,0,0,0.0,0.0,0.0,447,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,442,0.0
559,,326,186,1,0,0,0,0.0,0.0,0.0,448,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,443,0.0
560,,326,196,1,0,0,0,0.0,0.0,0.0,449,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,444,0.0
561,,326,216,1,0,0,0,0.0,0.0,0.0,450,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,445,0.0
562,,326,242,1,0,0,0,0.0,0.0,0.0,451,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,446,0.0
563,,326,295,1,0,0,0,0.0,0.0,0.0,452,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,447,0.0
564,,326,296,1,0,0,0,0.0,0.0,0.0,453,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,448,0.0
565,,326,320,1,0,0,0,0.0,0.0,0.0,454,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,449,0.0
566,,327,327,1,0,0,0,0.0,0.0,0.0,455,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,450,0.0
567,,334,218,1,0,0,0,0.0,0.0,0.0,456,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,451,0.0
568,,338,140,1,0,0,0,0.0,0.0,0.0,457,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,0,0.0
569,,338,217,1,0,0,0,0.0,0.0,0.0,458,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,0,0.0
570,,338,256,1,0,0,0,0.0,0.0,0.0,459,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,0,0.0
