Id,Label,Source,Target,Weight,In-Degree,Out-Degree,Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Authority,Hub,PageRank,Component ID,Clustering Coefficient
189,mugala,,,,0,0,0,0.0,0.0,0.0,123,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,131,0.0
190,kArtika,,,,0,0,0,0.0,0.0,0.0,124,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,132,0.0
191,shRRiMkhalA,,,,1,0,1,3.0,2.0,0.0,215,1.0,1.0,0.0,0.003407155,0.003407155,0.0031987111166652885,126,0.0
192,akTUbara,,,,0,0,0,0.0,0.0,0.0,125,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,133,0.0
193,kharIdadArI,,,,0,0,0,0.0,0.0,0.0,126,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,134,0.0
194,parivesha,,,,3,0,3,10.0,4.138888888888889,10.125,7,3.0,3.0,0.0,0.00681431,0.00681431,0.0027180730871819215,0,0.6666666666666666
195,phuTa,,,,0,0,0,0.0,0.0,0.0,127,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,135,0.0
196,vishva,,,,4,0,4,8.0,3.513888888888889,0.42857142857142855,128,4.0,4.0,0.0,0.008517887,0.008517887,0.003312426970468428,0,0.0
197,kAryoM,,,,0,0,0,0.0,0.0,0.0,129,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,136,0.0
198,maThoM,,,,0,0,0,0.0,0.0,0.0,130,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,137,0.0
199,kullU,,,,0,0,0,0.0,0.0,0.0,131,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,138,0.0
200,reta,,,,0,1,1,9.0,4.847222222222222,0.0,185,2.0,0.0,2.0,0.003407155,0.003407155,0.0020182297897191675,0,0.0
201,jUna,,,,0,0,0,0.0,0.0,0.0,132,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,139,0.0
202,racanAoM,,,,0,0,0,0.0,0.0,0.0,133,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,140,0.0
203,hindU,,,,0,0,0,0.0,0.0,0.0,134,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,141,0.0
204,sAmAna,,,,0,0,0,0.0,0.0,0.0,135,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,142,0.0
205,sthala,,,,0,14,14,8.0,2.8055555555555554,244.00000000000003,128,14.0,0.0,14.0,0.025553662,0.025553662,0.010828874430900894,0,0.0
206,mahala,,,,0,1,1,1.0,1.0,0.0,137,1.0,0.0,1.0,0.003407155,0.003407155,0.004565789940223913,143,0.0
207,varShA,,,,4,1,5,3.0,1.75,11.142857142857142,81,5.0,4.0,1.0,0.0102214655,0.0102214655,0.004280007965612662,23,0.5
208,melA,,,,0,0,0,0.0,0.0,0.0,136,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,144,0.0
209,tAjamahala,,,,1,0,1,1.0,1.0,0.0,137,1.0,1.0,0.0,0.003407155,0.003407155,0.004565789940223913,143,0.0
210,shailI,,,,0,0,0,0.0,0.0,0.0,138,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,145,0.0
211,sAra,,,,0,0,0,0.0,0.0,0.0,139,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,146,0.0
212,thailoM,,,,0,0,0,0.0,0.0,0.0,140,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,147,0.0
213,shikAra,,,,2,0,2,2.0,1.6,1.5,47,2.0,2.0,0.0,0.0051107327,0.0051107327,0.004478460449256111,48,0.0
214,saMparka,,,,0,0,0,0.0,0.0,0.0,141,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,148,0.0
215,barpha,,,,0,0,0,0.0,0.0,0.0,142,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,149,0.0
216,shaharoM,,,,4,0,4,8.0,3.513888888888889,0.42857142857142855,128,4.0,4.0,0.0,0.008517887,0.008517887,0.003312426970468428,0,0.0
217,hastashilpa,,,,2,0,2,12.0,7.083333333333333,71.0,228,2.0,2.0,0.0,0.0051107327,0.0051107327,0.00472174421711628,0,0.0
218,peThA,,,,1,0,1,1.0,1.0,0.0,225,1.0,1.0,0.0,0.003407155,0.003407155,0.004565789940223913,150,0.0
219,mAdhyama,,,,0,0,0,0.0,0.0,0.0,143,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,151,0.0
220,AshcaryoM,,,,0,0,0,0.0,0.0,0.0,144,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,152,0.0
221,AkarShaNa,,,,0,0,0,0.0,0.0,0.0,145,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,153,0.0
222,jokhima,,,,0,0,0,0.0,0.0,0.0,146,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,154,0.0
223,jaisalamera,,,,0,0,0,0.0,0.0,0.0,147,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,155,0.0
224,bhojana,,,,0,0,0,0.0,0.0,0.0,148,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,156,0.0
225,eshiyA,,,,0,0,0,0.0,0.0,0.0,149,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,157,0.0
226,itihAsa,,,,0,0,0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,158,0.0
227,utpAdoM,,,,0,0,0,0.0,0.0,0.0,151,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,159,0.0
228,bhaMDAra,,,,0,0,0,0.0,0.0,0.0,152,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,160,0.0
229,parAkAShThA,,,,1,0,1,1.0,1.0,0.0,153,1.0,1.0,0.0,0.003407155,0.003407155,0.004565789940223913,37,0.0
230,bhramaNa,,,,0,2,2,1.0,1.0,1.0,187,2.0,0.0,2.0,0.0051107327,0.0051107327,0.006660686343720392,102,0.0
231,udayapura,,,,0,0,0,0.0,0.0,0.0,154,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,161,0.0
232,jUtoM,,,,0,0,0,0.0,0.0,0.0,155,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,162,0.0
233,jaisalamera,,,,0,0,0,0.0,0.0,0.0,156,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,163,0.0
234,sitambara,,,,0,0,0,0.0,0.0,0.0,157,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,164,0.0
235,prajanana,,,,0,0,0,0.0,0.0,0.0,158,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,165,0.0
236,U.nTa,,,,0,0,0,0.0,0.0,0.0,159,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,166,0.0
237,khaira,,,,0,0,0,0.0,0.0,0.0,160,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,167,0.0
238,kAravA.n,,,,0,0,0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,168,0.0
239,janavarI,,,,0,0,0,0.0,0.0,0.0,162,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,169,0.0
240,hariyANA,,,,1,0,1,9.0,4.513888888888889,0.0,185,1.0,1.0,0.0,0.003407155,0.003407155,0.0017922348556521778,0,0.0
241,sAgauna,,,,1,0,1,2.0,1.8333333333333333,0.0,194,1.0,1.0,0.0,0.003407155,0.003407155,0.0028200429373101818,17,0.0
242,bhojanAlayoM,,,,4,0,4,8.0,3.513888888888889,0.42857142857142855,128,4.0,4.0,0.0,0.008517887,0.008517887,0.003312426970468428,0,0.0
243,kabUtara,,,,1,0,1,2.0,1.6666666666666667,0.0,48,1.0,1.0,0.0,0.003407155,0.003407155,0.0031691923378929284,26,0.0
244,dena,,,,0,0,0,0.0,0.0,0.0,163,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,170,0.0
245,AgarA,,,,0,0,0,0.0,0.0,0.0,164,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,171,0.0
246,Ananda,,,,0,1,1,1.0,1.0,0.0,219,1.0,0.0,1.0,0.003407155,0.003407155,0.0014072312287092643,172,0.0
247,kShetra,,,,2,6,8,8.0,3.5277777777777777,493.0,185,8.0,2.0,6.0,0.015332198,0.015332198,0.008805767605585855,0,0.14285714285714285
248,mahAvidyAlaya,,,,0,0,0,0.0,0.0,0.0,165,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,173,0.0
249,karAra,,,,0,0,0,0.0,0.0,0.0,166,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,174,0.0
250,himAlaya,,,,1,0,1,1.0,1.0,0.0,190,1.0,1.0,0.0,0.003407155,0.003407155,0.004565789940223913,175,0.0
251,patthara,,,,0,0,0,0.0,0.0,0.0,167,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,176,0.0
252,cehare,,,,0,0,0,0.0,0.0,0.0,168,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,177,0.0
253,RRitu,,,,4,2,6,3.0,1.5833333333333333,21.142857142857142,81,6.0,4.0,2.0,0.011925043,0.011925043,0.005581936112415803,23,0.3333333333333333
254,logoM,,,,0,0,0,0.0,0.0,0.0,169,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,178,0.0
255,premiyoM,,,,0,0,0,0.0,0.0,0.0,170,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,179,0.0
256,adhikAMsha,,,,3,0,3,10.0,5.222222222222222,272.5,185,3.0,3.0,0.0,0.00681431,0.00681431,0.00502463546870813,0,0.0
257,kiloM,,,,1,0,1,9.0,3.7777777777777777,0.0,183,1.0,1.0,0.0,0.003407155,0.003407155,0.0015233794203415403,0,0.0
258,maI,,,,0,0,0,0.0,0.0,0.0,171,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,180,0.0
259,billI,,,,0,0,0,0.0,0.0,0.0,172,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,181,0.0
260,dhArAoM,,,,0,0,0,0.0,0.0,0.0,173,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,182,0.0
261,shAna,,,,0,0,0,0.0,0.0,0.0,174,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,183,0.0
262,kharIdArI,,,,0,0,0,0.0,0.0,0.0,175,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,184,0.0
263,shatAbdI,,,,0,0,0,0.0,0.0,0.0,176,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,185,0.0
264,lauTane,,,,0,0,0,0.0,0.0,0.0,177,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,186,0.0
265,hathakaraghA,,,,0,0,0,0.0,0.0,0.0,178,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,187,0.0
266,jalavAyu,,,,3,0,3,10.0,4.138888888888889,10.125,7,3.0,3.0,0.0,0.00681431,0.00681431,0.0027180730871819215,0,0.6666666666666666
267,suvidhAe.n,,,,3,0,3,10.0,4.138888888888889,10.125,7,3.0,3.0,0.0,0.00681431,0.00681431,0.0027180730871819215,0,0.6666666666666666
268,saira,,,,0,0,0,0.0,0.0,0.0,179,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,188,0.0
269,cittau.Daga.Dha,,,,0,0,0,0.0,0.0,0.0,180,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,189,0.0
270,prabaMdha,,,,0,2,2,2.0,1.3333333333333333,2.0,215,2.0,0.0,2.0,0.0051107327,0.0051107327,0.00593286876378254,126,0.0
271,cI.Da,,,,1,0,1,2.0,1.8333333333333333,0.0,194,1.0,1.0,0.0,0.003407155,0.003407155,0.0028200429373101818,17,0.0
272,vishrAma,,,,0,0,0,0.0,0.0,0.0,181,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,190,0.0
273,bhArata,,,,1,0,1,9.0,4.513888888888889,0.0,185,2.0,2.0,0.0,0.003407155,0.003407155,0.0017922348556521778,0,0.0
274,mishraNa,,,,0,0,0,0.0,0.0,0.0,182,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,191,0.0
275,bhavanoM,,,,2,0,2,9.0,3.75,23.000000000000046,183,2.0,2.0,0.0,0.0051107327,0.0051107327,0.002698130577877068,0,0.0
276,AbhUShaNoM,,,,0,0,0,0.0,0.0,0.0,184,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,192,0.0
277,rAjya,,,,4,6,10,8.0,3.5277777777777777,420.33333333333337,185,11.0,4.0,7.0,0.018739352,0.018739352,0.013200292261619086,0,0.06666666666666667
278,pracalana,,,,3,0,3,10.0,4.138888888888889,10.125,7,3.0,3.0,0.0,0.00681431,0.00681431,0.0027180730871819215,0,0.6666666666666666
279,tulanA,,,,0,0,0,0.0,0.0,0.0,186,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,193,0.0
280,safArI,,,,1,0,1,2.0,1.5,0.0,187,1.0,1.0,0.0,0.003407155,0.003407155,0.003518341738475675,102,0.0
281,parivartana,,,,0,0,0,0.0,0.0,0.0,188,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,194,0.0
282,khAdI,,,,0,0,0,0.0,0.0,0.0,189,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,195,0.0
283,bhUbhAga,,,,4,8,12,7.0,2.9027777777777777,767.3333333333333,185,12.0,4.0,8.0,0.020442931,0.020442931,0.010962329573692463,0,0.23636363636363636
284,gira,,,,0,1,1,1.0,1.0,0.0,190,1.0,0.0,1.0,0.003407155,0.003407155,0.004565789940223913,175,0.0
285,nazArA,,,,1,1,2,0.0,0.0,0.0,191,2.0,1.0,1.0,0.003407155,0.003407155,0.0011582820158933518,196,0.0
286,gA.nvoM,,,,0,0,0,0.0,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,197,0.0
287,avakAsha,,,,0,7,7,2.0,1.4166666666666667,6.0,81,7.0,0.0,7.0,0.01362862,0.01362862,0.005305043804416202,23,0.5238095238095238
288,saMskAroM,,,,0,0,0,0.0,0.0,0.0,193,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,198,0.0
289,vRRikSha,,,,0,6,6,1.0,1.0,15.0,194,6.0,0.0,6.0,0.011925043,0.011925043,0.015040271957706302,17,0.0
290,kRRiShi,,,,0,0,0,0.0,0.0,0.0,195,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,199,0.0
291,jile,,,,4,0,4,8.0,3.6944444444444446,9.333333333333332,185,4.0,4.0,0.0,0.008517887,0.008517887,0.0040090034160119034,0,0.5
292,A.nsU,,,,2,0,2,11.0,6.166666666666667,0.5,199,4.0,4.0,0.0,0.0051107327,0.0051107327,0.0037343896913029353,0,0.0
293,pradAna,,,,0,0,0,0.0,0.0,0.0,196,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,200,0.0
294,disambara,,,,0,0,0,0.0,0.0,0.0,197,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,201,0.0
295,taTa,,,,4,1,5,8.0,3.375,335.4285714285714,128,6.0,4.0,2.0,0.0102214655,0.0102214655,0.004646797362797201,0,0.0
296,TIle,,,,4,0,4,8.0,3.513888888888889,0.42857142857142855,128,4.0,4.0,0.0,0.008517887,0.008517887,0.003312426970468428,0,0.0
297,mahIne,,,,0,0,0,0.0,0.0,0.0,198,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,202,0.0
298,mUrti,,,,0,1,1,13.0,6.611111111111111,0.0,7,1.0,0.0,1.0,0.003407155,0.003407155,0.0019740695422995514,0,0.0
299,puShkara,,,,0,2,2,10.0,5.208333333333333,35.0,199,4.0,0.0,4.0,0.0051107327,0.0051107327,0.0035962089752883944,0,0.0
300,kalAkAra,,,,0,0,0,0.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,203,0.0
301,darshana,,,,2,1,3,1.0,1.0,0.0,201,3.0,2.0,1.0,0.0051107327,0.0051107327,0.0026105227210818103,113,1.0
302,varcasva,,,,0,0,0,0.0,0.0,0.0,202,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,204,0.0
303,jhalakI,,,,0,0,0,0.0,0.0,0.0,203,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,205,0.0
304,sUryodaya,,,,0,0,0,0.0,0.0,0.0,204,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,206,0.0
305,bahutAyata,,,,0,1,1,1.0,1.0,0.0,205,1.0,0.0,1.0,0.003407155,0.003407155,0.004565789940223913,90,0.0
306,sAyaMkAla,,,,4,0,4,3.0,1.9166666666666667,0.14285714285714285,81,4.0,4.0,0.0,0.008517887,0.008517887,0.003086764915594166,23,0.8333333333333334
307,sahAyatA,,,,0,0,0,0.0,0.0,0.0,206,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,207,0.0
308,havA,,,,0,1,1,1.0,1.0,0.0,207,1.0,0.0,1.0,0.003407155,0.003407155,0.004565789940223913,117,0.0
309,shilpa,,,,0,1,1,13.0,8.069444444444445,0.0,228,1.0,0.0,1.0,0.003407155,0.003407155,0.0026819265713654587,0,0.0
310,Avartana,,,,0,0,0,0.0,0.0,0.0,208,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,208,0.0
311,utkarSha,,,,3,0,3,10.0,4.138888888888889,10.125,7,3.0,3.0,0.0,0.00681431,0.00681431,0.0027180730871819215,0,0.6666666666666666
312,vikalpa,,,,0,0,0,0.0,0.0,0.0,209,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,209,0.0
313,ThaMDa,,,,4,0,4,3.0,1.9166666666666667,0.14285714285714285,81,4.0,4.0,0.0,0.008517887,0.008517887,0.003086764915594166,23,0.8333333333333334
314,pahalI,,,,0,0,0,0.0,0.0,0.0,210,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,210,0.0
315,rAjadhAnI,,,,0,2,2,1.0,1.0,1.0,211,2.0,0.0,2.0,0.0051107327,0.0051107327,0.006660686343720392,53,0.0
316,cAvala,,,,0,1,1,1.0,1.0,0.0,221,1.0,0.0,1.0,0.003407155,0.003407155,0.004565789940223913,211,0.0
317,Aja,,,,0,0,0,0.0,0.0,0.0,212,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,212,0.0
318,kAraNa,,,,0,0,0,0.0,0.0,0.0,213,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,213,0.0
319,sUryAsta,,,,0,0,0,0.0,0.0,0.0,214,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,214,0.0
320,abhayavana,,,,4,0,4,8.0,3.513888888888889,0.42857142857142855,128,4.0,4.0,0.0,0.008517887,0.008517887,0.003312426970468428,0,0.0
321,Ayojana,,,,1,1,2,2.0,1.3333333333333333,2.0,215,2.0,1.0,1.0,0.0051107327,0.0051107327,0.00593286876378254,126,0.0
322,pradarshanoM,,,,0,0,0,0.0,0.0,0.0,216,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,215,0.0
323,maidAnoM,,,,0,0,0,0.0,0.0,0.0,217,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,216,0.0
324,khajurAho,,,,0,0,0,0.0,0.0,0.0,218,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,217,0.0
325,sAiberiyA,,,,4,0,4,8.0,3.6944444444444446,9.333333333333332,185,4.0,4.0,0.0,0.008517887,0.008517887,0.0040090034160119034,0,0.5
326,sthAna,,,,1,14,15,7.0,2.611111111111111,947.9999999999998,128,15.0,1.0,14.0,0.02725724,0.02725724,0.01160977844981539,0,0.009523809523809525
327,AnaMda,,,,2,1,3,1.0,1.0,0.0,219,3.0,2.0,1.0,0.0051107327,0.0051107327,0.0026105227210818103,172,1.0
328,manoraMjana,,,,0,0,0,0.0,0.0,0.0,220,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,218,0.0
329,bAsamatI,,,,1,0,1,1.0,1.0,0.0,221,1.0,1.0,0.0,0.003407155,0.003407155,0.004565789940223913,211,0.0
330,agasta,,,,0,0,0,0.0,0.0,0.0,222,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,219,0.0
331,bAgha,,,,0,0,0,0.0,0.0,0.0,223,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,220,0.0
332,mArca,,,,0,0,0,0.0,0.0,0.0,224,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,221,0.0
333,grIShmaRRitu,,,,4,0,4,3.0,1.9166666666666667,0.14285714285714285,81,4.0,4.0,0.0,0.008517887,0.008517887,0.003086764915594166,23,0.8333333333333334
334,miThAI,,,,0,1,1,1.0,1.0,0.0,225,1.0,0.0,1.0,0.003407155,0.003407155,0.004565789940223913,150,0.0
335,amRRitasara,,,,0,0,0,0.0,0.0,0.0,226,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,222,0.0
336,dhyAna,,,,3,0,3,10.0,4.138888888888889,10.125,7,3.0,3.0,0.0,0.00681431,0.00681431,0.0027180730871819215,0,0.6666666666666666
337,phoTogrAfaroM,,,,0,0,0,0.0,0.0,0.0,227,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,223,0.0
338,kalA,,,,0,3,3,11.0,6.125,209.0,228,3.0,0.0,3.0,0.00681431,0.00681431,0.006189946877086936,0,0.0
340,,7,7,1,0,0,0,0.0,0.0,0.0,229,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,224,0.0
341,,7,9,1,0,0,0,0.0,0.0,0.0,230,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,225,0.0
342,,7,25,1,0,0,0,0.0,0.0,0.0,231,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,226,0.0
343,,7,33,1,0,0,0,0.0,0.0,0.0,232,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,227,0.0
344,,7,45,1,0,0,0,0.0,0.0,0.0,233,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,228,0.0
345,,7,59,1,0,0,0,0.0,0.0,0.0,234,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,229,0.0
346,,7,73,1,0,0,0,0.0,0.0,0.0,235,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,230,0.0
347,,7,121,1,0,0,0,0.0,0.0,0.0,236,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,231,0.0
348,,7,146,1,0,0,0,0.0,0.0,0.0,237,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,232,0.0
349,,7,179,1,0,0,0,0.0,0.0,0.0,238,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,233,0.0
350,,7,194,1,0,0,0,0.0,0.0,0.0,239,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,234,0.0
351,,7,266,1,0,0,0,0.0,0.0,0.0,240,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,235,0.0
352,,7,267,1,0,0,0,0.0,0.0,0.0,241,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,236,0.0
353,,7,278,1,0,0,0,0.0,0.0,0.0,242,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,237,0.0
354,,7,311,1,0,0,0,0.0,0.0,0.0,243,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,238,0.0
355,,7,336,1,0,0,0,0.0,0.0,0.0,244,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,239,0.0
356,,29,29,1,0,0,0,0.0,0.0,0.0,245,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,240,0.0
357,,29,123,1,0,0,0,0.0,0.0,0.0,246,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,241,0.0
358,,29,135,1,0,0,0,0.0,0.0,0.0,247,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,242,0.0
359,,29,207,1,0,0,0,0.0,0.0,0.0,248,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,243,0.0
360,,29,253,1,0,0,0,0.0,0.0,0.0,249,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,244,0.0
361,,29,306,1,0,0,0,0.0,0.0,0.0,250,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,245,0.0
362,,29,313,1,0,0,0,0.0,0.0,0.0,251,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,246,0.0
363,,29,333,1,0,0,0,0.0,0.0,0.0,252,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,247,0.0
364,,34,58,1,0,0,0,0.0,0.0,0.0,253,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,248,0.0
365,,34,66,1,0,0,0,0.0,0.0,0.0,254,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,249,0.0
366,,34,79,1,0,0,0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,250,0.0
367,,34,99,1,0,0,0,0.0,0.0,0.0,256,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,251,0.0
368,,34,124,1,0,0,0,0.0,0.0,0.0,257,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,252,0.0
369,,34,131,1,0,0,0,0.0,0.0,0.0,258,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,253,0.0
370,,34,141,1,0,0,0,0.0,0.0,0.0,259,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,254,0.0
371,,34,186,1,0,0,0,0.0,0.0,0.0,260,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,255,0.0
372,,34,196,1,0,0,0,0.0,0.0,0.0,261,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,256,0.0
373,,34,216,1,0,0,0,0.0,0.0,0.0,262,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,257,0.0
374,,34,242,1,0,0,0,0.0,0.0,0.0,263,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,258,0.0
375,,34,295,1,0,0,0,0.0,0.0,0.0,264,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,259,0.0
376,,34,296,1,0,0,0,0.0,0.0,0.0,265,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,260,0.0
377,,34,320,1,0,0,0,0.0,0.0,0.0,266,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,261,0.0
378,,36,29,1,0,0,0,0.0,0.0,0.0,267,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,262,0.0
379,,36,123,1,0,0,0,0.0,0.0,0.0,268,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,263,0.0
380,,36,135,1,0,0,0,0.0,0.0,0.0,269,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,264,0.0
381,,36,207,1,0,0,0,0.0,0.0,0.0,270,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,265,0.0
382,,36,253,1,0,0,0,0.0,0.0,0.0,271,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,266,0.0
383,,36,306,1,0,0,0,0.0,0.0,0.0,272,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,267,0.0
384,,36,313,1,0,0,0,0.0,0.0,0.0,273,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,268,0.0
385,,36,333,1,0,0,0,0.0,0.0,0.0,274,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,269,0.0
386,,50,7,1,0,0,0,0.0,0.0,0.0,275,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,270,0.0
387,,50,9,1,0,0,0,0.0,0.0,0.0,276,0.0,0.0,0.0,0.0,0.0,6.63136944140414E-4,271,0.0
