Sentence , Sentance ,id, Relations Weight
S1 , S4 ,1,1
S1 , S5 ,2,1
S1 , S6 ,3,1
S1 , S17 ,4,1
S1 , S18 ,5,1
S1 , S42 ,6,1
S1 , S52 ,7,1
S1 , S87 ,8,2
S1 , S89 ,9,1
S2 , S4 ,10,2
S2 , S5 ,11,2
S2 , S6 ,12,1
S2 , S9 ,13,1
S2 , S16 ,14,1
S2 , S17 ,15,1
S2 , S18 ,16,1
S2 , S19 ,17,1
S2 , S29 ,18,1
S2 , S32 ,19,1
S2 , S34 ,20,1
S2 , S37 ,21,1
S2 , S39 ,22,2
S2 , S42 ,23,1
S2 , S45 ,24,1
S2 , S47 ,25,1
S2 , S52 ,26,2
S2 , S54 ,27,1
S2 , S58 ,28,1
S2 , S59 ,29,1
S2 , S79 ,30,2
S2 , S84 ,31,1
S2 , S85 ,32,1
S2 , S87 ,33,2
S2 , S89 ,34,1
S3 , S48 ,35,1
S4 , S6 ,36,2
S4 , S7 ,37,1
S4 , S13 ,38,1
S4 , S17 ,39,1
S4 , S18 ,40,1
S4 , S23 ,41,1
S4 , S24 ,42,1
S4 , S27 ,43,1
S4 , S29 ,44,1
S4 , S30 ,45,1
S4 , S34 ,46,1
S4 , S35 ,47,1
S4 , S37 ,48,2
S4 , S40 ,49,1
S4 , S42 ,50,3
S4 , S44 ,51,1
S4 , S45 ,52,1
S4 , S49 ,53,1
S4 , S51 ,54,1
S4 , S52 ,55,1
S4 , S58 ,56,1
S4 , S70 ,57,1
S4 , S71 ,58,1
S4 , S73 ,59,1
S4 , S80 ,60,1
S4 , S85 ,61,1
S4 , S87 ,62,2
S4 , S89 ,63,1
S5 , S6 ,64,2
S5 , S7 ,65,1
S5 , S13 ,66,1
S5 , S17 ,67,1
S5 , S18 ,68,1
S5 , S23 ,69,1
S5 , S24 ,70,1
S5 , S27 ,71,1
S5 , S29 ,72,1
S5 , S30 ,73,1
S5 , S32 ,74,1
S5 , S34 ,75,1
S5 , S35 ,76,1
S5 , S37 ,77,1
S5 , S39 ,78,4
S5 , S40 ,79,1
S5 , S42 ,80,3
S5 , S44 ,81,3
S5 , S45 ,82,3
S5 , S49 ,83,1
S5 , S51 ,84,1
S5 , S70 ,85,1
S5 , S71 ,86,1
S5 , S73 ,87,1
S5 , S80 ,88,1
S5 , S85 ,89,1
S5 , S87 ,90,2
S5 , S89 ,91,1
S6 , S7 ,92,1
S6 , S13 ,93,1
S6 , S17 ,94,2
S6 , S18 ,95,2
S6 , S19 ,96,1
S6 , S23 ,97,1
S6 , S24 ,98,1
S6 , S27 ,99,1
S6 , S29 ,100,1
S6 , S30 ,101,1
S6 , S34 ,102,2
S6 , S35 ,103,1
S6 , S37 ,104,1
S6 , S40 ,105,1
S6 , S42 ,106,3
S6 , S44 ,107,1
S6 , S45 ,108,1
S6 , S48 ,109,1
S6 , S49 ,110,1
S6 , S51 ,111,1
S6 , S52 ,112,1
S6 , S54 ,113,1
S6 , S59 ,114,1
S6 , S70 ,115,1
S6 , S71 ,116,1
S6 , S73 ,117,1
S6 , S80 ,118,1
S6 , S87 ,119,3
S6 , S89 ,120,2
S7 , S17 ,121,1
S7 , S18 ,122,1
S7 , S19 ,123,1
S7 , S34 ,124,1
S7 , S42 ,125,1
S7 , S52 ,126,1
S7 , S54 ,127,1
S7 , S59 ,128,1
S7 , S87 ,129,2
S7 , S89 ,130,1
S8 , S9 ,131,1
S8 , S16 ,132,1
S8 , S29 ,133,1
S8 , S39 ,134,2
S8 , S45 ,135,1
S8 , S47 ,136,1
S8 , S48 ,137,1
S8 , S79 ,138,2
S8 , S84 ,139,1
S9 , S16 ,140,2
S9 , S29 ,141,2
S9 , S32 ,142,1
S9 , S39 ,143,4
S9 , S41 ,144,1
S9 , S45 ,145,2
S9 , S47 ,146,2
S9 , S52 ,147,1
S9 , S62 ,148,1
S9 , S69 ,149,1
S9 , S79 ,150,4
S9 , S84 ,151,2
S9 , S85 ,152,1
S11 , S32 ,153,1
S11 , S48 ,154,1
S12 , S32 ,155,1
S13 , S32 ,156,1
S13 , S72 ,157,2
S13 , S74 ,158,2
S13 , S84 ,159,2
S15 , S32 ,160,1
S16 , S32 ,161,2
S16 , S41 ,162,1
S16 , S48 ,163,1
S16 , S52 ,164,1
S16 , S62 ,165,1
S16 , S69 ,166,1
S16 , S85 ,167,1
S17 , S23 ,168,1
S17 , S24 ,169,1
S17 , S27 ,170,1
S17 , S29 ,171,1
S17 , S30 ,172,1
S17 , S34 ,173,1
S17 , S35 ,174,1
S17 , S37 ,175,1
S17 , S40 ,176,1
S17 , S42 ,177,3
S17 , S44 ,178,1
S17 , S45 ,179,1
S17 , S49 ,180,1
S17 , S51 ,181,1
S17 , S70 ,182,1
S17 , S71 ,183,1
S17 , S73 ,184,1
S17 , S80 ,185,1
S17 , S87 ,186,1
S18 , S23 ,187,1
S18 , S24 ,188,1
S18 , S27 ,189,1
S18 , S29 ,190,1
S18 , S30 ,191,1
S18 , S32 ,192,1
S18 , S34 ,193,1
S18 , S35 ,194,1
S18 , S37 ,195,1
S18 , S40 ,196,1
S18 , S42 ,197,3
S18 , S44 ,198,1
S18 , S45 ,199,1
S18 , S49 ,200,1
S18 , S51 ,201,1
S18 , S70 ,202,1
S18 , S71 ,203,1
S18 , S73 ,204,1
S18 , S80 ,205,1
S18 , S87 ,206,1
S20 , S91 ,207,1
S22 , S63 ,208,1
S23 , S32 ,209,1
S23 , S42 ,210,1
S23 , S48 ,211,1
S23 , S52 ,212,1
S23 , S87 ,213,2
S23 , S89 ,214,1
S24 , S42 ,215,2
S24 , S52 ,216,1
S24 , S64 ,217,1
S24 , S87 ,218,2
S24 , S89 ,219,2
S25 , S32 ,220,1
S26 , S32 ,221,2
S27 , S42 ,222,1
S27 , S48 ,223,2
S27 , S52 ,224,1
S27 , S87 ,225,2
S27 , S89 ,226,1
S28 , S48 ,227,1
S29 , S32 ,228,1
S29 , S48 ,229,1
S29 , S75 ,230,1
S29 , S86 ,231,2
S29 , S90 ,232,1
S30 , S42 ,233,1
S30 , S48 ,234,1
S30 , S52 ,235,1
S30 , S87 ,236,2
S30 , S89 ,237,1
S32 , S34 ,238,1
S32 , S36 ,239,1
S32 , S37 ,240,1
S32 , S39 ,241,3
S32 , S41 ,242,1
S32 , S42 ,243,2
S32 , S45 ,244,2
S32 , S46 ,245,1
S32 , S47 ,246,1
S32 , S48 ,247,1
S32 , S50 ,248,1
S32 , S52 ,249,1
S32 , S53 ,250,1
S32 , S54 ,251,1
S32 , S55 ,252,1
S32 , S58 ,253,2
S32 , S59 ,254,1
S32 , S60 ,255,1
S32 , S62 ,256,1
S32 , S63 ,257,1
S32 , S64 ,258,1
S32 , S65 ,259,1
S32 , S67 ,260,1
S32 , S68 ,261,2
S32 , S69 ,262,2
S32 , S72 ,263,3
S32 , S76 ,264,1
S32 , S79 ,265,2
S32 , S84 ,266,2
S32 , S89 ,267,1
S32 , S90 ,268,2
S33 , S34 ,269,2
S33 , S38 ,270,2
S33 , S39 ,271,2
S33 , S53 ,272,2
S33 , S72 ,273,2
S33 , S85 ,274,4
S34 , S38 ,275,4
S34 , S39 ,276,2
S34 , S53 ,277,2
S34 , S72 ,278,2
S34 , S85 ,279,8
S35 , S42 ,280,1
S35 , S52 ,281,1
S35 , S53 ,282,4
S35 , S87 ,283,2
S35 , S89 ,284,1
S36 , S48 ,285,1
S37 , S42 ,286,1
S37 , S52 ,287,3
S37 , S53 ,288,2
S37 , S58 ,289,2
S37 , S85 ,290,2
S37 , S87 ,291,2
S37 , S89 ,292,1
S38 , S39 ,293,2
S38 , S72 ,294,2
S38 , S85 ,295,8
S39 , S44 ,296,4
S39 , S48 ,297,1
S39 , S52 ,298,1
S39 , S58 ,299,1
S39 , S85 ,300,5
S41 , S45 ,301,1
S41 , S47 ,302,1
S41 , S79 ,303,2
S41 , S84 ,304,1
S42 , S44 ,305,1
S42 , S45 ,306,1
S42 , S49 ,307,1
S42 , S51 ,308,1
S42 , S52 ,309,1
S42 , S70 ,310,1
S42 , S71 ,311,1
S42 , S73 ,312,1
S42 , S80 ,313,1
S42 , S87 ,314,3
S42 , S89 ,315,2
S43 , S48 ,316,1
S44 , S45 ,317,2
S44 , S52 ,318,1
S44 , S87 ,319,2
S44 , S89 ,320,1
S45 , S52 ,321,2
S45 , S58 ,322,1
S45 , S85 ,323,1
S45 , S87 ,324,2
S45 , S89 ,325,1
S46 , S48 ,326,1
S46 , S65 ,327,1
S46 , S91 ,328,1
S47 , S52 ,329,1
S47 , S62 ,330,1
S47 , S69 ,331,1
S47 , S85 ,332,1
S48 , S56 ,333,1
S49 , S52 ,334,1
S49 , S87 ,335,2
S49 , S89 ,336,1
S51 , S52 ,337,1
S52 , S59 ,338,1
S52 , S62 ,339,1
S52 , S69 ,340,1
S52 , S70 ,341,1
S52 , S71 ,342,1
S52 , S72 ,343,2
S52 , S73 ,344,1
S52 , S75 ,345,1
S52 , S79 ,346,2
S52 , S80 ,347,1
S52 , S84 ,348,1
S52 , S85 ,349,1
S52 , S87 ,350,2
S52 , S89 ,351,1
S52 , S90 ,352,1
S53 , S57 ,353,1
S53 , S58 ,354,1
S56 , S90 ,355,1
S57 , S62 ,356,1
S57 , S75 ,357,1
S57 , S90 ,358,1
S58 , S59 ,359,1
S58 , S62 ,360,2
S58 , S69 ,361,1
S58 , S72 ,362,2
S58 , S75 ,363,1
S58 , S85 ,364,1
S58 , S90 ,365,1
S61 , S65 ,366,1
S62 , S74 ,367,2
S62 , S79 ,368,2
S62 , S84 ,369,1
S65 , S75 ,370,1
S65 , S90 ,371,1
S69 , S79 ,372,2
S69 , S84 ,373,1
S70 , S87 ,374,2
S70 , S89 ,375,1
S71 , S75 ,376,1
S71 , S87 ,377,2
S71 , S89 ,378,1
S71 , S90 ,379,1
S72 , S85 ,380,4
S75 , S76 ,381,1
S75 , S85 ,382,1
S76 , S90 ,383,1
S79 , S85 ,384,1
S80 , S87 ,385,2
S80 , S89 ,386,1
S84 , S85 ,387,5
S85 , S90 ,388,1
S87 , S89 ,389,1
