Sentence , Sentance ,id, Relations Weight
S1 , S5 ,1,1
S1 , S9 ,2,2
S1 , S11 ,3,1
S1 , S25 ,4,1
S1 , S26 ,5,1
S1 , S33 ,6,1
S1 , S39 ,7,1
S1 , S41 ,8,1
S1 , S46 ,9,1
S1 , S47 ,10,1
S1 , S51 ,11,1
S1 , S59 ,12,2
S1 , S65 ,13,1
S1 , S93 ,14,1
S1 , S94 ,15,1
S1 , S99 ,16,1
S2 , S3 ,17,1
S2 , S4 ,18,3
S2 , S5 ,19,2
S2 , S6 ,20,5
S2 , S9 ,21,8
S2 , S11 ,22,2
S2 , S14 ,23,1
S2 , S25 ,24,2
S2 , S26 ,25,2
S2 , S33 ,26,1
S2 , S34 ,27,1
S2 , S37 ,28,1
S2 , S39 ,29,2
S2 , S41 ,30,2
S2 , S42 ,31,3
S2 , S43 ,32,1
S2 , S44 ,33,1
S2 , S46 ,34,2
S2 , S47 ,35,3
S2 , S50 ,36,4
S2 , S51 ,37,5
S2 , S54 ,38,1
S2 , S55 ,39,1
S2 , S59 ,40,3
S2 , S61 ,41,1
S2 , S67 ,42,3
S2 , S79 ,43,1
S2 , S83 ,44,1
S2 , S85 ,45,1
S2 , S93 ,46,3
S2 , S94 ,47,1
S2 , S95 ,48,2
S2 , S98 ,49,5
S2 , S99 ,50,4
S3 , S13 ,51,1
S3 , S34 ,52,1
S3 , S36 ,53,1
S3 , S38 ,54,1
S3 , S40 ,55,1
S3 , S43 ,56,1
S3 , S46 ,57,1
S3 , S47 ,58,1
S3 , S49 ,59,2
S3 , S50 ,60,2
S3 , S56 ,61,1
S3 , S92 ,62,1
S3 , S98 ,63,1
S4 , S5 ,64,1
S4 , S9 ,65,1
S4 , S11 ,66,1
S4 , S13 ,67,2
S4 , S24 ,68,1
S4 , S25 ,69,1
S4 , S26 ,70,1
S4 , S32 ,71,1
S4 , S33 ,72,1
S4 , S34 ,73,2
S4 , S37 ,74,1
S4 , S39 ,75,1
S4 , S40 ,76,2
S4 , S41 ,77,1
S4 , S43 ,78,2
S4 , S46 ,79,3
S4 , S47 ,80,3
S4 , S49 ,81,4
S4 , S50 ,82,4
S4 , S51 ,83,2
S4 , S54 ,84,1
S4 , S55 ,85,2
S4 , S59 ,86,1
S4 , S65 ,87,1
S4 , S67 ,88,3
S4 , S83 ,89,1
S4 , S86 ,90,1
S4 , S92 ,91,2
S4 , S93 ,92,1
S4 , S95 ,93,1
S4 , S98 ,94,4
S4 , S99 ,95,1
S5 , S9 ,96,1
S5 , S13 ,97,2
S5 , S33 ,98,1
S5 , S34 ,99,2
S5 , S40 ,100,2
S5 , S43 ,101,3
S5 , S46 ,102,2
S5 , S47 ,103,2
S5 , S49 ,104,4
S5 , S54 ,105,1
S5 , S60 ,106,1
S5 , S67 ,107,1
S5 , S70 ,108,1
S5 , S71 ,109,1
S5 , S92 ,110,2
S5 , S98 ,111,3
S6 , S11 ,112,4
S6 , S13 ,113,1
S6 , S24 ,114,4
S6 , S34 ,115,1
S6 , S40 ,116,1
S6 , S43 ,117,1
S6 , S46 ,118,1
S6 , S47 ,119,1
S6 , S49 ,120,2
S6 , S54 ,121,1
S6 , S92 ,122,1
S6 , S98 ,123,1
S8 , S9 ,124,2
S8 , S33 ,125,1
S8 , S34 ,126,2
S8 , S36 ,127,1
S8 , S38 ,128,1
S8 , S56 ,129,1
S8 , S59 ,130,1
S8 , S70 ,131,2
S8 , S73 ,132,2
S8 , S79 ,133,2
S8 , S94 ,134,1
S9 , S13 ,135,6
S9 , S24 ,136,1
S9 , S32 ,137,1
S9 , S33 ,138,2
S9 , S34 ,139,6
S9 , S37 ,140,1
S9 , S40 ,141,6
