Id,Label,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Authority,Hub,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
1,S1,3.0,1.5842696629213484,589.4765539300769,0,0,38,38,38.0,0.0,38.0,0.048507463,0.048507463,0.046140884615618535,0,0.12944523470839261,91,0.9053554474362707
2,S2,4.0,2.3820224719101124,0.5555555555555556,4,0,4,4,4.0,0.0,4.0,0.0062189056,0.0062189056,0.006177844717262677,0,0.8333333333333334,5,0.1709669857957739
3,S3,4.0,2.101123595505618,187.73355088307684,12,1,15,16,16.0,1.0,15.0,0.021144278,0.021144278,0.021699055097942507,0,0.075,9,0.27949840026319883
4,S4,4.0,3.0,0.0,10,0,1,1,1.0,0.0,1.0,0.0024875621,0.0024875621,0.002863413225234062,0,0.0,0,0.020127941509311638
5,S5,4.0,2.50561797752809,0.0,4,0,2,2,2.0,0.0,2.0,0.0037313432,0.0037313432,0.0038620895798042983,0,1.0,1,0.12375032242626649
6,S6,4.0,2.247191011235955,33.69793684586857,10,1,8,9,9.0,1.0,8.0,0.012437811,0.012437811,0.011360524006363934,0,0.4166666666666667,15,0.32976876101570207
7,S7,4.0,2.561797752808989,15.87764530147824,10,0,6,6,6.0,0.0,6.0,0.008706467,0.008706467,0.008518183453566442,0,0.26666666666666666,4,0.1211181551643078
8,S8,4.0,2.5842696629213484,0.0,0,0,1,1,1.0,0.0,1.0,0.0024875621,0.0024875621,0.0026629342132898203,0,0.0,0,0.06544221500731837
9,S9,3.0,1.7191011235955056,221.47162436258316,0,1,29,30,30.0,1.0,29.0,0.038557213,0.038557213,0.03546655945344564,0,0.15402298850574714,67,0.7936062774952738
10,S10,3.0,1.595505617977528,512.1249413467489,0,4,35,39,39.0,4.0,35.0,0.049751244,0.049751244,0.04695458327602512,0,0.19838056680161945,147,1.0
11,S11,4.0,2.292134831460674,106.4808527988526,0,3,5,8,8.0,3.0,5.0,0.01119403,0.01119403,0.011738800404504014,0,0.39285714285714285,11,0.28270695601373774
12,S12,4.0,2.4269662921348316,1.2467032967032965,13,1,2,3,3.0,1.0,2.0,0.0049751243,0.0049751243,0.00500422585346602,0,0.3333333333333333,1,0.11494220241683466
13,S13,4.0,2.4831460674157304,0.0,13,1,1,2,2.0,1.0,1.0,0.0037313432,0.0037313432,0.003821923167216526,0,1.0,1,0.0959043930547509
14,S14,4.0,2.438202247191011,0.1,0,3,1,4,4.0,3.0,1.0,0.0062189056,0.0062189056,0.005705753778031555,0,0.5,3,0.2287785473607055
15,S15,4.0,2.3707865168539324,3.7434856548064093,13,2,1,3,3.0,2.0,1.0,0.0049751243,0.0049751243,0.004975643937841565,0,0.6666666666666666,2,0.11568837123716907
16,S16,3.0,2.101123595505618,16.538696173079153,10,3,3,6,6.0,3.0,3.0,0.008706467,0.008706467,0.008214356893065114,0,0.5333333333333333,8,0.26135508955491726
17,S17,4.0,2.3707865168539324,0.1,0,3,2,5,5.0,3.0,2.0,0.0074626864,0.0074626864,0.006855890542170798,0,0.7,7,0.26503787962034264
18,S18,3.0,2.168539325842697,0.0,4,1,3,4,4.0,1.0,3.0,0.0062189056,0.0062189056,0.006044668521367941,0,1.0,6,0.21965471548101764
19,S19,3.0,2.1123595505617976,91.64949636420225,13,1,7,8,8.0,1.0,7.0,0.01119403,0.01119403,0.012035645993704974,0,0.5,14,0.29011768526231607
20,S20,3.0,2.1235955056179776,27.818128717687546,4,2,7,9,9.0,2.0,7.0,0.012437811,0.012437811,0.012514840430661946,0,0.3611111111111111,13,0.2828123809413081
21,S21,3.0,1.7191011235955056,221.47162436258316,0,5,25,30,30.0,5.0,25.0,0.038557213,0.038557213,0.03546655945344563,0,0.15402298850574714,67,0.7936062774952739
22,S22,4.0,2.438202247191011,0.1,0,4,0,4,4.0,4.0,0.0,0.0062189056,0.0062189056,0.005705753778031555,0,0.5,3,0.2287785473607055
23,S23,4.0,2.6853932584269664,9.289461486226191,12,1,5,6,6.0,1.0,5.0,0.008706467,0.008706467,0.0088726833859906,0,0.26666666666666666,4,0.094403497460506
24,S24,3.0,2.235955056179775,0.0,4,1,2,3,3.0,1.0,2.0,0.0049751243,0.0049751243,0.004885679567441235,0,1.0,3,0.1891925374335848
25,S25,4.0,2.247191011235955,117.85181712719785,12,2,11,13,13.0,2.0,11.0,0.017412934,0.017412934,0.01763677637653159,0,0.08974358974358974,7,0.24699348676938943
26,S26,4.0,3.101123595505618,0.0,13,1,0,1,1.0,1.0,0.0,0.0024875621,0.0024875621,0.0029177589618124503,0,0.0,0,0.019424145405855995
27,S27,4.0,2.303370786516854,1.2526515151515152,1,0,5,5,5.0,0.0,5.0,0.0074626864,0.0074626864,0.007135979928723605,0,0.7,7,0.1749348879835499
28,S28,5.0,2.9213483146067416,2.4279937060437264,12,2,1,3,3.0,2.0,1.0,0.0049751243,0.0049751243,0.0050543054409611255,0,0.0,0,0.05791307354774667
