Id,Label,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Authority,Hub,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
0,kIrti,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,0,0.0,0,0.0
1,pashcima,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,1,0.0,0,0.0
2,tIrthayAtriyoM,0.0,0.0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,2,0.0,0,0.0
3,smAraka,1.0,1.0,0.0,19,0,1,1,1.0,0.0,1.0,0.006472492,0.006472492,0.006312524939985511,3,0.0,0,0.004006890602323679
4,savAriyoM,0.0,0.0,0.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,4,0.0,0,0.0
5,jharane,0.0,0.0,0.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,5,0.0,0,0.0
6,pahA.DI,0.0,0.0,0.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,6,0.0,0,0.0
7,samrATa_ashoka,0.0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,7,0.0,0,0.0
8,pahu.nca,0.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,8,0.0,0,0.0
9,lAhaula,6.0,3.1794871794871793,0.0,134,1,0,1,1.0,1.0,0.0,0.006472492,0.006472492,0.003065055630733189,9,0.0,0,0.1151715637597578
10,mahotsava,0.0,0.0,0.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,10,0.0,0,0.0
11,chora,3.0,2.0,0.0,120,1,2,3,4.0,1.0,3.0,0.009708738,0.009708738,0.003914016238434738,11,0.0,0,0.016607856402414745
12,khoja,0.0,0.0,0.0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,12,0.0,0,0.0
13,dvAra,0.0,0.0,0.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,13,0.0,0,0.0
14,kaviyoM,0.0,0.0,0.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,14,0.0,0,0.0
15,yAtrA,1.0,1.0,0.0,131,0,1,1,1.0,0.0,1.0,0.006472492,0.006472492,0.006312524939985511,15,0.0,0,0.004006890602323679
16,pUjA,0.0,0.0,0.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,16,0.0,0,0.0
17,muskAna,0.0,0.0,0.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,17,0.0,0,0.0
18,jiMdagI,0.0,0.0,0.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,18,0.0,0,0.0
19,suMdaratA,0.0,0.0,0.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,19,0.0,0,0.0
20,rAstoM,0.0,0.0,0.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,20,0.0,0,0.0
21,harI,0.0,0.0,0.0,17,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,21,0.0,0,0.0
22,sikkha,0.0,0.0,0.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,8.781829847305973E-4,22,0.0,0,0.0
