Id,Label,Eccentricity,Closeness Centrality,Betweenness Centrality,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Modularity Class,Authority,Hub,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
321,puShTi,13.0,6.466666666666667,0.0,1,0,1,1.0,1.0,0.0,77,0.0030395137,0.0030395137,0.0020926518289273934,4,0.0,0,0.16192817742649443
322,mAdhyamoM,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,174,0.0,0.0,5.781744264857095E-4,168,0.0,0,0.0
323,AkarShaNa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,175,0.0,0.0,5.781744264857095E-4,169,0.0,0,0.0
324,yuddha,13.0,6.466666666666667,0.0,1,0,1,1.0,1.0,0.0,77,0.0030395137,0.0030395137,0.0020926518289273934,4,0.0,0,0.16192817742649443
325,arjenTinA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,176,0.0,0.0,5.781744264857095E-4,170,0.0,0,0.0
326,nAma,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,177,0.0,0.0,5.781744264857095E-4,171,0.0,0,0.0
327,darshanArthiyoM,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,178,0.0,0.0,5.781744264857095E-4,172,0.0,0,0.0
328,urUgve,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,179,0.0,0.0,5.781744264857095E-4,173,0.0,0,0.0
329,sarakAroM,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,180,0.0,0.0,5.781744264857095E-4,174,0.0,0,0.0
330,venejuelA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,181,0.0,0.0,5.781744264857095E-4,175,0.0,0,0.0
331,bolivara,2.0,1.5,0.0,1,0,1,1.0,1.0,0.0,96,0.0030395137,0.0030395137,0.003075491095091585,33,0.0,0,0.004194449617308558
332,dAsa,1.0,1.0,0.0,0,1,1,1.0,0.0,1.0,76,0.0030395137,0.0030395137,0.0040021946104086695,82,0.0,0,0.0028517556991628206
333,nepoliyana,2.0,1.5,0.0,1,0,1,1.0,1.0,0.0,132,0.0030395137,0.0030395137,0.003075491095091585,107,0.0,0,0.004194449617308558
334,kAla,11.0,6.276190476190476,1112.7,2,8,10,10.0,2.0,8.0,63,0.013677811,0.013677811,0.00882546496372996,4,0.0,0,0.2395399764266873
335,prathA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,182,0.0,0.0,5.781744264857095E-4,176,0.0,0,0.0
336,DipArTameMTa,9.0,5.114285714285714,516.9666666666669,3,0,3,3.0,3.0,0.0,99,0.0060790274,0.0060790274,0.003083000247872519,4,0.0,0,0.11318548576746001
337,aTalAMTika,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,183,0.0,0.0,5.781744264857095E-4,177,0.0,0,0.0
338,sImAe.n,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,184,0.0,0.0,5.781744264857095E-4,178,0.0,0,0.0
339,sadI,13.0,8.028571428571428,0.2,2,0,2,2.0,2.0,0.0,63,0.0045592706,0.0045592706,0.002554004967734028,4,0.0,0,0.048880673686997944
340,vRRiddhi,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,185,0.0,0.0,5.781744264857095E-4,179,0.0,0,0.0
341,unmUlana,13.0,6.466666666666667,0.0,1,0,1,1.0,1.0,0.0,77,0.0030395137,0.0030395137,0.0020926518289273934,4,0.0,0,0.16192817742649443
342,dAvA,1.0,1.0,0.0,1,2,3,3.0,1.0,2.0,6,0.0045592706,0.0045592706,0.0022787621705343463,10,1.0,1,0.007759442961924272
343,upadrava,13.0,6.447619047619048,104.0,1,1,2,2.0,1.0,1.0,77,0.0045592706,0.0045592706,0.004078940291194745,4,0.0,0,0.16817441802347602
344,upaniveshoM,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,186,0.0,0.0,5.781744264857095E-4,180,0.0,0,0.0
345,maidAna,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,187,0.0,0.0,5.781744264857095E-4,181,0.0,0,0.0
346,AnaMda,0.0,0.0,0.0,1,1,2,2.0,1.0,1.0,188,0.0030395137,0.0030395137,0.0010104165083847472,0,0.0,0,0.0028517556991628206
347,manoraMjana,13.0,6.466666666666667,0.0,1,0,1,1.0,1.0,0.0,77,0.0030395137,0.0030395137,0.0020926518289273934,4,0.0,0,0.16192817742649443
348,garva,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,189,0.0,0.0,5.781744264857095E-4,0,0.0,0,0.0
349,dRRishya,1.0,1.0,1.0,3,1,4,4.0,3.0,1.0,131,0.0060790274,0.0060790274,0.003731648427597628,130,0.6666666666666666,2,0.013609071715147638
