Sentence , Sentance ,id, Relations Weight
S2 , S5 ,1,1
S2 , S7 ,2,2
S2 , S8 ,3,3
S2 , S11 ,4,1
S2 , S12 ,5,1
S2 , S13 ,6,4
S2 , S14 ,7,1
S2 , S15 ,8,2
S2 , S19 ,9,2
S3 , S7 ,10,1
S3 , S14 ,11,1
S3 , S15 ,12,1
S3 , S17 ,13,1
S3 , S19 ,14,1
S3 , S20 ,15,1
S4 , S9 ,16,1
S4 , S17 ,17,1
S5 , S8 ,18,1
S5 , S11 ,19,1
S5 , S12 ,20,1
S5 , S13 ,21,1
S7 , S8 ,22,1
S7 , S9 ,23,3
S7 , S11 ,24,5
S7 , S12 ,25,3
S7 , S13 ,26,1
S7 , S15 ,27,1
S7 , S17 ,28,2
S7 , S18 ,29,1
S7 , S19 ,30,2
S8 , S9 ,31,1
S8 , S10 ,32,2
S8 , S11 ,33,3
S8 , S12 ,34,2
S8 , S13 ,35,1
S8 , S17 ,36,1
S9 , S13 ,37,3
S9 , S14 ,38,3
S9 , S15 ,39,5
S9 , S16 ,40,2
S9 , S17 ,41,1
S9 , S18 ,42,2
S9 , S19 ,43,1
S10 , S11 ,44,1
S10 , S12 ,45,1
S10 , S13 ,46,2
S10 , S18 ,47,1
S10 , S20 ,48,1
S11 , S13 ,49,2
S11 , S15 ,50,4
S11 , S19 ,51,2
S12 , S13 ,52,2
S12 , S15 ,53,4
S12 , S19 ,54,2
S13 , S15 ,55,3
S13 , S16 ,56,2
S13 , S18 ,57,2
S13 , S19 ,58,1
S14 , S15 ,59,3
S14 , S16 ,60,2
S14 , S18 ,61,2
S14 , S19 ,62,1
S15 , S16 ,63,2
S15 , S17 ,64,4
S15 , S18 ,65,3
S15 , S19 ,66,6
