Sentence , Sentance ,id, Relations Weight
S1 , S2 ,1,1
S1 , S5 ,2,2
S1 , S12 ,3,2
S1 , S13 ,4,1
S1 , S18 ,5,1
S1 , S32 ,6,1
S1 , S33 ,7,2
S1 , S34 ,8,3
S1 , S35 ,9,2
S1 , S37 ,10,3
S1 , S38 ,11,8
S1 , S45 ,12,1
S1 , S49 ,13,3
S1 , S52 ,14,3
S1 , S56 ,15,4
S1 , S59 ,16,1
S1 , S60 ,17,1
S1 , S66 ,18,1
S1 , S69 ,19,3
S1 , S73 ,20,2
S1 , S74 ,21,4
S1 , S76 ,22,5
S1 , S77 ,23,1
S1 , S78 ,24,2
S1 , S80 ,25,1
S1 , S84 ,26,2
S1 , S85 ,27,2
S1 , S87 ,28,3
S1 , S89 ,29,3
S1 , S98 ,30,6
S2 , S3 ,31,1
S2 , S5 ,32,1
S2 , S13 ,33,1
S2 , S17 ,34,1
S2 , S18 ,35,2
S2 , S34 ,36,1
S2 , S37 ,37,1
S2 , S38 ,38,2
S2 , S51 ,39,1
S2 , S52 ,40,1
S2 , S55 ,41,1
S2 , S56 ,42,1
S2 , S60 ,43,1
S2 , S67 ,44,1
S2 , S69 ,45,1
S2 , S74 ,46,1
S2 , S76 ,47,1
S2 , S78 ,48,2
S2 , S80 ,49,1
S2 , S85 ,50,3
S2 , S87 ,51,1
S2 , S89 ,52,1
S2 , S98 ,53,2
S3 , S5 ,54,2
S3 , S6 ,55,1
S3 , S9 ,56,1
S3 , S13 ,57,1
S3 , S18 ,58,1
S3 , S21 ,59,1
S3 , S28 ,60,2
S3 , S29 ,61,1
S3 , S34 ,62,1
S3 , S37 ,63,2
S3 , S38 ,64,2
S3 , S41 ,65,1
S3 , S45 ,66,1
S3 , S46 ,67,1
S3 , S48 ,68,1
S3 , S49 ,69,3
S3 , S52 ,70,1
S3 , S55 ,71,1
S3 , S56 ,72,1
S3 , S59 ,73,1
S3 , S60 ,74,2
S3 , S61 ,75,1
S3 , S67 ,76,1
S3 , S69 ,77,1
S3 , S72 ,78,1
S3 , S74 ,79,1
S3 , S76 ,80,3
S3 , S77 ,81,1
S3 , S78 ,82,2
S3 , S80 ,83,1
S3 , S84 ,84,2
S3 , S85 ,85,2
S3 , S86 ,86,1
S3 , S87 ,87,1
S3 , S89 ,88,1
S3 , S93 ,89,1
S3 , S98 ,90,2
S4 , S9 ,91,1
S4 , S29 ,92,1
S4 , S37 ,93,1
S4 , S41 ,94,1
S4 , S46 ,95,1
S4 , S55 ,96,1
S4 , S60 ,97,1
S4 , S61 ,98,1
S4 , S72 ,99,1
S4 , S86 ,100,1
S4 , S93 ,101,1
S5 , S12 ,102,1
S5 , S13 ,103,1
S5 , S17 ,104,2
S5 , S18 ,105,1
S5 , S20 ,106,3
S5 , S22 ,107,1
S5 , S26 ,108,1
S5 , S27 ,109,1
S5 , S30 ,110,2
S5 , S34 ,111,1
S5 , S35 ,112,2
S5 , S37 ,113,2
S5 , S38 ,114,8
S5 , S41 ,115,1
S5 , S42 ,116,1
S5 , S43 ,117,1
S5 , S44 ,118,2
S5 , S45 ,119,1
S5 , S46 ,120,2
S5 , S49 ,121,4
S5 , S50 ,122,1
S5 , S52 ,123,1
S5 , S56 ,124,1
S5 , S59 ,125,2
S5 , S60 ,126,1
S5 , S61 ,127,2
S5 , S63 ,128,1
S5 , S69 ,129,1
S5 , S72 ,130,2
S5 , S74 ,131,3
S5 , S76 ,132,3
S5 , S77 ,133,3
S5 , S78 ,134,2
S5 , S80 ,135,2
S5 , S81 ,136,5
S5 , S84 ,137,2
S5 , S85 ,138,3
S5 , S86 ,139,6
S5 , S87 ,140,2
S5 , S89 ,141,1
S5 , S93 ,142,2
S5 , S98 ,143,2
S5 , S99 ,144,1
S6 , S13 ,145,1
S6 , S17 ,146,1
S6 , S25 ,147,2
S6 , S37 ,148,1
S6 , S38 ,149,1
S6 , S42 ,150,1
S6 , S74 ,151,2
S7 , S27 ,152,2
S7 , S38 ,153,1
S7 , S56 ,154,4
S7 , S74 ,155,1
S7 , S82 ,156,1
S7 , S83 ,157,1
S8 , S50 ,158,2
S9 , S23 ,159,1
S9 , S34 ,160,1
S9 , S37 ,161,1
S9 , S43 ,162,1
S9 , S45 ,163,1
S9 , S47 ,164,1
S9 , S48 ,165,1
S9 , S50 ,166,2
S9 , S54 ,167,1
S9 , S56 ,168,1
S9 , S61 ,169,1
S9 , S63 ,170,1
S9 , S81 ,171,1
S9 , S84 ,172,1
S9 , S86 ,173,2
S9 , S89 ,174,1
S9 , S93 ,175,2
S10 , S35 ,176,1
S10 , S59 ,177,1
S11 , S24 ,178,1
S11 , S27 ,179,1
S11 , S30 ,180,2
S11 , S36 ,181,2
S12 , S19 ,182,1
S12 , S20 ,183,2
S12 , S22 ,184,1
S12 , S26 ,185,1
S12 , S27 ,186,2
S12 , S29 ,187,1
S12 , S30 ,188,2
S12 , S34 ,189,1
S12 , S35 ,190,2
S12 , S37 ,191,2
S12 , S38 ,192,5
S12 , S41 ,193,1
S12 , S42 ,194,1
S12 , S43 ,195,1
S12 , S44 ,196,2
S12 , S46 ,197,2
S12 , S49 ,198,1
S12 , S52 ,199,1
S12 , S56 ,200,3
S12 , S59 ,201,1
S12 , S60 ,202,1
S12 , S61 ,203,2
S12 , S69 ,204,1
S12 , S72 ,205,1
S12 , S74 ,206,1
S12 , S76 ,207,1
S12 , S77 ,208,2
S12 , S80 ,209,1
S12 , S85 ,210,1
S12 , S86 ,211,2
S12 , S87 ,212,1
S12 , S89 ,213,1
S12 , S98 ,214,2
S12 , S99 ,215,1
S13 , S17 ,216,1
S13 , S18 ,217,3
S13 , S28 ,218,1
S13 , S29 ,219,1
S13 , S30 ,220,1
S13 , S32 ,221,1
S13 , S34 ,222,1
S13 , S37 ,223,1
S13 , S38 ,224,2
S13 , S39 ,225,1
S13 , S43 ,226,1
S13 , S45 ,227,1
S13 , S49 ,228,3
S13 , S51 ,229,1
S13 , S52 ,230,3
S13 , S56 ,231,1
S13 , S59 ,232,1
S13 , S60 ,233,1
S13 , S69 ,234,1
S13 , S73 ,235,2
S13 , S74 ,236,1
S13 , S76 ,237,4
S13 , S77 ,238,1
S13 , S78 ,239,4
S13 , S80 ,240,2
S13 , S84 ,241,2
S13 , S85 ,242,6
S13 , S87 ,243,1
S13 , S89 ,244,1
S13 , S98 ,245,2
S14 , S37 ,246,1
S14 , S45 ,247,1
S14 , S50 ,248,1
S14 , S56 ,249,1
S14 , S57 ,250,1
