Sentence , Sentance ,id, Relations Weight
S1 , S2 ,1,2
S1 , S3 ,2,4
S1 , S6 ,3,4
S1 , S7 ,4,4
S1 , S8 ,5,1
S1 , S9 ,6,3
S1 , S10 ,7,3
S1 , S12 ,8,3
S1 , S13 ,9,2
S1 , S15 ,10,2
S1 , S16 ,11,3
S1 , S20 ,12,2
S1 , S21 ,13,1
S1 , S23 ,14,2
S1 , S24 ,15,1
S1 , S30 ,16,7
S1 , S33 ,17,2
S1 , S34 ,18,3
S1 , S38 ,19,3
S1 , S41 ,20,1
S1 , S42 ,21,1
S1 , S44 ,22,2
S1 , S46 ,23,1
S1 , S48 ,24,3
S1 , S49 ,25,1
S1 , S50 ,26,1
S1 , S51 ,27,1
S1 , S53 ,28,4
S1 , S56 ,29,2
S1 , S57 ,30,1
S1 , S62 ,31,1
S1 , S84 ,32,2
S1 , S88 ,33,2
S2 , S3 ,34,2
S2 , S6 ,35,2
S2 , S7 ,36,4
S2 , S8 ,37,1
S2 , S10 ,38,1
S2 , S11 ,39,2
S2 , S13 ,40,1
S2 , S14 ,41,1
S2 , S15 ,42,2
S2 , S17 ,43,2
S2 , S20 ,44,2
S2 , S27 ,45,2
S2 , S30 ,46,1
S2 , S33 ,47,1
S2 , S34 ,48,1
S2 , S35 ,49,1
S2 , S41 ,50,1
S2 , S44 ,51,1
S2 , S48 ,52,1
S2 , S49 ,53,1
S2 , S56 ,54,1
S2 , S58 ,55,2
S2 , S69 ,56,1
S2 , S70 ,57,2
S2 , S71 ,58,1
S2 , S75 ,59,1
S2 , S79 ,60,1
S2 , S83 ,61,1
S2 , S90 ,62,3
S2 , S93 ,63,1
S3 , S4 ,64,1
S3 , S5 ,65,3
S3 , S6 ,66,2
S3 , S7 ,67,1
S3 , S8 ,68,1
S3 , S9 ,69,1
S3 , S10 ,70,4
S3 , S11 ,71,3
S3 , S12 ,72,1
S3 , S13 ,73,2
S3 , S14 ,74,1
S3 , S15 ,75,2
S3 , S16 ,76,1
S3 , S17 ,77,1
S3 , S20 ,78,3
S3 , S27 ,79,1
S3 , S30 ,80,3
S3 , S33 ,81,4
S3 , S34 ,82,1
S3 , S36 ,83,1
S3 , S42 ,84,2
S3 , S44 ,85,1
S3 , S48 ,86,1
S3 , S51 ,87,2
S3 , S58 ,88,1
S3 , S61 ,89,1
S3 , S69 ,90,1
S3 , S81 ,91,1
S3 , S84 ,92,1
S3 , S92 ,93,1
S3 , S93 ,94,1
S4 , S6 ,95,1
S4 , S7 ,96,2
S4 , S8 ,97,1
S4 , S9 ,98,1
S4 , S10 ,99,1
S4 , S11 ,100,2
S4 , S12 ,101,1
S4 , S13 ,102,1
S4 , S15 ,103,1
S4 , S16 ,104,1
S4 , S20 ,105,1
S4 , S21 ,106,1
S4 , S24 ,107,1
S4 , S30 ,108,2
S4 , S33 ,109,1
S4 , S34 ,110,1
S4 , S38 ,111,3
S4 , S42 ,112,1
S4 , S44 ,113,1
S4 , S46 ,114,1
S4 , S48 ,115,1
S4 , S49 ,116,1
S4 , S50 ,117,1
S4 , S51 ,118,1
S4 , S53 ,119,2
S4 , S57 ,120,1
S4 , S62 ,121,1
S5 , S6 ,122,5
S5 , S7 ,123,1
S5 , S8 ,124,2
S5 , S10 ,125,3
S5 , S11 ,126,2
S5 , S13 ,127,4
S5 , S14 ,128,1
S5 , S15 ,129,3
S5 , S20 ,130,3
S5 , S21 ,131,1
S5 , S23 ,132,3
S5 , S24 ,133,1
S5 , S26 ,134,1
S5 , S27 ,135,1
S5 , S30 ,136,3
S5 , S31 ,137,3
S5 , S32 ,138,4
S5 , S33 ,139,3
S5 , S35 ,140,1
S5 , S36 ,141,1
S5 , S38 ,142,3
S5 , S42 ,143,3
S5 , S44 ,144,1
S5 , S45 ,145,1
S5 , S46 ,146,1
S5 , S49 ,147,2
S5 , S50 ,148,1
S5 , S51 ,149,1
S5 , S55 ,150,6
S5 , S56 ,151,1
S5 , S57 ,152,1
S5 , S59 ,153,1
S5 , S61 ,154,2
S5 , S62 ,155,1
S5 , S63 ,156,1
S5 , S70 ,157,2
S5 , S72 ,158,2
S5 , S73 ,159,1
S5 , S74 ,160,2
S5 , S76 ,161,1
S5 , S77 ,162,1
S5 , S82 ,163,1
S5 , S84 ,164,1
S5 , S86 ,165,1
S5 , S88 ,166,1
S5 , S89 ,167,1
S5 , S95 ,168,4
S6 , S7 ,169,3
S6 , S8 ,170,1
S6 , S9 ,171,1
S6 , S10 ,172,7
S6 , S11 ,173,2
S6 , S12 ,174,1
S6 , S16 ,175,1
S6 , S17 ,176,1
S6 , S20 ,177,1
S6 , S21 ,178,1
S6 , S23 ,179,1
S6 , S27 ,180,1
S6 , S29 ,181,1
S6 , S30 ,182,1
S6 , S31 ,183,1
S6 , S32 ,184,2
S6 , S33 ,185,3
S6 , S34 ,186,1
S6 , S36 ,187,1
S6 , S42 ,188,4
S6 , S44 ,189,1
S6 , S48 ,190,1
S6 , S51 ,191,3
S6 , S58 ,192,2
S6 , S61 ,193,3
S6 , S65 ,194,1
S6 , S66 ,195,2
S6 , S68 ,196,1
S6 , S69 ,197,2
S6 , S71 ,198,2
S6 , S72 ,199,1
S6 , S77 ,200,3
S6 , S81 ,201,2
S6 , S82 ,202,1
S6 , S84 ,203,2
