Id,Label
1,taalamela
2,shuroo
3,dara
4,yaada
5,anubhava
6,khoja
7,kaama
8,loga
9,vyakti
10,kshamataa
11,rakta
12,paira
13,haddee
14,roopa
15,bistara
16,purusha
17,shaaanti
18,ekaagrataa
19,pahaada?ee
20,dukha
21,taiyaaree
22,roga
23,{gheragheraa}
24,cheeja?
25,tantra
26,kamee
27,vyaapaaree
28,kriyaa
29,darda
30,vidyaalaya
31,baata
32,shrama
33,vidyaarthee
34,naapa
35,aankusha
36,shareera
37,raata
38,saa?pa
39,baadhaa
40,maaansapeshee
41,chiantaa
42,haani
43,aa?kha
44,sthirataa
45,chamaka
46,roka
47,dera
48,hrudaya
49,upayoga
50,aavashyakataa
51,ghatanaa
52,artha
53,ichchhaa
54,kaarana
55,abhyaasa
56,abhyaasa
57,vichaara
58,ruchi
59,patnee
60,avadhi
61,seemaa
62,vaignaanika
63,pati
64,chetanaa
65,nichoda?
66,maanava
67,udara
68,aalasya
69,aaraama
70,vishraama
71,prateekshaa
72,sahaayataa
73,gardana
74,da?ktara
75,prabhaava
76,kathinaaee
77,aasaanee
78,davaa
79,utsaaha
80,koshisha
81,uttejanaa
82,hruna
83,seekha
84,samasyaa
85,praatahkaala
86,oorjaa
87,gruhanee
88,kanapatee
89,galatee
90,peshaa
91,masheena
92,fefada?aa
93,kaala
94,swapna
95,lada?kaa
96,keeta
97,parivaara
98,lada?kee
99,upalabdhi
100,khataraa
101,sira
102,shaadee
103,dhyaana
104,granthi
105,{ghantaghantaa}
106,tvachaa
107,cheetaa
108,chora
109,jaati
110,jootaa
111,tukada?aa
112,beecha
113,teja?ee
114,raastaa
115,tanaava
116,taranga
117,kheeancha
118,saa?sa
119,mastishka
120,mastishka
121,teleevija?na
122,prushthabhoomi
123,dauda?
124,tantrikaa
125,neeanda
126,prabandhaka
127,niyantrana
128,salaaha
129,sekeanda
130,prakaara
131,chaapa
132,udaaharana
133,bachapana
134,billee
135,rogee
136,naheean
137,vichaara
138,minata
139,{sosonaa}
140,haa?fa
141,saatha
142,sanbandha
143,sanvedanaa
144,vaastavikataa
145,laya
146,swaasthya
147,asafalataa
148,takaneeka
149,dauraana
150,sangharsha
151,mahaavidyaalaya
152,gaharaaee
153,sira
154,sunanaa
155,saamanaa
156,aakarshana
157,kriyaa
158,taaja?gee
159,dashaka
160,gunavattaa
161,samaya
162,dina
163,tanaava
164,paara
165,chakra
166,dabaava
167,keemata
168,raktachaapa
169,kamaja?ora
170,dhaarana
171,kaimaraa
172,sankhyaa
173,chaapa
174,ora
175,sotaa
176,pahalaa
177,divaaswapna
178,kshana
179,dara
180,samaayojana
181,gula
