id,Label
0,ravivAra
1,sarasvatI
2,pahA.DI
3,ghaTanAoM
4,varSha
5,telugu
6,alavara
7,daMDa
8,baMgAla
9,mArga
10,utsava
11,karnATaka
12,prayoga
13,toraNoM
14,paryaTakoM
15,rAjasthAna
16,adilAbAda
17,sAgara
18,jhuM.DoM
19,kRRiShaka
20,varga
21,kathAe.n
22,chata
23,haidarAbAda
24,rAma
25,uttara
26,prayAsa
27,aMgrejoM
28,bhAgoM
29,pratirodha
30,bhI.Da
31,ga.Dariye
32,rAjapUta
33,khoja
34,saMgraha
35,Aja
36,chatarI
37,jhIloM
38,sItA
39,chata
40,ghATiyoM
41,kAla
42,nivAsa
43,khA.DI
44,sopAna
45,shastroM
46,vAtAvaraNa
47,anumati
48,kArakhAnoM
49,virAsata
50,nirmANa
51,rAmAyaNa
52,disambara
53,shAsana
54,mahArAShTra
55,mahArAjA
56,maMdira
57,kara
58,saMgrahAlaya
59,mugala
60,shreNI
61,racanA
62,dhvani
63,tamilanADu
64,nikobAra
65,aMDamAna
66,poMgala
67,rUpa
68,mahaloM
69,tyauhAra
70,shailI
71,dishAoM
72,shahara
73,pashcima
74,yuddha
75,nAma
76,tIrthayAtrA
77,samUha
78,pIche
79,jIva
80,dvIpoM
81,cAramInAra
82,hanumAna
83,prAMta
84,mahArAnI
85,sarve
86,bIca
87,arAvalI
88,pUrva
89,dakShiNa
90,kilA
91,guNa
92,mahAkAvya
93,paryaTana
94,udyAna
95,u.DIsA
96,bhArata
97,Andhrapradesha
98,sukhapUrvaka
99,jora
100,rAjya
101,jiloM
102,parvata
103,AMdolana
104,karImanagara
105,shabdoM
106,kinAroM
107,devI
108,haidarAbAda
109,shukravAra
110,sthApatya
111,samAdhi
112,sadI
113,mInAroM
114,shimalA
115,patnI
116,artha
117,vajaha
118,Ayojana
119,devI
120,sthala
121,bAghoM
122,garmiyoM
123,nijAmAbAda
124,svataMtratA
125,itihAsa
